,genCQ,expertCQ,cos_score
0,How frequently are experiments and case studies employed in empirical Requirements Engineering studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6403
1,How are empirical methods classified in Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6370
2,How do empirical methods in Requirements Engineering research improve research methods?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6322
3,How do correlational studies compare to case studies in the context of empirical Requirements Engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6260
4,How are the contexts for empirical studies specified in Requirements Engineering research papers?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6256
5,How often do empirical Requirements Engineering studies involve commercial projects?,How many empirical studies are by authors working for large software development companies?,0.6237
6,How are empirical methods classified in Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6193
7,How are empirical methods classified in Requirements Engineering research?,How often are which empirical methods used?,0.6178
8,What are the dominant empirical methods used in Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6172
9,How frequently are experiments and case studies employed in empirical Requirements Engineering studies?,How many empirical studies are by authors working for large software development companies?,0.6172
10,What are the most cited empirical methods in Requirements Engineering research literature?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6149
11,How often do empirical studies in Requirements Engineering reference social sciences and psychology?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6147
12,How are empirical methods classified in Requirements Engineering research?,How many different empirical methods are used per publication?,0.6123
13,How are empirical studies structured in terms of design and methodology in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6100
14,How frequently are experiments and case studies employed in empirical Requirements Engineering studies?,How often are which empirical methods used?,0.6032
15,How do empirical studies in Requirements Engineering address the scalability of methods?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5992
16,How are the contexts for empirical studies specified in Requirements Engineering research papers?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5987
17,What is the relationship between metrics and empirical methods in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5934
18,How do empirical methods in Requirements Engineering research improve research methods?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5922
19,What are the common methods used to collect empirical data in Requirements Engineering studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5916
20,What theoretical frameworks guide empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5908
21,What descriptive approaches are typically used in empirical Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5905
22,How frequently are experiments and case studies employed in empirical Requirements Engineering studies?,How often are which empirical methods used over time?,0.5881
23,How do empirical studies in Requirements Engineering address the scalability of methods?,How has the number of empirical methods used per publication evolved over time?,0.5849
24,How are empirical studies structured in terms of design and methodology in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5845
25,How are empirical methods classified in Requirements Engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5840
26,What are the factors influencing the generalizability of empirical studies in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5802
27,What is the relationship between metrics and empirical methods in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5788
28,How is the data analysis conducted in empirical Requirements Engineering papers?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5782
29,How are empirical methods classified in Requirements Engineering research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5777
30,What are the most cited empirical methods in Requirements Engineering research literature?,How many empirical studies are by authors working for large software development companies?,0.5774
31,How do empirical studies address the personalization of methods in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5772
32,What types of hypotheses are typically formulated in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5763
33,How often do empirical Requirements Engineering studies conclude with practical recommendations?,How often are which empirical methods used?,0.5763
34,How often do empirical Requirements Engineering studies conclude with practical recommendations?,How often are which empirical methods used over time?,0.5753
35,How is data from software used in Requirements Engineering empirical studies?,How many empirical studies are by authors working for large software development companies?,0.5743
36,How do empirical methods in Requirements Engineering research improve research methods?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5732
37,What are the common methods used to collect empirical data in Requirements Engineering studies?,How often are which empirical methods used?,0.5705
38,What methodologies are used to synthesize empirical findings in Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5697
39,What are the factors influencing the generalizability of empirical studies in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5685
40,How are empirical methods classified in Requirements Engineering research?,How has the number of empirical methods used per publication evolved over time?,0.5681
41,How frequently are experiments and case studies employed in empirical Requirements Engineering studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5680
42,What are the dominant empirical methods used in Requirements Engineering research?,How often are which empirical methods used?,0.5677
43,How is the empirical data from Requirements Engineering studies presented and interpreted?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5665
44,What methodologies are used to synthesize empirical findings in Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5660
45,What is the role of empirical research in the development of new Requirements Engineering methodologies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5656
46,How is the empirical research in Requirements Engineering evaluated in terms of its scientific rigor?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5651
47,What is the relationship between metrics and empirical methods in Requirements Engineering?,How often are which empirical methods used?,0.5635
48,What are the references disciplines commonly cited in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5631
49,How do empirical studies measure the impact of Requirements Engineering tools/methods/frameworks?,How many empirical studies are by authors working for large software development companies?,0.5628
50,What are the most cited empirical methods in Requirements Engineering research literature?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5624
51,What are the common methods used to collect empirical data in Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5623
52,How do empirical studies in Requirements Engineering address the scalability of methods?,How often are which empirical methods used?,0.5622
53,What proportion of case studies in Requirements Engineering research involves professionals versus students?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5621
54,How often do empirical studies in Requirements Engineering reference social sciences and psychology?,How has the proportion of empirical studies evolved over time?,0.5618
55,What are the dominant empirical methods used in Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5613
56,What topics within Requirements Engineering are covered by empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5609
57,How frequently are experiments and case studies employed in empirical Requirements Engineering studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5606
58,What are the most cited empirical methods in Requirements Engineering research literature?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5602
59,How is the empirical data from Requirements Engineering studies presented and interpreted?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5599
60,How do empirical methods in Requirements Engineering research improve research methods?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5593
