,genCQ,expertCQ,cos_score
0,What percentage of empirical studies in Requirements Engineering include triangulation methods?,How has the use of triangulation for research design evolved over time?,0.6467
1,Which empirical methods are most frequently employed in Requirements Engineering research?,How often are which empirical methods used?,0.6444
2,"What kinds of studies (e.g., case studies, experiments) dominate the empirical research in Requirements Engineering?",How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6401
3,How do the results of empirical studies in Requirements Engineering impact software development practices?,How many empirical studies are by authors working for large software development companies?,0.6244
4,Which empirical methods are most frequently employed in Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6238
5,What are the primary empirical frameworks used in Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6123
6,How does the choice of research method impact the results and conclusions in empirical Requirements Engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6098
7,How do researchers in Requirements Engineering categorize the types of empirical studies conducted?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6080
8,"What kinds of studies (e.g., case studies, experiments) dominate the empirical research in Requirements Engineering?",How many empirical studies are by authors working for large software development companies?,0.6075
9,Which empirical methods are most frequently employed in Requirements Engineering research?,How many different empirical methods are used per publication?,0.6021
10,How frequently are qualitative versus quantitative methods used in empirical Requirements Engineering research?,How often are which empirical methods used?,0.5993
11,How do researchers in Requirements Engineering categorize the types of empirical studies conducted?,How many empirical studies are by authors working for large software development companies?,0.5975
12,Which empirical methods are most frequently employed in Requirements Engineering research?,How often are which empirical methods used over time?,0.5939
13,What role does empirical research play in advancing the state of the art in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5887
14,"What kinds of studies (e.g., case studies, experiments) dominate the empirical research in Requirements Engineering?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.5857
15,"What kinds of studies (e.g., case studies, experiments) dominate the empirical research in Requirements Engineering?","""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5840
16,How does the choice of research method impact the results and conclusions in empirical Requirements Engineering studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5832
17,How do researchers in Requirements Engineering categorize the types of empirical studies conducted?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5829
18,How frequently are qualitative versus quantitative methods used in empirical Requirements Engineering research?,How often are which empirical methods used over time?,0.5828
19,What are the predominant research methods used in empirical studies related to Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5825
20,How frequently are replicated studies conducted in empirical Requirements Engineering research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5822
21,What are the most prolific empirical researchers and institutions in the field of Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5820
22,How frequently are replicated studies conducted in empirical Requirements Engineering research?,How many empirical studies are by authors working for large software development companies?,0.5815
23,What are the predominant research methods used in empirical studies related to Requirements Engineering?,How often are which empirical methods used?,0.5799
24,How frequently are qualitative versus quantitative methods used in empirical Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5781
25,How often do empirical studies in Requirements Engineering contribute to theory-building?,How many empirical studies are by authors working for large software development companies?,0.5771
26,Which empirical methods are most frequently employed in Requirements Engineering research?,How has the number of empirical methods used per publication evolved over time?,0.5770
27,What kinds of software tools are most often evaluated empirically in Requirements Engineering research?,How many empirical studies are by authors working for large software development companies?,0.5764
28,What are the common types of data sources used in empirical studies in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5746
29,How frequently do empirical studies in Requirements Engineering consider human factors and programmers' skill levels?,How many empirical studies are by authors working for large software development companies?,0.5744
30,What are the main findings on the use of software metrics within empirical Requirements Engineering research?,How many empirical studies are by authors working for large software development companies?,0.5742
31,How frequently are qualitative versus quantitative methods used in empirical Requirements Engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5732
32,How do empirical research findings translate into actionable insights for Requirements Engineering practitioners?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5726
33,Which aspects of empirical research methodology in Requirements Engineering are criticized most often?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5713
34,How does the choice of research method impact the results and conclusions in empirical Requirements Engineering studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5708
35,How often are meta-analyses conducted in empirical Requirements Engineering research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5693
36,What role does empirical research play in advancing the state of the art in Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5671
37,How frequently are replicated studies conducted in empirical Requirements Engineering research?,How has the number of empirical methods used per publication evolved over time?,0.5671
38,How do empirical studies in Requirements Engineering typically handle data analysis?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5656
39,"What kinds of studies (e.g., case studies, experiments) dominate the empirical research in Requirements Engineering?",How has the proportion of empirical studies evolved over time?,0.5654
40,Which empirical methods are most frequently employed in Requirements Engineering research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5651
41,What are the main findings regarding hypothesis formulation in empirical studies in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5650
42,How do empirical research findings translate into actionable insights for Requirements Engineering practitioners?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5649
43,What methods are used to ensure the legal context of empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5649
44,How frequently are replicated studies conducted in empirical Requirements Engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5647
45,How do researchers in Requirements Engineering categorize the types of empirical studies conducted?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5646
46,What are the predominant research methods used in empirical studies related to Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5641
47,How is empirical research in Requirements Engineering taught and promoted within academic institutions?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5636
48,How do empirical studies address the scalability of Requirements Engineering processes and methods?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5634
49,How frequently are qualitative versus quantitative methods used in empirical Requirements Engineering research?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5611
50,What are the primary empirical frameworks used in Requirements Engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5609
51,How frequently are replicated studies conducted in empirical Requirements Engineering research?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5607
52,How frequently are replicated studies conducted in empirical Requirements Engineering research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5593
53,How do researchers in Requirements Engineering categorize the types of empirical studies conducted?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5593
54,How are empirical studies in Requirements Engineering evaluated for methodological rigor?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5591
55,How are mixed-method approaches utilized in empirical Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5587
56,What trends exist regarding the use of experimental designs in empirical Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5581
57,How frequently are replicated studies conducted in empirical Requirements Engineering research?,How often are which empirical methods used over time?,0.5578
58,How frequently are replicated studies conducted in empirical Requirements Engineering research?,How has the proportion of empirical studies evolved over time?,0.5577
59,Which empirical methods are most frequently employed in Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5576
60,What are the predominant research methods used in empirical studies related to Requirements Engineering?,How many different empirical methods are used per publication?,0.5542
61,How do researchers in Requirements Engineering ensure the reproducibility of their empirical studies?,How many empirical studies are by authors working for large software development companies?,0.5541
62,How frequently are qualitative versus quantitative methods used in empirical Requirements Engineering research?,How has the number of empirical methods used per publication evolved over time?,0.5540
63,How are empirical research hypotheses typically justified in Requirements Engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5538
64,What are the predominant research methods used in empirical studies related to Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5532
65,How do researchers in Requirements Engineering categorize the types of empirical studies conducted?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5524
66,How frequently do empirical studies in Requirements Engineering present negative results?,How many empirical studies are by authors working for large software development companies?,0.5519
67,How does the choice of research method impact the results and conclusions in empirical Requirements Engineering studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5509
68,Which empirical methods are most frequently employed in Requirements Engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5497
69,What are the most common sources of bias in empirical Requirements Engineering studies?,How many empirical studies are by authors working for large software development companies?,0.5490
70,What are the common funding sources for empirical research in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5478
71,How is the repeatability of empirical research findings ensured in Requirements Engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5467
72,How do researchers in Requirements Engineering categorize the types of empirical studies conducted?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5466
73,What are the key determinants of a good empirical study in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5455
74,How often do empirical studies in Requirements Engineering contribute to theory-building?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5451
75,How frequently are replicated studies conducted in empirical Requirements Engineering research?,How often are which empirical methods used?,0.5450
76,Which empirical methods are most frequently employed in Requirements Engineering research?,How many empirical studies are by authors working for large software development companies?,0.5441
77,How is empirical research in Requirements Engineering taught and promoted within academic institutions?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5429
78,How frequently are qualitative versus quantitative methods used in empirical Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5427
79,How are empirical research hypotheses typically justified in Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5423
80,How is the repeatability of empirical research findings ensured in Requirements Engineering?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.5417
81,How do researchers in Requirements Engineering categorize the types of empirical studies conducted?,How many different empirical methods are used per publication?,0.5416
82,How often do empirical studies in Requirements Engineering contribute to theory-building?,How many studies incorporate theories?,0.5415
83,How often are meta-analyses conducted in empirical Requirements Engineering research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5410
84,What are the main findings regarding hypothesis formulation in empirical studies in Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5409
85,How do empirical studies in Requirements Engineering validate their data sources?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5408
86,What are the predominant research methods used in empirical studies related to Requirements Engineering?,How often are which empirical methods used over time?,0.5399
87,Which aspects of empirical research methodology in Requirements Engineering are criticized most often?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5396
88,How do empirical studies in Requirements Engineering typically handle data analysis?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5396
89,What are the primary empirical frameworks used in Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5395
90,Which specific empirical evaluation criteria are most often used in the context of Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5393
91,What are the major threats to validity reported in empirical studies in Requirements Engineering?,What types of threats to validity do the authors report?,0.5392
92,What are the primary empirical frameworks used in Requirements Engineering research?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5391
93,How do researchers define and measure success in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5391
94,Which aspects of empirical research methodology in Requirements Engineering are criticized most often?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5388
95,What are the main topics studied under empirical Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5383
96,How are empirical studies in Requirements Engineering evaluated for methodological rigor?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5382
97,What trends exist in the use of surveys as a method in empirical Requirements Engineering research?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5375
98,How are empirical research hypotheses typically justified in Requirements Engineering studies?,How many empirical studies are by authors working for large software development companies?,0.5372
99,How do empirical studies in Requirements Engineering typically handle sampling methods?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5371
100,What are the main patterns in the geographic distribution of empirical research in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5368
