,genCQ,expertCQ,cos_score
0,How does the use of empirical methods in Requirements Engineering compare to other fields?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6729
1,What is the distribution of publications across different empirical research methods in Requirements Engineering?,How many different empirical methods are used per publication?,0.6697
2,What percentage of empirical research studies in Requirements Engineering employ case studies?,How many empirical studies are by authors working for large software development companies?,0.6650
3,How are case studies designed in empirical Requirements Engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6595
4,What is the distribution of publications across different empirical research methods in Requirements Engineering?,How has the number of empirical methods used per publication evolved over time?,0.6481
5,What percentage of empirical research studies in Requirements Engineering employ case studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6418
6,How are empirical research findings translated into Requirements Engineering practices?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6380
7,How often do empirical studies in Requirements Engineering employ mixed methods?,How often are which empirical methods used?,0.6323
8,How is data triangulation implemented in empirical Requirements Engineering studies?,How has the use of triangulation for research design evolved over time?,0.6249
9,How does the use of empirical methods in Requirements Engineering compare to other fields?,How often are which empirical methods used?,0.6246
10,How often do empirical studies in Requirements Engineering employ mixed methods?,How often are which empirical methods used over time?,0.6201
11,How are empirical research findings translated into Requirements Engineering practices?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.6148
12,How often are ethnographic methods used in empirical Requirements Engineering studies?,How often are which empirical methods used?,0.6130
13,What is the distribution of empirical studies across various Requirements Engineering journals and conferences?,How has the proportion of papers that do not have an empirical study evolved over time?,0.6044
14,How often are ethnographic methods used in empirical Requirements Engineering studies?,How often are which empirical methods used over time?,0.6038
15,What types of empirical research are less common in Requirements Engineering literature?,How many empirical studies are by authors working for large software development companies?,0.6029
16,What are the predominant empirical research methods used in Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6025
17,How frequently are tools and methods evaluated empirically in Requirements Engineering?,How often are which empirical methods used over time?,0.5965
18,What are the trends in the use of different empirical methods in Requirements Engineering over time?,How often are which empirical methods used over time?,0.5962
19,What percentage of empirical research studies in Requirements Engineering employ case studies?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5956
20,What are the predominant empirical research methods used in Requirements Engineering research?,How often are which empirical methods used?,0.5955
21,How frequently are tools and methods evaluated empirically in Requirements Engineering?,How often are which empirical methods used?,0.5928
22,What is the distribution of empirical studies across various Requirements Engineering journals and conferences?,How has the number of empirical methods used per publication evolved over time?,0.5922
23,What types of empirical research are less common in Requirements Engineering literature?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5903
24,How does the use of empirical methods in Requirements Engineering compare to other fields?,How many different empirical methods are used per publication?,0.5896
25,What is the distribution of empirical studies across various Requirements Engineering journals and conferences?,How many different empirical methods are used per publication?,0.5868
26,How often are longitudinal studies conducted in empirical Requirements Engineering research?,How often are which empirical methods used over time?,0.5866
27,What are the trends in the use of different empirical methods in Requirements Engineering over time?,How has the number of empirical methods used per publication evolved over time?,0.5816
28,How often are ethnographic methods used in empirical Requirements Engineering studies?,How has the number of empirical methods used per publication evolved over time?,0.5816
29,How is the scalability of empirical research methods in Requirements Engineering addressed?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5805
30,What are the predominant empirical research methods used in Requirements Engineering research?,How many different empirical methods are used per publication?,0.5801
31,How often are longitudinal studies conducted in empirical Requirements Engineering research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5794
32,How often are ethnographic methods used in empirical Requirements Engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5784
33,What are the predominant empirical research methods used in Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5775
34,How does the use of empirical methods in Requirements Engineering compare to other fields?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5772
35,How often is meta-analysis used in empirical Requirements Engineering research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5764
36,How does the use of empirical methods in Requirements Engineering compare to other fields?,How has the number of empirical methods used per publication evolved over time?,0.5763
37,What are the predominant empirical research methods used in Requirements Engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5750
38,What types of empirical research are less common in Requirements Engineering literature?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5742
39,What is the role of empirical research in evolving Requirements Engineering practices?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5736
40,How often do empirical studies in Requirements Engineering report negative results?,How many empirical studies are by authors working for large software development companies?,0.5734
41,What types of empirical research are less common in Requirements Engineering literature?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5731
42,What proportion of the empirical studies in Requirements Engineering involve professional participants?,How many empirical studies are by authors working for large software development companies?,0.5717
43,How often are ethnographic methods used in empirical Requirements Engineering studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5712
44,What standards guide the empirical research methods in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5708
45,How often do Requirements Engineering studies incorporate multi-method approaches?,How often are which statistical methods used?,0.5692
46,How is the reproducibility of empirical research in Requirements Engineering measured?,How many empirical studies are by authors working for large software development companies?,0.5684
47,How often are qualitative methods utilized in Requirements Engineering empirical studies?,How often are which empirical methods used?,0.5684
48,How is the scalability of empirical research methods in Requirements Engineering addressed?,How has the number of empirical methods used per publication evolved over time?,0.5682
49,What is the distribution of publications across different empirical research methods in Requirements Engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5679
50,What is the distribution of empirical studies across various Requirements Engineering journals and conferences?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5679
51,How frequently are tools and methods evaluated empirically in Requirements Engineering?,How has the number of empirical methods used per publication evolved over time?,0.5677
52,What are the main sources of empirical data in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5669
53,What are the key findings from empirical studies on software design and architecture requirements?,How many empirical studies are by authors working for large software development companies?,0.5657
54,What are the trends in the use of different empirical methods in Requirements Engineering over time?,How often are which empirical methods used?,0.5654
55,How are empirical research findings translated into Requirements Engineering practices?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5646
56,What are the predominant empirical research methods used in Requirements Engineering research?,How has the number of empirical methods used per publication evolved over time?,0.5645
57,How often do empirical studies in Requirements Engineering employ mixed methods?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5643
58,How often do empirical studies in Requirements Engineering employ mixed methods?,How has the number of empirical methods used per publication evolved over time?,0.5632
59,What are the evaluation criteria for empirical studies in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5632
60,What types of empirical research are less common in Requirements Engineering literature?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5631
61,What is the distribution of empirical studies across various Requirements Engineering journals and conferences?,How many empirical studies are by authors working for large software development companies?,0.5624
62,What is the distribution of empirical studies across various Requirements Engineering journals and conferences?,How has the proportion of empirical studies evolved over time?,0.5623
63,How often do empirical studies in Requirements Engineering employ mixed methods?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5610
64,How often do Requirements Engineering studies incorporate multi-method approaches?,How often are which empirical methods used?,0.5610
65,What methodologies are most effective for validating empirical research in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5609
66,What types of empirical research are less common in Requirements Engineering literature?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5601
67,What types of empirical research are less common in Requirements Engineering literature?,How has the number of empirical methods used per publication evolved over time?,0.5598
68,How often are qualitative methods utilized in Requirements Engineering empirical studies?,How often are which empirical methods used over time?,0.5595
69,How often are qualitative methods utilized in Requirements Engineering empirical studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5590
70,What is the role of empirical evidence in Requirements Engineering tool development?,How many empirical studies are by authors working for large software development companies?,0.5580
71,How often do Requirements Engineering studies incorporate multi-method approaches?,How often are which empirical methods used over time?,0.5576
72,What types of empirical research are less common in Requirements Engineering literature?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5566
73,What is the distribution of publications across different empirical research methods in Requirements Engineering?,How many publications are analyzed in (systematic literature) reviews?,0.5562
74,What is the role of empirical research in evolving Requirements Engineering practices?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5558
75,What types of empirical research are less common in Requirements Engineering literature?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5555
76,How often are longitudinal studies conducted in empirical Requirements Engineering research?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.5553
77,How does the use of empirical methods in Requirements Engineering compare to other fields?,How often are which empirical methods used over time?,0.5553
78,What types of empirical research are less common in Requirements Engineering literature?,How many different empirical methods are used per publication?,0.5545
79,How often do empirical studies in Requirements Engineering employ mixed methods?,How often are which statistical methods used?,0.5541
80,What are the predominant empirical research methods used in Requirements Engineering research?,How often are which empirical methods used over time?,0.5540
81,How does the use of empirical methods in Requirements Engineering compare to other fields?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5537
82,How often are surveys used as a research method in Requirements Engineering studies?,How often are which statistical methods used?,0.5526
83,How often are ethnographic methods used in empirical Requirements Engineering studies?,How many different empirical methods are used per publication?,0.5526
84,What are the predominant empirical research methods used in Requirements Engineering research?,How many empirical studies are by authors working for large software development companies?,0.5526
85,How often do empirical studies in Requirements Engineering employ mixed methods?,How many different empirical methods are used per publication?,0.5521
86,How are empirical research findings translated into Requirements Engineering practices?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5518
87,What is the distribution of publications across different empirical research methods in Requirements Engineering?,How has the proportion of papers that do not have an empirical study evolved over time?,0.5514
88,How often are qualitative methods utilized in Requirements Engineering empirical studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5508
89,What are the trends in the use of different empirical methods in Requirements Engineering over time?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5508
90,What percentage of empirical research studies in Requirements Engineering employ case studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5504
91,How often are longitudinal studies conducted in empirical Requirements Engineering research?,How often are which empirical methods used?,0.5485
92,What methods are employed in empirical studies on Requirements Engineering project planning/estimation?,How many empirical studies are by authors working for large software development companies?,0.5484
93,What are the predominant empirical research methods used in Requirements Engineering research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5484
94,How often is meta-analysis used in empirical Requirements Engineering research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5478
95,How often do Requirements Engineering studies incorporate multi-method approaches?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5478
96,How often are qualitative methods utilized in Requirements Engineering empirical studies?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5477
97,How are empirical findings in Requirements Engineering studies validated in practice?,How many empirical studies are by authors working for large software development companies?,0.5476
98,How often are longitudinal studies conducted in empirical Requirements Engineering research?,How many empirical studies are by authors working for large software development companies?,0.5472
99,How often are ethnographic methods used in empirical Requirements Engineering studies?,How many empirical studies are by authors working for large software development companies?,0.5461
100,How is the scalability of empirical research methods in Requirements Engineering addressed?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5461
101,What empirical methods are employed to evaluate Requirements Engineering tools?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5455
102,How often are surveys used as a research method in Requirements Engineering studies?,How often are which empirical methods used over time?,0.5453
103,What is the distribution of publications across different empirical research methods in Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5444
104,How often do Requirements Engineering studies incorporate multi-method approaches?,How many different empirical methods are used per publication?,0.5444
105,How often are ethnographic methods used in empirical Requirements Engineering studies?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5443
106,How does the use of empirical methods in Requirements Engineering compare to other fields?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5437
107,How do empirical findings impact Requirements Engineering standards and guidelines?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5433
108,How often are longitudinal studies conducted in empirical Requirements Engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5432
109,How often are ethnographic methods used in empirical Requirements Engineering studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5425
110,How is the scalability of empirical research methods in Requirements Engineering addressed?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5423
111,What factors contribute to the success of empirical studies in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5414
112,What are the trends in the use of different empirical methods in Requirements Engineering over time?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5413
113,What is the distribution of publications across different empirical research methods in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5410
114,What is the impact of publication bias on empirical research in Requirements Engineering?,How has the proportion of papers that do not have an empirical study evolved over time?,0.5404
115,How often are longitudinal studies conducted in empirical Requirements Engineering research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5403
116,What are the trends in the use of different empirical methods in Requirements Engineering over time?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5400
117,What is the role of empirical research in evolving Requirements Engineering practices?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5399
118,What types of empirical research are less common in Requirements Engineering literature?,How often are which empirical methods used?,0.5397
119,How often are ethnographic methods used in empirical Requirements Engineering studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5394
120,How often are longitudinal studies conducted in empirical Requirements Engineering research?,How has the proportion of empirical studies evolved over time?,0.5388
121,How are empirical research findings translated into Requirements Engineering practices?,How many empirical studies are by authors working for large software development companies?,0.5384
122,What are the most commonly researched topics in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5384
123,How is the validity of empirical research in Requirements Engineering ensured?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5380
124,How often are surveys used as a research method in Requirements Engineering studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5378
125,What data sources are primarily used for empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5378
126,What methodologies are most effective for validating empirical research in Requirements Engineering?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5377
127,What is the distribution of publications across different empirical research methods in Requirements Engineering?,How often are which empirical methods used?,0.5374
128,How are case studies designed in empirical Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5370
129,How often is meta-analysis used in empirical Requirements Engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5366
130,What factors contribute to the success of empirical studies in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5365
131,How often is meta-analysis used in empirical Requirements Engineering research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5364
132,What are the main limitations cited in empirical Requirements Engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5356
133,What percentage of empirical research studies in Requirements Engineering employ case studies?,How has the proportion of empirical studies evolved over time?,0.5355
134,How often do empirical studies in Requirements Engineering employ mixed methods?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5354
135,What role do hypotheses play in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5354
136,What are the main sources of empirical data in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5354
137,How often is meta-analysis used in empirical Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5347
