,genCQ,expertCQ,cos_score
0,"What is the distribution of empirical studies focusing on different stakeholders such as developers, users, and clients in Requirements Engineering?",How many empirical studies are by authors working for large software development companies?,0.6503
1,Are there consistent trends in the improvement of empirical evaluations' clarity and explicitness in hypotheses over time?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6319
2,How does the adoption of empirical methods in Requirements Engineering correlate with the quality of research findings?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6273
3,How do empirical research findings in Requirements Engineering inform software engineering practices?,How many empirical studies are by authors working for large software development companies?,0.6263
4,How do empirical studies in Requirements Engineering address software project management aspects?,How many empirical studies are by authors working for large software development companies?,0.6248
5,What percentage of empirical studies in Requirements Engineering utilize experiments versus case studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6239
6,To what extent do empirical studies in Requirements Engineering cover the entire software development lifecycle?,How many empirical studies are by authors working for large software development companies?,0.6176
7,What are the dominant empirical methods used in Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6172
8,How are research methods diversified in empirical Requirements Engineering studies published in leading journals?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6172
9,What impact do empirical findings have on the formulation of hypotheses in subsequent research?,How has the proportion of empirical studies evolved over time?,0.6140
10,What impact do empirical findings have on the formulation of hypotheses in subsequent research?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.6017
11,How comprehensive are literature reviews in synthesizing the state of empirical research in Requirements Engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6016
12,How many empirical studies in Requirements Engineering are replicated across different contexts or settings?,How many empirical studies are by authors working for large software development companies?,0.5987
13,How are research methods diversified in empirical Requirements Engineering studies published in leading journals?,How has the number of empirical methods used per publication evolved over time?,0.5984
14,How important are legal (proper) methods of analysis in ensuring the soundness of empirical research?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.5976
15,What percentage of empirical studies in Requirements Engineering utilize experiments versus case studies?,How many empirical studies are by authors working for large software development companies?,0.5961
16,How are research methods diversified in empirical Requirements Engineering studies published in leading journals?,How many different empirical methods are used per publication?,0.5957
17,How does the focus on empirical methods in Requirements Engineering contribute to the development of the field?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5956
18,How is data typically analyzed in empirical Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5945
19,What impact do empirical findings have on the formulation of hypotheses in subsequent research?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5907
20,How frequently do empirical studies in Requirements Engineering use mixed methods approaches?,How often are which empirical methods used?,0.5906
21,How frequently do empirical evaluations include self-assessments and what impact do they have on validity?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.5906
22,How are evaluation methods categorized in empirical Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5901
23,How important are legal (proper) methods of analysis in ensuring the soundness of empirical research?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.5866
24,What types of empirical questions are typically addressed in Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5831
25,How are research methods diversified in empirical Requirements Engineering studies published in leading journals?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5828
26,What impact do empirical findings have on the formulation of hypotheses in subsequent research?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.5799
27,What impact do empirical findings have on the formulation of hypotheses in subsequent research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5794
28,How frequently do empirical studies in Requirements Engineering use mixed methods approaches?,How often are which empirical methods used over time?,0.5791
29,How does the adoption of empirical methods in Requirements Engineering correlate with the quality of research findings?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5786
30,"What is the relative frequency of different topics (e.g., measurement, tools, methods) in empirical Requirements Engineering research?",How often are which empirical methods used?,0.5777
31,Are there consistent trends in the improvement of empirical evaluations' clarity and explicitness in hypotheses over time?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.5774
32,How important are legal (proper) methods of analysis in ensuring the soundness of empirical research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5772
33,"What is the relative frequency of different topics (e.g., measurement, tools, methods) in empirical Requirements Engineering research?",How many different empirical methods are used per publication?,0.5764
34,How do different empirical methods in Requirements Engineering affect the reliability of the findings?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5755
35,What impact do empirical findings have on the formulation of hypotheses in subsequent research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5752
36,What methodologies are used to ensure reproducibility in empirical Requirements Engineering studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5726
37,How do empirical studies in Requirements Engineering adapt to technological advancements in software and tools?,How many empirical studies are by authors working for large software development companies?,0.5706
38,How are research methods diversified in empirical Requirements Engineering studies published in leading journals?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5701
39,What proportion of empirical studies in ICSE proceedings have improved their methodology over time?,How has the proportion of empirical studies evolved over time?,0.5689
40,How often are empirical Requirements Engineering studies published in high-impact journals and conferences?,How has the number of empirical methods used per publication evolved over time?,0.5683
41,What are the key components required to build a sound empirical study in Requirements Engineering according to literature?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5681
42,How frequently do empirical evaluations include self-assessments and what impact do they have on validity?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.5680
43,What are the dominant empirical methods used in Requirements Engineering research?,How often are which empirical methods used?,0.5677
44,How do case studies contribute to the understanding of Requirements Engineering practices?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5677
45,What impact do empirical findings have on the formulation of hypotheses in subsequent research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5656
46,How does the focus on empirical methods in Requirements Engineering contribute to the development of the field?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5646
47,What are the common sources of data in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5630
48,How often are empirical Requirements Engineering studies published in high-impact journals and conferences?,How has the proportion of papers that do not have an empirical study evolved over time?,0.5626
49,What are the dominant empirical methods used in Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5613
50,How important are legal (proper) methods of analysis in ensuring the soundness of empirical research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5608
51,How important are legal (proper) methods of analysis in ensuring the soundness of empirical research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5608
52,What proportion of empirical studies in ICSE proceedings have improved their methodology over time?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.5599
53,How important are legal (proper) methods of analysis in ensuring the soundness of empirical research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5589
54,What impact do empirical findings have on the formulation of hypotheses in subsequent research?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.5581
55,"What is the relative frequency of different topics (e.g., measurement, tools, methods) in empirical Requirements Engineering research?",How has the number of empirical methods used per publication evolved over time?,0.5581
56,What proportion of empirical studies in ICSE proceedings have improved their methodology over time?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5581
57,What role does experimental design play in the validity of empirical evaluations in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5578
58,"What is the distribution of empirical studies focusing on different stakeholders such as developers, users, and clients in Requirements Engineering?",How has the proportion of studies by authors working for large software development companies evolved over time?,0.5577
59,How does the adoption of empirical methods in Requirements Engineering correlate with the quality of research findings?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5572
60,How are evaluation methods categorized in empirical Requirements Engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5571
61,What impact do empirical findings have on the formulation of hypotheses in subsequent research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5565
62,What impact do empirical findings have on the formulation of hypotheses in subsequent research?,How has the number of empirical methods used per publication evolved over time?,0.5559
63,How frequently do empirical studies in Requirements Engineering use mixed methods approaches?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5559
64,How frequently do empirical studies in Requirements Engineering use mixed methods approaches?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5554
65,What are the common sources of data in empirical Requirements Engineering studies?,How many empirical studies are by authors working for large software development companies?,0.5553
66,Are there consistent trends in the improvement of empirical evaluations' clarity and explicitness in hypotheses over time?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.5543
67,How often are empirical studies in Requirements Engineering updated or revised to reflect new findings?,How many empirical studies are by authors working for large software development companies?,0.5543
68,How is data typically analyzed in empirical Requirements Engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5541
69,What are the dominant empirical methods used in Requirements Engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5537
70,How important are legal (proper) methods of analysis in ensuring the soundness of empirical research?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.5532
71,How often are empirical Requirements Engineering studies published in high-impact journals and conferences?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5530
72,Are there consistent trends in the improvement of empirical evaluations' clarity and explicitness in hypotheses over time?,How has the proportion of empirical studies evolved over time?,0.5526
73,How often are empirical Requirements Engineering studies published in high-impact journals and conferences?,How many empirical studies are by authors working for large software development companies?,0.5524
74,How are empirical research results communicated to practitioners in the field of Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5516
75,How important are legal (proper) methods of analysis in ensuring the soundness of empirical research?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.5514
76,How many empirical studies in Requirements Engineering are replicated across different contexts or settings?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5513
77,How are evaluation methods categorized in empirical Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5512
78,What methodologies are used to ensure reproducibility in empirical Requirements Engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5510
79,How does the adoption of empirical methods in Requirements Engineering correlate with the quality of research findings?,How has the number of empirical methods used per publication evolved over time?,0.5507
80,How do empirical studies in Requirements Engineering adapt to technological advancements in software and tools?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5497
81,How often are empirical studies in Requirements Engineering updated or revised to reflect new findings?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5496
82,What types of empirical questions are typically addressed in Requirements Engineering research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5492
83,How important are legal (proper) methods of analysis in ensuring the soundness of empirical research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5485
