,genCQ,expertCQ,cos_score
0,How often are biases reported in these studies?,How do the authors justify preventing bias in the study results?,0.7241
1,What are the prevalent methods of data analysis in these studies?,How often are which statistical methods used?,0.6657
2,How often do empirical studies in requirements engineering include industry-based case studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6607
3,What is the role of case studies in advancing empirical requirements engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6492
4,How often are mixed methods approaches used in empirical requirements engineering research?,How often are which empirical methods used?,0.6384
5,How often are long-term studies conducted in empirical requirements engineering research?,How often are which empirical methods used over time?,0.6206
6,How is the reliability of data ensured in these studies?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6190
7,How often do empirical studies in requirements engineering include industry-based case studies?,How many empirical studies are by authors working for large software development companies?,0.6149
8,How often are mixed methods approaches used in empirical requirements engineering research?,How often are which empirical methods used over time?,0.6137
9,How do empirical requirements engineering studies address the complexity of software projects?,How many empirical studies are by authors working for large software development companies?,0.6104
10,How often are long-term studies conducted in empirical requirements engineering research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6098
11,"What types of studies (e.g., experiments, case studies) are most common in empirical requirements engineering research?",How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6093
12,What are the prevalent methods of data analysis in these studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6060
13,How often do empirical studies in this field rely on self-evaluations?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.6047
14,How often do empirical requirements engineering studies employ simulation or modeling techniques?,How often are which empirical methods used?,0.5936
15,How is researcher bias mitigated in empirical requirements engineering studies?,How do the authors justify preventing bias in the study results?,0.5933
16,How often do empirical studies in this field rely on self-evaluations?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.5912
17,How often do empirical requirements engineering studies employ simulation or modeling techniques?,How often are which empirical methods used over time?,0.5880
18,How often are mixed methods approaches used in empirical requirements engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5878
19,How often do empirical studies in requirements engineering involve multiple research sites or institutions?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5875
20,How often are biases reported in these studies?,How has the proportion of empirical studies evolved over time?,0.5875
21,How are empirical findings in requirements engineering translated into practice?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5874
22,How is the experimental design typically structured in these studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5863
23,What are the common research approaches used in empirical requirements engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5846
24,What are the prevalent methods of data analysis in these studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5831
25,"What types of studies (e.g., experiments, case studies) are most common in empirical requirements engineering research?",How many empirical studies are by authors working for large software development companies?,0.5827
26,How do empirical requirements engineering studies contribute to evidence-based practice in software engineering?,How many empirical studies are by authors working for large software development companies?,0.5817
27,"What types of studies (e.g., experiments, case studies) are most common in empirical requirements engineering research?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.5812
28,How often do empirical studies in requirements engineering involve multiple research sites or institutions?,How many empirical studies are by authors working for large software development companies?,0.5806
