,genCQs,best_expertCQs,best_cos_score
0,What is the state of the art in empirical studies of Requirements Engineering (RE)?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5308
1,What is the strength of empirical evidence in empirical requirement engineering literature?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5524
2,Which era of RE research has witnessed maximum progress in terms of new advances?,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",0.6111
3,Which country is frequently involved in RE research and during which era did these countries show maximum progress?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5399
4,In what contexts have empirical studies of RE been carried out over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7783
5,How has empirical research in various RE knowledge areas evolved over the years?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.708
6,What types of interventions have been proposed or investigated in RE research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5412
7,In which channels are empirical studies of RE published?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6989
8,"How are the research method, type, intervention, and domains related to RE core areas?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.542
9,Which research method is frequently used in primary studies of RE?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5787
10,What kind of research participants are frequently involved in primary RE studies?,How often are those who conduct the studies also the authors of the papers?,0.5824
11,Which data collection methods are frequently used in RE research?,How often are which statistical methods used?,0.5743
12,"What is the frequency of different research types (e.g., case studies, experiments) in primary RE studies?",Which sub-fields of SE and RE do the empirical studies cover over time?,0.6047
13,How rigorous is the reported research in different RE core areas?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6022
14,How do the concepts defined relate to the improvement goal of the empirical research in RE?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6773
15,How do researchers usually operationalize concepts of the phenomena under investigation in RE?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5691
16,What are the methods used to validate these operationalizations?,Which methods are used to synthesize evidence from data of different empirical methods?,0.3878
17,How often do empirical RE studies include a detailed description of the population being studied?,How has the proportion of empirical studies evolved over time?,0.6767
18,How often is the acquisition process of study objects justified in empirical RE research?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.6072
19,Are any ethical considerations taken into account when human subjects are involved in RE research?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.5729
20,How often is the representativeness of the study objects justified in empirical RE research?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.6549
21,Are assumptions of inference techniques considered in empirical RE studies?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.6506
22,Are procedures planned for the implementation of treatments in experimental RE research?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.5703
23,Are instruments specified for applying treatments in experimental RE research in RE?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.5075
24,Are procedures specified for carrying out measurements and what are these procedures?,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,0.3696
25,"Are the validity issues (measures, measurement procedures, instruments, treatments) considered in empirical RE research?",Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6379
26,Do researchers usually explain their observations in terms of underlying mechanisms or available theories in RE research?,How many studies incorporate theories?,0.647
27,Do researchers usually assess the plausibility of their explanations in empirical RE research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.5653
28,Do empirical RE researchers explicitly answer their research questions?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.615
29,What variety of research questions can and should be asked to understand RE practice?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.4962
30,What evidence exists about RE practice according to broad empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5883
31,What further evidence is needed about RE practice?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.4163
32,How do broad empirical studies depict the landscape of RE research questions and major results?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.7142
