,genCQs,best_expertCQs,best_cos_score
0,What are the current empirical research practices in requirements engineering?,How many empirical studies are by authors working for large software development companies?,0.5399
1,What kind of questions do researchers ask to understand RE practice?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.4763
2,What evidence do we have about RE practice?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.4188
3,What further evidence is needed about RE practice?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.4163
4,What are the commonly used empirical research methods in RE?,How often are which empirical methods used?,0.7882
5,How do researchers define the research problem in empirical RE?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6171
6,What conceptual frameworks are used in empirical RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.7574
7,How are the concepts of the framework operationalized in RE research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5492
8,Is the operationalization of concepts validated in RE research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5548
9,What are the common practices in formulating research questions in RE?,How has the reporting of research questions and answers evolved over time?,0.4755
10,How is the population described in empirical RE studies?,How has the the reporting of the population evolved over time?,0.6338
11,What are the useful practices for improving the understanding of RE research problems?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.5014
12,How do researchers justify the acquisition process of the study objects in RE research?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.6465
13,What ethical issues are considered in RE research involving human subjects?,What types of threats to validity do the authors report?,0.4642
14,How is the representativeness of the study objects justified in RE research?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.6189
15,What assumptions about inference techniques are considered in RE research?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.5891
16,What procedures are planned for the experimental treatment in RE research?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.5254
17,What instruments are specified for applying treatments in RE research?,How has the reporting of the objects of study / treatments evolved over time?,0.5229
18,What instruments are needed for measurement in RE research?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.4851
19,What procedures are followed when performing measurements in RE research?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.4553
20,How valid are the measures used in RE research?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.5792
21,How valid are the measurement procedures in RE research?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.5795
22,How valid are the measurement instruments in RE research?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.5525
23,How valid are the treatments in RE research?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.5171
24,How valid are the treatment procedures in RE research?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.5087
25,How valid are the treatment instruments in RE research?,How has the reporting of the objects of study / treatments evolved over time?,0.5354
26,What practices are useful for improving the research design in RE?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.6123
27,What justifications are used for the acquisition process of study objects in RE research?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.5803
28,What ethical issues are considered important in RE research?,What types of threats to validity do the authors report?,0.4585
29,How is the representativeness of the study objects justified in RE research design?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.6594
30,How are the assumptions of inference techniques considered in RE research design?,Do authors report that assumptions and limitations of statistical methods are met before using them?,0.5537
31,How are treatments planned in RE research design?,Does the research design allow for efficient reuse of study (results) by other researchers?,0.5868
