,genCQ,expertCQ,cos_score
0,What cognitive processes are involved in human-computer interaction?,What is a human–computer interaction?,0.7718
1,What are the essential components of a human-computer interaction system?,What is a human–computer interaction?,0.7373
2,What are the essential components of a human-computer interaction system?,What does make up the user interface of an interactive computer system?,0.7306
3,What cognitive processes are involved in human-computer interaction?,How can a user interact in human–computer interactions?,0.7253
4,What are the essential components of a human-computer interaction system?,What is a complex interactive computer system?,0.6965
5,What are the essential components of a human-computer interaction system?,How can a user interact in human–computer interactions?,0.6869
6,What are the essential components of a human-computer interaction system?,What is an interactive computer system?,0.6809
7,How is the interaction between user and system modeled in HCI?,What does make up the user interface of an interactive computer system?,0.6758
8,How is the interaction between user and system modeled in HCI?,How can a user interact in human–computer interactions?,0.6523
9,What are the main types of user interfaces in HCI?,What does make up the user interface of an interactive computer system?,0.6518
10,How is the interaction between user and system modeled in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6467
11,What cognitive processes are involved in human-computer interaction?,What is a complex interactive computer system?,0.6314
12,How is the interaction between user and system modeled in HCI?,Why does a user intentionally interact with an interactive computer system?,0.6251
13,How is the interaction between user and system modeled in HCI?,How is a user input processed by an interactive computer system?,0.6246
14,What cognitive processes are involved in human-computer interaction?,What does make up the user interface of an interactive computer system?,0.6173
15,How is the interaction between user and system modeled in HCI?,What is an interactive computer system?,0.6107
16,What are the common interaction paradigms in HCI?,What is a human–computer interaction?,0.6085
17,What are the common interaction paradigms in HCI?,What is a complex interactive computer system?,0.6062
18,How is the interaction between user and system modeled in HCI?,What is a complex interactive computer system?,0.6032
19,What cognitive processes are involved in human-computer interaction?,What is an interactive computer system?,0.6014
20,What are the essential components of a human-computer interaction system?,What is an interactive software system?,0.5943
21,How is the interaction between user and system modeled in HCI?,What is a human–computer interaction?,0.5935
22,How is the interaction between user and system modeled in HCI?,How does a user receive an output from an interactive computer system?,0.5909
23,What are the main types of user interfaces in HCI?,What is a human–computer interaction?,0.5890
24,How is the interaction between user and system modeled in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5871
25,How is the interaction between user and system modeled in HCI?,What is an interactive software system?,0.5798
26,What are the common interaction paradigms in HCI?,How can a user interact in human–computer interactions?,0.5784
27,What cognitive processes are involved in human-computer interaction?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5748
28,What are the essential components of a human-computer interaction system?,Why does a user intentionally interact with an interactive computer system?,0.5725
29,What are the essential components of a human-computer interaction system?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5722
30,What are the main types of user interfaces in HCI?,How can a user interact in human–computer interactions?,0.5695
31,What are the main types of user interfaces in HCI?,What is a complex interactive computer system?,0.5593
32,What cognitive processes are involved in human-computer interaction?,How is a user input processed by an interactive computer system?,0.5535
33,What are the common interaction paradigms in HCI?,What does make up the user interface of an interactive computer system?,0.5534
34,What are the essential components of a human-computer interaction system?,How is a user input processed by an interactive computer system?,0.5532
35,What cognitive processes are involved in human-computer interaction?,Why does a user intentionally interact with an interactive computer system?,0.5529
36,How is usability evaluated in different HCI systems?,What does make up the user interface of an interactive computer system?,0.5406
37,How is user satisfaction measured in HCI systems?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.5375
38,What are the essential components of a human-computer interaction system?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5335
39,What cognitive processes are involved in human-computer interaction?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.5299
40,What are the main types of user interfaces in HCI?,What is an interactive computer system?,0.5294
41,What cognitive processes are involved in human-computer interaction?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5285
42,What methodologies are used to design and evaluate HCI systems?,What is a complex interactive computer system?,0.5274
43,What are the common interaction paradigms in HCI?,What is an interactive computer system?,0.5224
44,What cognitive processes are involved in human-computer interaction?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.5175
45,How is usability evaluated in different HCI systems?,What is a human–computer interaction?,0.5165
46,How is usability evaluated in different HCI systems?,How can a user interact in human–computer interactions?,0.5093
47,What cognitive processes are involved in human-computer interaction?,What is an interactive software system?,0.5080
48,What are the main types of user interfaces in HCI?,What is an interactive software system?,0.5028
49,What are the common interaction paradigms in HCI?,What is an interactive software system?,0.4911
50,What are the essential components of a human-computer interaction system?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4903
51,What roles do feedback mechanisms play in HCI systems?,What is a complex interactive computer system?,0.4871
52,What cognitive processes are involved in human-computer interaction?,What does make up a complex user participation?,0.4834
53,What methodologies are used to design and evaluate HCI systems?,What is an interactive computer system?,0.4829
54,How do HCI systems accommodate accessibility features?,What does make up the user interface of an interactive computer system?,0.4828
55,What methodologies are used to design and evaluate HCI systems?,What does make up the user interface of an interactive computer system?,0.4813
56,How is the interaction between user and system modeled in HCI?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4783
57,How is the interaction between user and system modeled in HCI?,What does make up a complex user participation?,0.4764
58,What are the essential components of a human-computer interaction system?,What does make up a complex user participation?,0.4757
59,How is user experience represented within the HCI domain?,What does make up the user interface of an interactive computer system?,0.4745
60,How do HCI systems support user customization and personalization?,What does make up the user interface of an interactive computer system?,0.4741
61,How is usability evaluated in different HCI systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4718
