,genCQ,expertCQ,cos_score
0,How do users interact with computer systems?,How can a user interact in human–computer interactions?,0.8183
1,What are typical interaction techniques employed in Human-Computer Interaction?,How can a user interact in human–computer interactions?,0.7986
2,How do users interact with computer systems?,Why does a user intentionally interact with an interactive computer system?,0.7742
3,How do users interact with computer systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.7603
4,How do users interact with computer systems?,What does make up the user interface of an interactive computer system?,0.7528
5,What types of user interfaces exist in Human-Computer Interaction?,What is a human–computer interaction?,0.7449
6,What are typical interaction techniques employed in Human-Computer Interaction?,What is a human–computer interaction?,0.7320
7,What types of user interfaces exist in Human-Computer Interaction?,How can a user interact in human–computer interactions?,0.7296
8,What types of user interfaces exist in Human-Computer Interaction?,What does make up the user interface of an interactive computer system?,0.7293
9,How do users interact with computer systems?,What is an interactive computer system?,0.7287
10,What are the essential system components involved in Human-Computer Interaction?,What is a human–computer interaction?,0.7282
11,What are the essential system components involved in Human-Computer Interaction?,What does make up the user interface of an interactive computer system?,0.7273
12,How do users interact with computer systems?,How is a user input processed by an interactive computer system?,0.7141
13,What are the primary user roles in Human-Computer Interaction?,How can a user interact in human–computer interactions?,0.7117
14,What are the key human factors considered in Human-Computer Interaction design?,What is a human–computer interaction?,0.7027
15,How do users interact with computer systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6998
16,What are the essential system components involved in Human-Computer Interaction?,What is a complex interactive computer system?,0.6902
17,What are the essential system components involved in Human-Computer Interaction?,How can a user interact in human–computer interactions?,0.6898
18,What are the stages of the Human-Computer Interaction design process?,What is a human–computer interaction?,0.6840
19,How do users interact with computer systems?,How does a user receive an output from an interactive computer system?,0.6822
20,What are the essential system components involved in Human-Computer Interaction?,What is an interactive computer system?,0.6760
21,How do users interact with computer systems?,What is a complex interactive computer system?,0.6747
22,What are the primary user roles in Human-Computer Interaction?,What is a human–computer interaction?,0.6699
23,What are the main usability principles in Human-Computer Interaction?,What is a human–computer interaction?,0.6652
24,How is task analysis conducted within the context of Human-Computer Interaction?,What is a human–computer interaction?,0.6606
25,What types of input devices are used for human interaction with computers?,How can a user interact in human–computer interactions?,0.6597
26,What are the main usability principles in Human-Computer Interaction?,How can a user interact in human–computer interactions?,0.6571
27,What types of input devices are used for human interaction with computers?,How is a user input processed by an interactive computer system?,0.6563
28,What are typical interaction techniques employed in Human-Computer Interaction?,What does make up the user interface of an interactive computer system?,0.6545
29,What are the primary user roles in Human-Computer Interaction?,What does make up the user interface of an interactive computer system?,0.6523
30,How do users interact with computer systems?,What is an interactive software system?,0.6418
31,What are the key human factors considered in Human-Computer Interaction design?,How can a user interact in human–computer interactions?,0.6346
32,What types of input devices are used for human interaction with computers?,What is a human–computer interaction?,0.6329
33,What are typical interaction techniques employed in Human-Computer Interaction?,What is a complex interactive computer system?,0.6304
34,What types of input devices are used for human interaction with computers?,What does make up the user interface of an interactive computer system?,0.6290
35,What are typical interaction techniques employed in Human-Computer Interaction?,What is an interactive computer system?,0.6230
36,What types of input devices are used for human interaction with computers?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6228
37,How do users interact with computer systems?,What is a human–computer interaction?,0.6172
38,How is task analysis conducted within the context of Human-Computer Interaction?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.6153
39,What are the stages of the Human-Computer Interaction design process?,What is a complex interactive computer system?,0.6152
40,What types of output devices facilitate Human-Computer Interaction?,What is a human–computer interaction?,0.6148
41,What are the common methods for prototyping in Human-Computer Interaction?,How can a user interact in human–computer interactions?,0.6135
42,What types of user interfaces exist in Human-Computer Interaction?,What is a complex interactive computer system?,0.6108
43,What types of user interfaces exist in Human-Computer Interaction?,What is an interactive computer system?,0.6104
44,What types of input devices are used for human interaction with computers?,What is an interactive computer system?,0.6093
45,What types of output devices facilitate Human-Computer Interaction?,What does make up the user interface of an interactive computer system?,0.6086
46,What are the common methods for prototyping in Human-Computer Interaction?,What is a human–computer interaction?,0.6041
47,What are the primary user roles in Human-Computer Interaction?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.5991
48,How is task analysis conducted within the context of Human-Computer Interaction?,How can a user interact in human–computer interactions?,0.5986
49,How do users interact with computer systems?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.5985
50,What are the key human factors considered in Human-Computer Interaction design?,What does make up the user interface of an interactive computer system?,0.5985
51,What types of output devices facilitate Human-Computer Interaction?,How can a user interact in human–computer interactions?,0.5925
52,What types of output devices facilitate Human-Computer Interaction?,How does a user receive an output from an interactive computer system?,0.5884
53,What are the primary user roles in Human-Computer Interaction?,What is an interactive computer system?,0.5880
54,How can user experience be measured and evaluated?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.5835
55,What are typical interaction techniques employed in Human-Computer Interaction?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5827
56,What are typical interaction techniques employed in Human-Computer Interaction?,How is a user input processed by an interactive computer system?,0.5821
57,What are the stages of the Human-Computer Interaction design process?,What does make up the user interface of an interactive computer system?,0.5816
58,What are the essential system components involved in Human-Computer Interaction?,What is an interactive software system?,0.5778
59,What are the main usability principles in Human-Computer Interaction?,What does make up the user interface of an interactive computer system?,0.5757
60,How does user feedback influence the design of computer systems?,What does make up the user interface of an interactive computer system?,0.5749
61,What are the primary user roles in Human-Computer Interaction?,Why does a user intentionally interact with an interactive computer system?,0.5711
62,What are the primary user roles in Human-Computer Interaction?,What does make up a complex user participation?,0.5700
