,genCQ,expertCQ,cos_score
0,How do users interact with computer systems?,How can a user interact in human–computer interactions?,0.8183
1,What are the fundamental concepts involved in human-computer interaction?,What is a human–computer interaction?,0.8181
2,How do users interact with computer systems?,Why does a user intentionally interact with an interactive computer system?,0.7742
3,How do users interact with computer systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.7603
4,What are the fundamental concepts involved in human-computer interaction?,How can a user interact in human–computer interactions?,0.7587
5,How do users interact with computer systems?,What does make up the user interface of an interactive computer system?,0.7528
6,What user attributes are considered in designing human-computer interactions?,How can a user interact in human–computer interactions?,0.7515
7,What types of entities are involved in human-computer interactions?,What is a human–computer interaction?,0.7486
8,What methodologies are used to evaluate human-computer interaction?,What is a human–computer interaction?,0.7485
9,What are the goals and objectives of human-computer interaction?,What is a human–computer interaction?,0.7439
10,How do software applications and tools support human-computer interaction?,What is a human–computer interaction?,0.7407
11,How do software applications and tools support human-computer interaction?,How can a user interact in human–computer interactions?,0.7404
12,What types of entities are involved in human-computer interactions?,How can a user interact in human–computer interactions?,0.7370
13,How do users interact with computer systems?,What is an interactive computer system?,0.7287
14,What are the goals and objectives of human-computer interaction?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.7154
15,How do users interact with computer systems?,How is a user input processed by an interactive computer system?,0.7141
16,How do input and output devices facilitate human-computer interaction?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.7134
17,How can human-computer interaction be classified within the context of a system and software ontology?,What is a human–computer interaction?,0.7117
18,What are the common interfaces used in human-computer interaction?,What does make up the user interface of an interactive computer system?,0.7088
19,What are the common interfaces used in human-computer interaction?,What is a human–computer interaction?,0.7075
20,What methodologies are used to evaluate human-computer interaction?,How can a user interact in human–computer interactions?,0.7013
21,How do users interact with computer systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6998
22,What user attributes are considered in designing human-computer interactions?,What does make up the user interface of an interactive computer system?,0.6991
23,What are the fundamental concepts involved in human-computer interaction?,What is a complex interactive computer system?,0.6979
24,What user attributes are considered in designing human-computer interactions?,What is a human–computer interaction?,0.6923
25,What are the fundamental concepts involved in human-computer interaction?,What does make up the user interface of an interactive computer system?,0.6902
26,How do input and output devices facilitate human-computer interaction?,How is a user input processed by an interactive computer system?,0.6887
27,How do input and output devices facilitate human-computer interaction?,How can a user interact in human–computer interactions?,0.6827
28,How do users interact with computer systems?,How does a user receive an output from an interactive computer system?,0.6822
29,How do users interact with computer systems?,What is a complex interactive computer system?,0.6747
30,What are the common interfaces used in human-computer interaction?,How can a user interact in human–computer interactions?,0.6710
31,How do software applications and tools support human-computer interaction?,What is an interactive software system?,0.6708
32,What are the fundamental concepts involved in human-computer interaction?,What is an interactive computer system?,0.6561
33,What types of entities are involved in human-computer interactions?,What is a complex interactive computer system?,0.6481
34,What methodologies are used to evaluate human-computer interaction?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.6474
35,How can human-computer interaction be classified within the context of a system and software ontology?,How can a user interact in human–computer interactions?,0.6467
36,How do software applications and tools support human-computer interaction?,What does make up the user interface of an interactive computer system?,0.6422
37,How do users interact with computer systems?,What is an interactive software system?,0.6418
38,How do input and output devices facilitate human-computer interaction?,What does make up the user interface of an interactive computer system?,0.6409
39,What are the goals and objectives of human-computer interaction?,How can a user interact in human–computer interactions?,0.6408
40,What ethical considerations are involved in human-computer interaction design?,What is a human–computer interaction?,0.6392
41,What types of entities are involved in human-computer interactions?,What does make up the user interface of an interactive computer system?,0.6386
42,How do input and output devices facilitate human-computer interaction?,What is a human–computer interaction?,0.6365
43,How do usability principles influence human-computer interaction?,What is a human–computer interaction?,0.6352
44,How do usability principles influence human-computer interaction?,How can a user interact in human–computer interactions?,0.6348
45,What role does feedback play in human-computer interaction?,How can a user interact in human–computer interactions?,0.6334
46,How does human psychology impact human-computer interaction design?,What is a human–computer interaction?,0.6310
47,How is user experience measured in human-computer interaction?,How can a user interact in human–computer interactions?,0.6284
48,How do input and output devices facilitate human-computer interaction?,How does a user receive an output from an interactive computer system?,0.6277
49,What types of entities are involved in human-computer interactions?,What is an interactive computer system?,0.6263
50,What are the goals and objectives of human-computer interaction?,What is a complex interactive computer system?,0.6260
51,What are the common interfaces used in human-computer interaction?,What is a complex interactive computer system?,0.6222
52,What role does feedback play in human-computer interaction?,What is a human–computer interaction?,0.6211
53,What methodologies are used to evaluate human-computer interaction?,What does make up the user interface of an interactive computer system?,0.6193
54,How is user experience measured in human-computer interaction?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.6187
55,How do users interact with computer systems?,What is a human–computer interaction?,0.6172
56,How can human-computer interaction be classified within the context of a system and software ontology?,What does make up the user interface of an interactive computer system?,0.6167
57,How can human-computer interaction be classified within the context of a system and software ontology?,What is an interactive computer system?,0.6076
58,What are the goals and objectives of human-computer interaction?,What does make up the user interface of an interactive computer system?,0.6044
59,What are the common interfaces used in human-computer interaction?,What is an interactive computer system?,0.6027
60,What methodologies are used to evaluate human-computer interaction?,What is a complex interactive computer system?,0.5993
61,How can human-computer interaction be classified within the context of a system and software ontology?,What is a complex interactive computer system?,0.5990
62,How do users interact with computer systems?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.5985
63,What methodologies are used to evaluate human-computer interaction?,What is an interactive computer system?,0.5982
64,How can human-computer interaction be classified within the context of a system and software ontology?,What is an interactive software system?,0.5977
65,What are the goals and objectives of human-computer interaction?,What is an interactive computer system?,0.5973
66,How do software applications and tools support human-computer interaction?,What is an interactive computer system?,0.5954
67,What role does feedback play in human-computer interaction?,What does make up the user interface of an interactive computer system?,0.5924
68,What ethical considerations are involved in human-computer interaction design?,How can a user interact in human–computer interactions?,0.5890
69,What user attributes are considered in designing human-computer interactions?,Why does a user intentionally interact with an interactive computer system?,0.5874
70,What user attributes are considered in designing human-computer interactions?,What is an interactive computer system?,0.5871
71,How is user experience measured in human-computer interaction?,What is a human–computer interaction?,0.5839
72,How do software applications and tools support human-computer interaction?,What is a complex interactive computer system?,0.5827
73,What user attributes are considered in designing human-computer interactions?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5800
74,How do input and output devices facilitate human-computer interaction?,What is an interactive computer system?,0.5787
75,How do input and output devices facilitate human-computer interaction?,Why does a user intentionally interact with an interactive computer system?,0.5774
76,How is user experience measured in human-computer interaction?,What does make up the user interface of an interactive computer system?,0.5769
77,What are the fundamental concepts involved in human-computer interaction?,How is a user input processed by an interactive computer system?,0.5733
78,What are the fundamental concepts involved in human-computer interaction?,What is an interactive software system?,0.5730
