,genCQ,expertCQ,cos_score
0,How does a system capture user input?,How is a user input processed by an interactive computer system?,0.7991
1,How does a system capture user input?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.7913
2,How does a system capture user input?,How does a user receive an output from an interactive computer system?,0.7713
3,What are the primary components of a human-computer interaction system?,What does make up the user interface of an interactive computer system?,0.7393
4,What are the primary components of a human-computer interaction system?,What is a human–computer interaction?,0.7371
5,What are the primary components of a human-computer interaction system?,What is a complex interactive computer system?,0.7061
6,What are the primary components of a human-computer interaction system?,What is an interactive computer system?,0.7025
7,What are the primary components of a human-computer interaction system?,How can a user interact in human–computer interactions?,0.6884
8,What technologies are used to enhance user interaction in HCI?,How can a user interact in human–computer interactions?,0.6646
9,What is the role of affordances in human-computer interaction?,What is a human–computer interaction?,0.6505
10,What technologies are used to enhance user interaction in HCI?,What is a human–computer interaction?,0.6235
11,What is the role of affordances in human-computer interaction?,How can a user interact in human–computer interactions?,0.6143
12,What are the primary components of a human-computer interaction system?,What is an interactive software system?,0.6053
13,What technologies are used to enhance user interaction in HCI?,What does make up the user interface of an interactive computer system?,0.6038
14,What is the role of affordances in human-computer interaction?,What does make up the user interface of an interactive computer system?,0.5835
15,What are the primary components of a human-computer interaction system?,Why does a user intentionally interact with an interactive computer system?,0.5778
16,What are the primary components of a human-computer interaction system?,How is a user input processed by an interactive computer system?,0.5778
17,How do cultural differences impact human-computer interaction?,How can a user interact in human–computer interactions?,0.5771
18,What are the primary components of a human-computer interaction system?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5729
19,What are the common user goals and tasks in HCI?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.5697
20,What is the role of affordances in human-computer interaction?,What is an interactive computer system?,0.5667
21,What technologies are used to enhance user interaction in HCI?,What is a complex interactive computer system?,0.5657
22,How do cultural differences impact human-computer interaction?,What is a human–computer interaction?,0.5644
23,What technologies are used to enhance user interaction in HCI?,What is an interactive computer system?,0.5601
24,How do different user interfaces impact user experience?,What does make up the user interface of an interactive computer system?,0.5598
25,What are the primary components of a human-computer interaction system?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5575
26,How does a system capture user input?,Why does a user intentionally interact with an interactive computer system?,0.5531
27,How does a system capture user input?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5485
28,How does a system capture user input?,What does make up the user interface of an interactive computer system?,0.5483
29,What is the role of affordances in human-computer interaction?,What is a complex interactive computer system?,0.5483
30,How does a system capture user input?,What is an interactive computer system?,0.5339
31,How does a system capture user input?,How can a user interact in human–computer interactions?,0.5290
32,How is user satisfaction measured in HCI?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.5281
33,What is the role of affordances in human-computer interaction?,Why does a user intentionally interact with an interactive computer system?,0.5250
34,What methods are used to evaluate the usability of HCI systems?,What does make up the user interface of an interactive computer system?,0.5229
35,What are the principles of user-centered design in HCI?,What does make up the user interface of an interactive computer system?,0.5223
36,What are the common user goals and tasks in HCI?,What does make up a complex user participation?,0.5195
37,How do cognitive models assist in understanding user behavior?,How can a user interact in human–computer interactions?,0.5193
38,What is the role of affordances in human-computer interaction?,What is an interactive software system?,0.5029
39,What methods are used to evaluate the usability of HCI systems?,What is a human–computer interaction?,0.5029
40,What are the principles of user-centered design in HCI?,What is a human–computer interaction?,0.5028
41,What is the role of affordances in human-computer interaction?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5027
42,What technologies are used to enhance user interaction in HCI?,Why does a user intentionally interact with an interactive computer system?,0.5021
43,What methods are used to evaluate the usability of HCI systems?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.5006
44,What methods are used to evaluate the usability of HCI systems?,How can a user interact in human–computer interactions?,0.5005
45,What technologies are used to enhance user interaction in HCI?,What is an interactive software system?,0.5004
46,What are the principles of user-centered design in HCI?,How can a user interact in human–computer interactions?,0.4993
47,What are the principles of user-centered design in HCI?,What does make up a complex user participation?,0.4990
48,How is user feedback incorporated into system improvements in HCI?,What does make up the user interface of an interactive computer system?,0.4985
49,How do different user interfaces impact user experience?,How can a user interact in human–computer interactions?,0.4961
50,What technologies are used to enhance user interaction in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4952
51,What are the common user goals and tasks in HCI?,What is a complex interactive computer system?,0.4949
52,How do users perceive and interpret system feedback?,How does a user receive an output from an interactive computer system?,0.4943
53,What are the common user goals and tasks in HCI?,What is a human–computer interaction?,0.4910
54,How do cultural differences impact human-computer interaction?,What does make up the user interface of an interactive computer system?,0.4878
55,How do users perceive and interpret system feedback?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4872
56,What are the principles of user-centered design in HCI?,What is a complex interactive computer system?,0.4856
57,How does a system capture user input?,What is an interactive software system?,0.4836
58,What methods are used to evaluate the usability of HCI systems?,What is a complex interactive computer system?,0.4836
59,What is the role of affordances in human-computer interaction?,How is a user input processed by an interactive computer system?,0.4818
