,genCQ,expertCQ,cos_score
0,How do users interact with graphical user interfaces?,How can a user interact in human–computer interactions?,0.7983
1,How do users interact with graphical user interfaces?,What does make up the user interface of an interactive computer system?,0.7283
2,What are the primary types of user interfaces in human-computer interaction?,What does make up the user interface of an interactive computer system?,0.7216
3,What are the primary types of user interfaces in human-computer interaction?,What is a human–computer interaction?,0.7146
4,What are the primary types of user interfaces in human-computer interaction?,How can a user interact in human–computer interactions?,0.7120
5,How do users interact with graphical user interfaces?,"Considering intentionality, how can a user interact with an interactive computer system?",0.6685
6,How do users interact with graphical user interfaces?,Why does a user intentionally interact with an interactive computer system?,0.6586
7,How do users interact with graphical user interfaces?,How is a user input processed by an interactive computer system?,0.6195
8,What input devices are commonly used in human-computer interaction?,How is a user input processed by an interactive computer system?,0.6165
9,What are the primary types of user interfaces in human-computer interaction?,What is a complex interactive computer system?,0.6085
10,What input devices are commonly used in human-computer interaction?,How can a user interact in human–computer interactions?,0.6057
11,How do users interact with graphical user interfaces?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6025
12,What are the primary types of user interfaces in human-computer interaction?,What is an interactive computer system?,0.6009
13,What are the different interaction techniques utilized in HCI?,How can a user interact in human–computer interactions?,0.5970
14,How do users interact with graphical user interfaces?,What is a human–computer interaction?,0.5934
15,How do users interact with graphical user interfaces?,What is an interactive computer system?,0.5788
16,What are the different interaction techniques utilized in HCI?,What is a human–computer interaction?,0.5786
17,What are the different interaction techniques utilized in HCI?,What is a complex interactive computer system?,0.5782
18,What input devices are commonly used in human-computer interaction?,What does make up the user interface of an interactive computer system?,0.5774
19,What input devices are commonly used in human-computer interaction?,What is a human–computer interaction?,0.5764
20,What input devices are commonly used in human-computer interaction?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5751
21,How do users interact with graphical user interfaces?,What is an interactive software system?,0.5668
22,What are the key differences between mobile and desktop user interactions?,How can a user interact in human–computer interactions?,0.5616
23,How are user feedback and adaptation mechanisms integrated into HCI systems?,What does make up the user interface of an interactive computer system?,0.5592
24,What are the different interaction techniques utilized in HCI?,What does make up the user interface of an interactive computer system?,0.5589
25,How do users interact with graphical user interfaces?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.5571
26,What are the key principles of usability within HCI?,What is a human–computer interaction?,0.5432
27,How do users interact with graphical user interfaces?,What is a complex interactive computer system?,0.5425
28,What are the primary types of user interfaces in human-computer interaction?,What is an interactive software system?,0.5423
29,What are the key principles of usability within HCI?,How can a user interact in human–computer interactions?,0.5388
30,What are the different interaction techniques utilized in HCI?,What is an interactive computer system?,0.5376
31,What input devices are commonly used in human-computer interaction?,What is an interactive computer system?,0.5339
32,How do users interact with graphical user interfaces?,How does a user receive an output from an interactive computer system?,0.5336
33,How are user feedback and adaptation mechanisms integrated into HCI systems?,How can a user interact in human–computer interactions?,0.5313
34,How are user feedback and adaptation mechanisms integrated into HCI systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5262
35,How are user feedback and adaptation mechanisms integrated into HCI systems?,How is a user input processed by an interactive computer system?,0.5246
36,What role does user experience (UX) play in HCI?,What does make up the user interface of an interactive computer system?,0.5237
37,How are user feedback and adaptation mechanisms integrated into HCI systems?,What is an interactive computer system?,0.5229
38,What are the stages of user-centered design in HCI?,What does make up the user interface of an interactive computer system?,0.5224
39,What are the stages of user-centered design in HCI?,What is a complex interactive computer system?,0.5153
40,How are user feedback and adaptation mechanisms integrated into HCI systems?,What is a complex interactive computer system?,0.5151
41,What are the primary types of user interfaces in human-computer interaction?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5142
42,What are the primary types of user interfaces in human-computer interaction?,Why does a user intentionally interact with an interactive computer system?,0.5122
43,What are the key principles of usability within HCI?,What does make up the user interface of an interactive computer system?,0.5091
44,How are user feedback and adaptation mechanisms integrated into HCI systems?,What is an interactive software system?,0.5084
45,What role does user experience (UX) play in HCI?,What is a human–computer interaction?,0.5075
46,What are the stages of user-centered design in HCI?,What does make up a complex user participation?,0.5065
47,What are the key differences between mobile and desktop user interactions?,What is a human–computer interaction?,0.5017
48,What are the different interaction techniques utilized in HCI?,What is an interactive software system?,0.4978
49,What role does user experience (UX) play in HCI?,How can a user interact in human–computer interactions?,0.4977
50,What input devices are commonly used in human-computer interaction?,What is a complex interactive computer system?,0.4977
51,How does cognitive load affect user interaction?,How can a user interact in human–computer interactions?,0.4951
52,How do users interact with graphical user interfaces?,What does make up a complex user participation?,0.4939
53,What are the primary types of user interfaces in human-computer interaction?,How is a user input processed by an interactive computer system?,0.4924
54,How are user feedback and adaptation mechanisms integrated into HCI systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4922
55,How are user feedback and adaptation mechanisms integrated into HCI systems?,Why does a user intentionally interact with an interactive computer system?,0.4921
56,What are the stages of user-centered design in HCI?,What is a human–computer interaction?,0.4910
57,What are the different interaction techniques utilized in HCI?,How is a user input processed by an interactive computer system?,0.4892
58,What methods are commonly used to evaluate usability in HCI?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4879
59,How are user feedback and adaptation mechanisms integrated into HCI systems?,How does a user receive an output from an interactive computer system?,0.4874
60,What methods are commonly used to evaluate usability in HCI?,How can a user interact in human–computer interactions?,0.4867
61,What methods are commonly used to evaluate usability in HCI?,What is a human–computer interaction?,0.4814
62,What are the common design patterns in HCI?,What is a complex interactive computer system?,0.4799
63,How are user feedback and adaptation mechanisms integrated into HCI systems?,What is a human–computer interaction?,0.4759
64,What are the different interaction techniques utilized in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4757
65,What are the common usability metrics in HCI?,What is a human–computer interaction?,0.4708
66,What input devices are commonly used in human-computer interaction?,Why does a user intentionally interact with an interactive computer system?,0.4656
67,What are the primary types of user interfaces in human-computer interaction?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4633
68,What are the key principles of usability within HCI?,What is a complex interactive computer system?,0.4624
69,How are user feedback and adaptation mechanisms integrated into HCI systems?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4612
70,What methods are commonly used to evaluate usability in HCI?,What does make up the user interface of an interactive computer system?,0.4588
71,What are the common usability metrics in HCI?,What does make up the user interface of an interactive computer system?,0.4562
72,How do users interact with graphical user interfaces?,What is a User?,0.4535
73,What are the different interaction techniques utilized in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4495
74,How does cognitive load affect user interaction?,Why does a user intentionally interact with an interactive computer system?,0.4488
75,What are the stages of user-centered design in HCI?,What is an interactive computer system?,0.4487
76,How can virtual and augmented reality be used in HCI?,What is a human–computer interaction?,0.4476
77,What are the common design patterns in HCI?,What does make up the user interface of an interactive computer system?,0.4467
78,What are the stages of user-centered design in HCI?,How can a user interact in human–computer interactions?,0.4461
79,What input devices are commonly used in human-computer interaction?,How does a user receive an output from an interactive computer system?,0.4457
80,What are the key differences between mobile and desktop user interactions?,What does make up the user interface of an interactive computer system?,0.4456
81,What are the different interaction techniques utilized in HCI?,Why does a user intentionally interact with an interactive computer system?,0.4443
82,How does cognitive load affect user interaction?,What does make up the user interface of an interactive computer system?,0.4437
83,What are the stages of user-centered design in HCI?,What is an interactive software system?,0.4429
84,How does cognitive load affect user interaction?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4418
85,What input devices are commonly used in human-computer interaction?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4410
86,What are the stages of user-centered design in HCI?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4389
87,What are the key differences between mobile and desktop user interactions?,Why does a user intentionally interact with an interactive computer system?,0.4382
88,How does cognitive load affect user interaction?,What is a human–computer interaction?,0.4368
89,What input devices are commonly used in human-computer interaction?,What is an interactive software system?,0.4357
90,How does cognitive load affect user interaction?,What does make up a complex user participation?,0.4340
91,What are the primary types of user interfaces in human-computer interaction?,What does make up a complex user participation?,0.4323
92,How are user feedback and adaptation mechanisms integrated into HCI systems?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4313
93,How are user feedback and adaptation mechanisms integrated into HCI systems?,What does make up a complex user participation?,0.4311
94,How can virtual and augmented reality be used in HCI?,What does make up the user interface of an interactive computer system?,0.4299
95,How are accessibility concerns addressed in HCI?,How can a user interact in human–computer interactions?,0.4279
96,What are the common usability metrics in HCI?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4250
97,What role does user experience (UX) play in HCI?,Why does a user intentionally interact with an interactive computer system?,0.4250
98,What are the common usability metrics in HCI?,How can a user interact in human–computer interactions?,0.4245
99,What are the key principles of usability within HCI?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4244
100,What role does user experience (UX) play in HCI?,What does make up a complex user participation?,0.4239
101,What are the different interaction techniques utilized in HCI?,How does a user receive an output from an interactive computer system?,0.4230
102,What role does user experience (UX) play in HCI?,What is an interactive computer system?,0.4224
103,What are the primary types of user interfaces in human-computer interaction?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4217
104,What are the key principles of usability within HCI?,What is an interactive computer system?,0.4207
105,How does cognitive load affect user interaction?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4195
106,What are the key differences between mobile and desktop user interactions?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4190
107,What are the common design patterns in HCI?,What is a human–computer interaction?,0.4175
108,How can virtual and augmented reality be used in HCI?,What is a complex interactive computer system?,0.4168
109,What role does user experience (UX) play in HCI?,What is an interactive software system?,0.4142
110,How can virtual and augmented reality be used in HCI?,How can a user interact in human–computer interactions?,0.4128
111,How can virtual and augmented reality be used in HCI?,What is an interactive computer system?,0.4119
112,What role does user experience (UX) play in HCI?,What is a complex interactive computer system?,0.4117
113,What role does user experience (UX) play in HCI?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4079
114,What are the key principles of usability within HCI?,What is an interactive software system?,0.4070
115,What are the key principles of usability within HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4070
116,How do users interact with graphical user interfaces?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4040
117,How does cognitive load affect user interaction?,How is a user input processed by an interactive computer system?,0.4010
118,What methods are commonly used to evaluate usability in HCI?,What is a complex interactive computer system?,0.3979
119,What are the key principles of usability within HCI?,Why does a user intentionally interact with an interactive computer system?,0.3976
120,How does cognitive load affect user interaction?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.3966
121,What are the key principles of usability within HCI?,What does make up a complex user participation?,0.3915
122,What are the common usability metrics in HCI?,What is a complex interactive computer system?,0.3912
123,How does cognitive load affect user interaction?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3903
124,How does cognitive load affect user interaction?,What is a complex interactive computer system?,0.3899
125,How are accessibility concerns addressed in HCI?,What does make up the user interface of an interactive computer system?,0.3884
126,What are the primary types of user interfaces in human-computer interaction?,How does a user receive an output from an interactive computer system?,0.3883
127,What role does user experience (UX) play in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3853
128,What are the key differences between mobile and desktop user interactions?,What is an interactive computer system?,0.3851
129,What role does user experience (UX) play in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3842
130,What are the key differences between mobile and desktop user interactions?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3837
131,How can virtual and augmented reality be used in HCI?,What is an interactive software system?,0.3831
132,What role does user experience (UX) play in HCI?,How is a user input processed by an interactive computer system?,0.3804
