,genCQ,expertCQ,cos_score
0,What are the fundamental components of human-computer interaction?,What is a human–computer interaction?,0.8051
1,What are the fundamental components of human-computer interaction?,How can a user interact in human–computer interactions?,0.7345
2,What are the fundamental components of human-computer interaction?,What does make up the user interface of an interactive computer system?,0.7124
3,What are the fundamental components of human-computer interaction?,What is a complex interactive computer system?,0.6801
4,What role does accessibility play in the design of interactive systems?,What does make up the user interface of an interactive computer system?,0.6652
5,What are the fundamental components of human-computer interaction?,What is an interactive computer system?,0.6596
6,What are the key challenges in evaluating the effectiveness of a human-computer interface?,What is a human–computer interaction?,0.6576
7,What are the key challenges in evaluating the effectiveness of a human-computer interface?,How can a user interact in human–computer interactions?,0.6459
8,How is interaction design different from user interface design?,What does make up the user interface of an interactive computer system?,0.6434
9,What role does accessibility play in the design of interactive systems?,What is an interactive computer system?,0.6294
10,How is cognitive load managed in the design of interactive systems?,What is an interactive computer system?,0.6173
11,How is cognitive load managed in the design of interactive systems?,What is a complex interactive computer system?,0.6140
12,What are the key challenges in evaluating the effectiveness of a human-computer interface?,What does make up the user interface of an interactive computer system?,0.5972
13,How is cognitive load managed in the design of interactive systems?,What does make up the user interface of an interactive computer system?,0.5968
14,What role does accessibility play in the design of interactive systems?,What is an interactive software system?,0.5835
15,How is interaction design different from user interface design?,How can a user interact in human–computer interactions?,0.5661
16,What are the fundamental components of human-computer interaction?,What is an interactive software system?,0.5644
17,What are the key challenges in evaluating the effectiveness of a human-computer interface?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.5634
18,What role does accessibility play in the design of interactive systems?,Why does a user intentionally interact with an interactive computer system?,0.5622
19,How is cognitive load managed in the design of interactive systems?,What is an interactive software system?,0.5618
20,What types of interfaces are commonly studied in HCI?,What does make up the user interface of an interactive computer system?,0.5610
21,What role does accessibility play in the design of interactive systems?,What is a complex interactive computer system?,0.5608
22,What are the fundamental components of human-computer interaction?,Why does a user intentionally interact with an interactive computer system?,0.5607
23,What are the fundamental components of human-computer interaction?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5568
24,What are the fundamental components of human-computer interaction?,How is a user input processed by an interactive computer system?,0.5564
25,How is interaction design different from user interface design?,What is a human–computer interaction?,0.5562
26,How is cognitive load managed in the design of interactive systems?,Why does a user intentionally interact with an interactive computer system?,0.5525
27,What are the fundamental components of human-computer interaction?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5402
28,What role does accessibility play in the design of interactive systems?,How is a user input processed by an interactive computer system?,0.5384
29,How is cognitive load managed in the design of interactive systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5382
30,How is cognitive load managed in the design of interactive systems?,How is a user input processed by an interactive computer system?,0.5338
31,Which user characteristics are typically considered in HCI design?,What does make up the user interface of an interactive computer system?,0.5334
32,What are the primary goals of usability in HCI?,What is a human–computer interaction?,0.5244
33,How is user satisfaction assessed in HCI studies?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.5216
34,How is interaction design different from user interface design?,What is a complex interactive computer system?,0.5215
35,What are the key challenges in evaluating the effectiveness of a human-computer interface?,Why does a user intentionally interact with an interactive computer system?,0.5212
36,What role does accessibility play in the design of interactive systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5208
37,What are the key challenges in evaluating the effectiveness of a human-computer interface?,What is an interactive computer system?,0.5200
38,What role does accessibility play in the design of interactive systems?,How can a user interact in human–computer interactions?,0.5178
39,How is cognitive load managed in the design of interactive systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5150
40,What are the key challenges in evaluating the effectiveness of a human-computer interface?,What is a complex interactive computer system?,0.5148
41,What are the key challenges in evaluating the effectiveness of a human-computer interface?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5135
42,What are the common methods and techniques used for user research in HCI?,How can a user interact in human–computer interactions?,0.5120
43,What are the fundamental components of human-computer interaction?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.5103
44,How is interaction design different from user interface design?,What is an interactive computer system?,0.5083
45,What types of interfaces are commonly studied in HCI?,What is a complex interactive computer system?,0.5082
46,What role does accessibility play in the design of interactive systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5072
47,What are the primary goals of usability in HCI?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.5050
48,How is interaction design different from user interface design?,Why does a user intentionally interact with an interactive computer system?,0.5018
49,What types of interfaces are commonly studied in HCI?,What is a human–computer interaction?,0.5014
50,Which user characteristics are typically considered in HCI design?,What does make up a complex user participation?,0.4997
51,What are the primary goals of usability in HCI?,What does make up the user interface of an interactive computer system?,0.4962
52,How is interaction design different from user interface design?,What is an interactive software system?,0.4889
53,How is cognitive load managed in the design of interactive systems?,How does a user receive an output from an interactive computer system?,0.4865
54,What role does accessibility play in the design of interactive systems?,What is a human–computer interaction?,0.4860
55,Which user characteristics are typically considered in HCI design?,How can a user interact in human–computer interactions?,0.4826
56,How is cognitive load managed in the design of interactive systems?,How can a user interact in human–computer interactions?,0.4823
57,How is cognitive load managed in the design of interactive systems?,What is a human–computer interaction?,0.4812
58,What are the primary goals of usability in HCI?,How can a user interact in human–computer interactions?,0.4802
59,What are the fundamental components of human-computer interaction?,What does make up a complex user participation?,0.4802
60,What are the fundamental components of human-computer interaction?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4716
61,What are the common methods and techniques used for user research in HCI?,What is a human–computer interaction?,0.4667
62,Which user characteristics are typically considered in HCI design?,What is a human–computer interaction?,0.4659
63,What are the primary goals of usability in HCI?,What is a complex interactive computer system?,0.4657
64,What are the key challenges in evaluating the effectiveness of a human-computer interface?,How is a user input processed by an interactive computer system?,0.4642
65,What are the key challenges in evaluating the effectiveness of a human-computer interface?,What is an interactive software system?,0.4633
66,Which types of feedback mechanisms are implemented in HCI?,What is a complex interactive computer system?,0.4608
67,What types of interfaces are commonly studied in HCI?,What is an interactive computer system?,0.4586
68,Which user characteristics are typically considered in HCI design?,What is a User?,0.4582
69,How is user experience defined and measured in the HCI domain?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4566
70,How is user experience defined and measured in the HCI domain?,What is a human–computer interaction?,0.4533
71,What are the key challenges in evaluating the effectiveness of a human-computer interface?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4515
72,What types of interfaces are commonly studied in HCI?,How can a user interact in human–computer interactions?,0.4486
73,How is interaction design different from user interface design?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4477
74,How is user experience defined and measured in the HCI domain?,What does make up the user interface of an interactive computer system?,0.4472
75,What are the key challenges in evaluating the effectiveness of a human-computer interface?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4465
76,What are the primary goals of usability in HCI?,What does make up a complex user participation?,0.4461
77,What are the common methods and techniques used for user research in HCI?,What is a complex interactive computer system?,0.4459
78,How is user satisfaction assessed in HCI studies?,What does make up a complex user participation?,0.4456
79,Which types of feedback mechanisms are implemented in HCI?,What does make up the user interface of an interactive computer system?,0.4432
80,Which types of feedback mechanisms are implemented in HCI?,What is an interactive computer system?,0.4431
81,What role does accessibility play in the design of interactive systems?,How does a user receive an output from an interactive computer system?,0.4381
82,How is cognitive load managed in the design of interactive systems?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4378
83,What are the common methods and techniques used for user research in HCI?,What does make up the user interface of an interactive computer system?,0.4360
84,Which types of feedback mechanisms are implemented in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4351
85,What are the fundamental components of human-computer interaction?,How does a user receive an output from an interactive computer system?,0.4340
86,How is user experience defined and measured in the HCI domain?,How can a user interact in human–computer interactions?,0.4330
87,What role does accessibility play in the design of interactive systems?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4310
88,Which types of feedback mechanisms are implemented in HCI?,How does a user receive an output from an interactive computer system?,0.4282
89,Which theories and models are frequently applied in HCI?,What is a human–computer interaction?,0.4281
