,genCQs,best_expertCQs,best_cos_score
0,What are the dominant empirical methods used in Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6172
1,How frequently are experiments replicated in empirical studies of Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5034
2,What topics are most commonly addressed in Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4246
3,Which sources of data are most used in empirical studies of Requirements Engineering?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5255
4,What percentage of empirical studies in Requirements Engineering use professionals as subjects?,How many empirical studies are by authors working for large software development companies?,0.5767
5,What percentage of empirical studies in Requirements Engineering use students as subjects?,How many empirical studies are by authors working for large software development companies?,0.4922
6,How often are both students and professionals used in Requirements Engineering studies?,How often are those who conduct the studies also the authors of the papers?,0.5227
7,What are the main research methods used in studies on Measurement/Metrics in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4783
8,How often do studies on tools/methods/frameworks in Requirements Engineering employ case studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6173
9,How often do studies on tools/methods/frameworks in Requirements Engineering employ experiments?,How often are which empirical methods used over time?,0.5715
10,What are the most common research methods used in studies of Inspections/Reviews in Requirements Engineering?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.5547
11,How many papers on Inspections/Reviews in Requirements Engineering use experiments?,How many publications are analyzed in (systematic literature) reviews?,0.5951
12,How many papers on Inspections/Reviews in Requirements Engineering use case studies?,How many publications are analyzed in (systematic literature) reviews?,0.6177
13,What are the dominant topics in Requirements Engineering empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5351
14,What are the less frequently researched topics in Requirements Engineering?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.4276
15,How has the use of empirical methods evolved over time in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6332
16,What are the gaps in the coverage of research topics in Requirements Engineering?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.3752
17,How frequently are correlational studies used in Measurement/Metrics research in Requirements Engineering?,How often are which statistical methods used?,0.539
