,genCQs,best_expertCQs,best_cos_score
0,What are the dominant empirical methods in requirements engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6061
1,How has the quantity of empirical evaluations in ICSE proceedings changed over time?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.4645
2,Has the soundness of empirical evaluations in ICSE proceedings improved over time?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.4471
3,What percentage of ICSE papers include empirical evaluations?,How has the proportion of papers that do not have an empirical study evolved over time?,0.5289
4,How often are hypotheses clearly stated in empirical studies?,How has the proportion of empirical studies evolved over time?,0.6883
5,How prevalent are replicated studies in the field of requirements engineering?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5101
6,What are the most common research topics in empirical requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5117
7,What proportion of empirical studies use industrial data versus student data?,How has the proportion of empirical studies evolved over time?,0.6016
8,What are the key components identified in a well-conducted empirical study?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.6076
9,How frequently do empirical studies report negative results?,How has the proportion of empirical studies evolved over time?,0.6594
10,What is the distribution of research methods among empirical studies in requirements engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6339
11,Are there specific areas of empirical requirements engineering that need more research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.4968
12,How important is the role of hypotheses in empirical software engineering studies?,How many empirical studies are by authors working for large software development companies?,0.6494
13,In what ways can the soundness of empirical evaluations be improved?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5544
14,What are the main threats to validity in empirical requirements engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5296
15,How do researchers handle vested interests and bias in empirical studies?,How do the authors justify preventing bias in the study results?,0.7092
16,What methods are used to ensure legal analysis in empirical research?,Which methods are used to synthesize evidence from data of different empirical methods?,0.6043
17,How do empirical studies handle the generalizability of their findings?,Which methods are used to synthesize evidence from data of different empirical methods?,0.706
18,Is there a trend in the improvement of study types in empirical research?,How has the proportion of empirical studies evolved over time?,0.6722
19,What role does the use of appropriate scales of measurement play in empirical studies?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.5806
20,How are empirical studies in requirements engineering critiqued for their rigor?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5002
21,What recommendations exist for performing high-quality empirical evaluations?,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,0.5423
22,How does the evaluation of empirical studies contribute to the body of knowledge in requirements engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5802
