,genCQ,expertCQ,cos_score
0,What are the main components involved in human-computer interaction (HCI)?,What is a human–computer interaction?,0.7527
1,What are the main components involved in human-computer interaction (HCI)?,How can a user interact in human–computer interactions?,0.6716
2,What are the main components involved in human-computer interaction (HCI)?,What does make up the user interface of an interactive computer system?,0.6523
3,What types of input interactions are available in HCI systems?,How is a user input processed by an interactive computer system?,0.6429
4,What are the main components involved in human-computer interaction (HCI)?,What is a complex interactive computer system?,0.6403
5,"How does the system adapt an interface based on the user’s physical capabilities (e.g., seeing, hearing, moving, talking)?",What does make up the user interface of an interactive computer system?,0.6355
6,What types of input interactions are available in HCI systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6209
7,How does the system define and use interaction mediums (input and output devices) in HCI?,What does make up the user interface of an interactive computer system?,0.5994
8,How does the system define and use interaction mediums (input and output devices) in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5952
9,What are the main components involved in human-computer interaction (HCI)?,What is an interactive computer system?,0.5922
10,What types of input interactions are available in HCI systems?,What does make up the user interface of an interactive computer system?,0.5870
11,What types of input interactions are available in HCI systems?,How can a user interact in human–computer interactions?,0.5790
12,How does the system define and use interaction mediums (input and output devices) in HCI?,What is a complex interactive computer system?,0.5736
13,What types of output interactions are available in HCI systems?,How does a user receive an output from an interactive computer system?,0.5713
14,What types of input interactions are available in HCI systems?,What is a complex interactive computer system?,0.5700
15,What types of input interactions are available in HCI systems?,What is an interactive computer system?,0.5660
16,How does the system define and use interaction mediums (input and output devices) in HCI?,How is a user input processed by an interactive computer system?,0.5628
17,How does the system define and use interaction mediums (input and output devices) in HCI?,What is an interactive computer system?,0.5596
18,How does the system define and use interaction mediums (input and output devices) in HCI?,What is a human–computer interaction?,0.5521
19,What types of output interactions are available in HCI systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5512
20,"How does the system adapt an interface based on the user’s physical capabilities (e.g., seeing, hearing, moving, talking)?",How can a user interact in human–computer interactions?,0.5506
21,What are the roles of input modes in HCI?,How is a user input processed by an interactive computer system?,0.5369
22,How does the system define and use interaction mediums (input and output devices) in HCI?,How can a user interact in human–computer interactions?,0.5342
23,"How does the system adapt an interface based on the user’s physical capabilities (e.g., seeing, hearing, moving, talking)?",How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5335
24,How does the system define and use interaction mediums (input and output devices) in HCI?,How does a user receive an output from an interactive computer system?,0.5296
25,What types of input interactions are available in HCI systems?,What is a human–computer interaction?,0.5259
26,What are the roles of input modes in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5240
27,What types of input interactions are available in HCI systems?,How does a user receive an output from an interactive computer system?,0.5206
28,What types of output interactions are available in HCI systems?,What is a complex interactive computer system?,0.5181
29,What are the main components involved in human-computer interaction (HCI)?,How is a user input processed by an interactive computer system?,0.5181
30,What types of output interactions are available in HCI systems?,What does make up the user interface of an interactive computer system?,0.5134
31,What are the main components involved in human-computer interaction (HCI)?,What is an interactive software system?,0.5127
32,"How does the system adapt an interface based on the user’s physical capabilities (e.g., seeing, hearing, moving, talking)?",What is an interactive computer system?,0.5116
33,What types of input interactions are available in HCI systems?,What is an interactive software system?,0.5083
34,What are the main components involved in human-computer interaction (HCI)?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5072
35,"How does the system adapt an interface based on the user’s physical capabilities (e.g., seeing, hearing, moving, talking)?",How does a user receive an output from an interactive computer system?,0.5004
36,"How does the system adapt an interface based on the user’s physical capabilities (e.g., seeing, hearing, moving, talking)?",How is a user input processed by an interactive computer system?,0.5003
37,What are the main components involved in human-computer interaction (HCI)?,Why does a user intentionally interact with an interactive computer system?,0.4980
38,"How does the system adapt an interface based on the user’s physical capabilities (e.g., seeing, hearing, moving, talking)?",What is a complex interactive computer system?,0.4976
39,How does the system define and use interaction mediums (input and output devices) in HCI?,Why does a user intentionally interact with an interactive computer system?,0.4955
40,What are the main components involved in human-computer interaction (HCI)?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4950
41,"How does the system adapt an interface based on the user’s physical capabilities (e.g., seeing, hearing, moving, talking)?","Considering intentionality, how can a user interact with an interactive computer system?",0.4918
42,What types of input interactions are available in HCI systems?,Why does a user intentionally interact with an interactive computer system?,0.4902
43,How does the system define and use interaction mediums (input and output devices) in HCI?,What is an interactive software system?,0.4901
44,What types of output interactions are available in HCI systems?,How is a user input processed by an interactive computer system?,0.4901
45,What types of output interactions are available in HCI systems?,What is an interactive computer system?,0.4900
46,How do ontological models facilitate the personalization or adaptation of user interfaces?,How can a user interact in human–computer interactions?,0.4891
47,How are user characteristics defined and represented in HCI ontology?,What is a User?,0.4887
48,How do ontological models facilitate the personalization or adaptation of user interfaces?,What does make up the user interface of an interactive computer system?,0.4856
49,What are the main components involved in human-computer interaction (HCI)?,What does make up a complex user participation?,0.4843
50,What are the roles of input modes in HCI?,What does make up the user interface of an interactive computer system?,0.4842
51,What types of input interactions are available in HCI systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4799
52,"How does the system adapt an interface based on the user’s physical capabilities (e.g., seeing, hearing, moving, talking)?",Why does a user intentionally interact with an interactive computer system?,0.4743
53,What are the roles of output modes in HCI?,How does a user receive an output from an interactive computer system?,0.4732
54,"How does the system adapt an interface based on the user’s physical capabilities (e.g., seeing, hearing, moving, talking)?",What is a human–computer interaction?,0.4651
55,What are the main components involved in human-computer interaction (HCI)?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4588
56,How are modalities structured and utilized within HCI systems?,What is a complex interactive computer system?,0.4556
57,"How does the system adapt an interface based on the user’s physical capabilities (e.g., seeing, hearing, moving, talking)?",What is an interactive software system?,0.4549
58,How are user characteristics defined and represented in HCI ontology?,What does make up the user interface of an interactive computer system?,0.4546
59,What are the roles of input modes in HCI?,What is a complex interactive computer system?,0.4542
60,What are the main components involved in human-computer interaction (HCI)?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4523
61,What types of output interactions are available in HCI systems?,What is a human–computer interaction?,0.4465
62,How are modalities structured and utilized within HCI systems?,What does make up the user interface of an interactive computer system?,0.4438
63,How does the system define and use interaction mediums (input and output devices) in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4385
64,What types of output interactions are available in HCI systems?,How can a user interact in human–computer interactions?,0.4380
65,How are user characteristics defined and represented in HCI ontology?,What does make up a complex user participation?,0.4353
66,"How are preferences, skills, education level, and motivation of users taken into account in HCI ontologies?",What does make up a complex user participation?,0.4308
67,What types of output interactions are available in HCI systems?,What is an interactive software system?,0.4299
68,What are the roles of input modes in HCI?,How does a user receive an output from an interactive computer system?,0.4292
69,What are the roles of input modes in HCI?,What is an interactive computer system?,0.4291
70,What are the roles of input modes in HCI?,What is a human–computer interaction?,0.4257
71,What are the roles of output modes in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4184
72,How do ontological models facilitate the personalization or adaptation of user interfaces?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4155
73,What are the roles of input modes in HCI?,How can a user interact in human–computer interactions?,0.4155
74,What are the main components involved in human-computer interaction (HCI)?,How does a user receive an output from an interactive computer system?,0.4119
75,How do ontological models facilitate the personalization or adaptation of user interfaces?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4114
76,How do ontological models facilitate the personalization or adaptation of user interfaces?,What is a human–computer interaction?,0.4109
77,What are the specific adaptation rules used to generate adaptive user interfaces for users with disabilities?,What does make up the user interface of an interactive computer system?,0.4091
78,How are user characteristics defined and represented in HCI ontology?,How can a user interact in human–computer interactions?,0.4065
79,"How do semantic web technologies and rule languages (e.g., SWRL) contribute to reasoning and interface customization in HCI?",What does make up the user interface of an interactive computer system?,0.4058
80,"How do semantic web technologies and rule languages (e.g., SWRL) contribute to reasoning and interface customization in HCI?",What is a human–computer interaction?,0.3994
81,How do ontological models facilitate the personalization or adaptation of user interfaces?,Why does a user intentionally interact with an interactive computer system?,0.3973
82,How are modalities structured and utilized within HCI systems?,What is an interactive computer system?,0.3961
83,How do ontological models facilitate the personalization or adaptation of user interfaces?,What does make up a complex user participation?,0.3959
84,"How do semantic web technologies and rule languages (e.g., SWRL) contribute to reasoning and interface customization in HCI?",What is a complex interactive computer system?,0.3937
85,What are the roles of input modes in HCI?,Why does a user intentionally interact with an interactive computer system?,0.3914
86,How are user characteristics defined and represented in HCI ontology?,What is a human–computer interaction?,0.3854
87,What types of output interactions are available in HCI systems?,Why does a user intentionally interact with an interactive computer system?,0.3844
88,How do ontological models facilitate the personalization or adaptation of user interfaces?,What is an interactive software system?,0.3834
89,How do ontological models facilitate the personalization or adaptation of user interfaces?,What is an interactive computer system?,0.3822
90,How do ontological models facilitate the personalization or adaptation of user interfaces?,What is a complex interactive computer system?,0.3778
