,genCQ,expertCQ,cos_score
0,What are the fundamental components of human-computer interaction?,What is a human–computer interaction?,0.8051
1,What are the fundamental components of human-computer interaction?,How can a user interact in human–computer interactions?,0.7345
2,What are the fundamental components of human-computer interaction?,What does make up the user interface of an interactive computer system?,0.7124
3,What are the fundamental components of human-computer interaction?,What is a complex interactive computer system?,0.6801
4,What types of input and output modalities are used in human-computer interaction systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6767
5,What are the fundamental components of human-computer interaction?,What is an interactive computer system?,0.6596
6,What types of input and output modalities are used in human-computer interaction systems?,What does make up the user interface of an interactive computer system?,0.6333
7,What types of input and output modalities are used in human-computer interaction systems?,How is a user input processed by an interactive computer system?,0.6326
8,What types of input and output modalities are used in human-computer interaction systems?,What is a human–computer interaction?,0.5885
9,What types of input and output modalities are used in human-computer interaction systems?,What is an interactive computer system?,0.5856
10,What types of input and output modalities are used in human-computer interaction systems?,How can a user interact in human–computer interactions?,0.5812
11,What types of input and output modalities are used in human-computer interaction systems?,How does a user receive an output from an interactive computer system?,0.5785
12,What types of input and output modalities are used in human-computer interaction systems?,What is a complex interactive computer system?,0.5785
13,What role do physical and logical interaction resources play in HCI?,What is a human–computer interaction?,0.5771
14,How can ontological models support inference and reasoning in interactive systems?,What is an interactive software system?,0.5723
15,What are the fundamental components of human-computer interaction?,What is an interactive software system?,0.5644
16,What role do physical and logical interaction resources play in HCI?,What is a complex interactive computer system?,0.5632
17,How can ontological models support inference and reasoning in interactive systems?,What is an interactive computer system?,0.5627
18,What are the fundamental components of human-computer interaction?,Why does a user intentionally interact with an interactive computer system?,0.5607
19,What role do physical and logical interaction resources play in HCI?,What does make up the user interface of an interactive computer system?,0.5576
20,What are the fundamental components of human-computer interaction?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5568
21,What are the fundamental components of human-computer interaction?,How is a user input processed by an interactive computer system?,0.5564
22,What are the fundamental components of human-computer interaction?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5402
23,What are the challenges in creating multimodal user interfaces?,How can a user interact in human–computer interactions?,0.5267
24,How can ontological models support inference and reasoning in interactive systems?,What is a complex interactive computer system?,0.5240
25,What role do physical and logical interaction resources play in HCI?,How can a user interact in human–computer interactions?,0.5235
26,What role do physical and logical interaction resources play in HCI?,What is an interactive computer system?,0.5137
27,What are the challenges in creating multimodal user interfaces?,What does make up the user interface of an interactive computer system?,0.5111
28,What are the fundamental components of human-computer interaction?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.5103
29,How can ontological models support inference and reasoning in interactive systems?,How is a user input processed by an interactive computer system?,0.5100
30,How can ontological models support inference and reasoning in interactive systems?,What does make up the user interface of an interactive computer system?,0.5047
31,How can ontological models support inference and reasoning in interactive systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4949
32,How do different user characteristics affect the choice of interaction modalities?,What does make up the user interface of an interactive computer system?,0.4859
33,What types of input and output modalities are used in human-computer interaction systems?,What is an interactive software system?,0.4833
34,What are the fundamental components of human-computer interaction?,What does make up a complex user participation?,0.4802
35,How can ontological models support inference and reasoning in interactive systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4775
36,How do different user characteristics affect the choice of interaction modalities?,How can a user interact in human–computer interactions?,0.4760
37,What types of input and output modalities are used in human-computer interaction systems?,Why does a user intentionally interact with an interactive computer system?,0.4720
38,What are the fundamental components of human-computer interaction?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4716
39,What are the challenges in creating multimodal user interfaces?,What is a human–computer interaction?,0.4642
40,How do different user characteristics affect the choice of interaction modalities?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4636
41,How do different user characteristics affect the choice of interaction modalities?,Why does a user intentionally interact with an interactive computer system?,0.4614
42,What are the key methods to measure user capabilities in HCI?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4573
43,What role do physical and logical interaction resources play in HCI?,Why does a user intentionally interact with an interactive computer system?,0.4563
44,What types of input and output modalities are used in human-computer interaction systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4543
45,What role do physical and logical interaction resources play in HCI?,What is an interactive software system?,0.4537
46,How can ontological models support inference and reasoning in interactive systems?,How can a user interact in human–computer interactions?,0.4513
47,What are the challenges in creating multimodal user interfaces?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4493
48,How can ontological models support inference and reasoning in interactive systems?,Why does a user intentionally interact with an interactive computer system?,0.4484
49,How do different user characteristics affect the choice of interaction modalities?,What does make up a complex user participation?,0.4459
50,What are the challenges in creating multimodal user interfaces?,What is a complex interactive computer system?,0.4451
51,How can user profiles be characterized in terms of sensory and motor abilities?,How can a user interact in human–computer interactions?,0.4446
52,How can interface parameters be adapted based on user characteristics?,What does make up the user interface of an interactive computer system?,0.4346
53,How can user profiles be characterized in terms of sensory and motor abilities?,What is a User?,0.4343
54,What are the fundamental components of human-computer interaction?,How does a user receive an output from an interactive computer system?,0.4340
55,What role do physical and logical interaction resources play in HCI?,What does make up a complex user participation?,0.4338
56,What are the challenges in creating multimodal user interfaces?,Why does a user intentionally interact with an interactive computer system?,0.4307
57,How can reasoning on an ontology support adaptive user interface design?,What does make up the user interface of an interactive computer system?,0.4277
58,What role do physical and logical interaction resources play in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4262
59,What are the key methods to measure user capabilities in HCI?,What does make up a complex user participation?,0.4224
60,What are the challenges in creating multimodal user interfaces?,What does make up a complex user participation?,0.4220
61,What role do physical and logical interaction resources play in HCI?,How is a user input processed by an interactive computer system?,0.4195
62,What types of input and output modalities are used in human-computer interaction systems?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4187
63,What role do physical and logical interaction resources play in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4183
64,What are the challenges in creating multimodal user interfaces?,What is an interactive computer system?,0.4182
65,How can user profiles be characterized in terms of sensory and motor abilities?,What does make up the user interface of an interactive computer system?,0.4181
66,How do different user characteristics affect the choice of interaction modalities?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4162
67,How can ontological models support inference and reasoning in interactive systems?,How does a user receive an output from an interactive computer system?,0.4138
68,What are the main concepts and relationships in an interaction ontology?,What is a complex interactive computer system?,0.4136
69,What are the challenges in creating multimodal user interfaces?,What is an interactive software system?,0.4075
70,What are the challenges in creating multimodal user interfaces?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.3989
71,What role do physical and logical interaction resources play in HCI?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.3899
72,How can ontological models support inference and reasoning in interactive systems?,What is a human–computer interaction?,0.3886
73,How can reasoning on an ontology support adaptive user interface design?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3867
74,How can user profiles be characterized in terms of sensory and motor abilities?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3797
75,What are the main concepts and relationships in an interaction ontology?,What is a human–computer interaction?,0.3771
76,How can user profiles be characterized in terms of sensory and motor abilities?,What does make up a complex user participation?,0.3768
77,What are the key methods to measure user capabilities in HCI?,What does make up the user interface of an interactive computer system?,0.3763
78,What are the key methods to measure user capabilities in HCI?,How can a user interact in human–computer interactions?,0.3759
79,What are the main concepts and relationships in an interaction ontology?,How can a user interact in human–computer interactions?,0.3735
80,What are the main concepts and relationships in an interaction ontology?,What does make up the user interface of an interactive computer system?,0.3717
81,How can user profiles be characterized in terms of sensory and motor abilities?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.3712
82,How can user profiles be characterized in terms of sensory and motor abilities?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3660
83,What are the challenges in creating multimodal user interfaces?,How is a user input processed by an interactive computer system?,0.3633
84,How can user profiles be characterized in terms of sensory and motor abilities?,What is a human–computer interaction?,0.3611
85,How can user profiles be characterized in terms of sensory and motor abilities?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.3602
