,genCQ,expertCQ,cos_score
0,What are the core components of a Human-Computer Interaction (HCI) system?,What is a human–computer interaction?,0.7000
1,What are the core components of a Human-Computer Interaction (HCI) system?,What does make up the user interface of an interactive computer system?,0.6730
2,What are the core components of a Human-Computer Interaction (HCI) system?,What is a complex interactive computer system?,0.6591
3,What are the core components of a Human-Computer Interaction (HCI) system?,How can a user interact in human–computer interactions?,0.6191
4,What are the core components of a Human-Computer Interaction (HCI) system?,What is an interactive computer system?,0.6132
5,How can an HCI system support multimodal interactions?,How can a user interact in human–computer interactions?,0.5977
6,How can an HCI system support multimodal interactions?,What is a complex interactive computer system?,0.5528
7,How can an HCI system support multimodal interactions?,What is a human–computer interaction?,0.5350
8,How can an HCI system support multimodal interactions?,What does make up the user interface of an interactive computer system?,0.5263
9,Can an HCI system use reasoning to resolve inconsistencies in user interaction data?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5252
10,What are the core components of a Human-Computer Interaction (HCI) system?,What is an interactive software system?,0.5227
11,How can an HCI system support multimodal interactions?,Why does a user intentionally interact with an interactive computer system?,0.5193
12,Can an HCI system use reasoning to resolve inconsistencies in user interaction data?,How can a user interact in human–computer interactions?,0.5192
13,What are the core components of a Human-Computer Interaction (HCI) system?,How is a user input processed by an interactive computer system?,0.5147
14,How can an HCI system support multimodal interactions?,What is an interactive computer system?,0.5144
15,How can an HCI system support multimodal interactions?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5069
16,What are the core components of a Human-Computer Interaction (HCI) system?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5038
17,How can an HCI system support multimodal interactions?,How is a user input processed by an interactive computer system?,0.5028
18,What are the core components of a Human-Computer Interaction (HCI) system?,Why does a user intentionally interact with an interactive computer system?,0.5012
19,Can an HCI system use reasoning to resolve inconsistencies in user interaction data?,Why does a user intentionally interact with an interactive computer system?,0.4892
20,What are the core components of a Human-Computer Interaction (HCI) system?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4866
21,How can an HCI system support multimodal interactions?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4805
22,How does an HCI system determine the best modality for a given user task?,What does make up the user interface of an interactive computer system?,0.4794
23,How does an HCI system determine the best modality for a given user task?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4790
24,How can an HCI system support multimodal interactions?,How does a user receive an output from an interactive computer system?,0.4655
25,How does an HCI system determine the best modality for a given user task?,What is a complex interactive computer system?,0.4647
26,How are user characteristics represented in an HCI ontology?,What does make up the user interface of an interactive computer system?,0.4587
27,How does an HCI system determine the best modality for a given user task?,How is a user input processed by an interactive computer system?,0.4576
28,How does an HCI system determine the best modality for a given user task?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4573
29,What role does user feedback play in refining HCI system ontologies?,What does make up the user interface of an interactive computer system?,0.4562
30,What methods are used to evaluate the effectiveness of adaptive interfaces in HCI?,What does make up the user interface of an interactive computer system?,0.4547
31,How can an HCI system support multimodal interactions?,What is an interactive software system?,0.4543
32,What types of sensory modalities are considered in HCI interfaces?,What does make up the user interface of an interactive computer system?,0.4521
33,What are the core components of a Human-Computer Interaction (HCI) system?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4489
