,genCQ,expertCQ,cos_score
0,What are the different types of interaction components in HCI?,What does make up the user interface of an interactive computer system?,0.5639
1,How can multimodal systems be designed in HCI?,What is a complex interactive computer system?,0.5541
2,What are the different types of interaction components in HCI?,What is a complex interactive computer system?,0.5534
3,What are the different types of interaction components in HCI?,What is a human–computer interaction?,0.5457
4,What is the relationship between user abilities and interface parameters in HCI?,What does make up the user interface of an interactive computer system?,0.5410
5,What role do input modalities play in HCI systems?,How is a user input processed by an interactive computer system?,0.5363
6,What are the different types of interaction components in HCI?,How can a user interact in human–computer interactions?,0.5324
7,What role do input modalities play in HCI systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5307
8,How can multimodal systems be designed in HCI?,What is an interactive computer system?,0.5078
9,How can multimodal systems be designed in HCI?,What does make up the user interface of an interactive computer system?,0.5062
10,What are the different types of interaction components in HCI?,What is an interactive computer system?,0.4940
11,How do physical devices interact with HCI systems?,What does make up the user interface of an interactive computer system?,0.4883
12,How do physical devices interact with HCI systems?,How can a user interact in human–computer interactions?,0.4835
13,How can multimodal systems be designed in HCI?,How can a user interact in human–computer interactions?,0.4832
14,How can multimodal systems be designed in HCI?,What is a human–computer interaction?,0.4813
15,How do physical devices interact with HCI systems?,What is a complex interactive computer system?,0.4751
16,What are the primary components of an HCI system?,What is a complex interactive computer system?,0.4742
17,What role do input modalities play in HCI systems?,What does make up the user interface of an interactive computer system?,0.4729
18,How can multimodal systems be designed in HCI?,What is an interactive software system?,0.4687
19,What is the relationship between user abilities and interface parameters in HCI?,What is a human–computer interaction?,0.4667
20,How can multimodal systems be designed in HCI?,How is a user input processed by an interactive computer system?,0.4645
21,How do physical devices interact with HCI systems?,What is a human–computer interaction?,0.4638
22,How do contextual factors influence the design of HCI systems?,What does make up the user interface of an interactive computer system?,0.4636
23,How do contextual factors influence the design of HCI systems?,What is a complex interactive computer system?,0.4627
24,How are user characteristics represented in an HCI ontology?,What does make up the user interface of an interactive computer system?,0.4587
25,How can multimodal systems be designed in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4569
26,What are the primary components of an HCI system?,What does make up the user interface of an interactive computer system?,0.4566
27,How can multimodal systems be designed in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4526
28,What is the relationship between user abilities and interface parameters in HCI?,How can a user interact in human–computer interactions?,0.4487
29,How do physical devices interact with HCI systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4485
30,What role do input modalities play in HCI systems?,What is a complex interactive computer system?,0.4454
31,What are the criteria for selecting appropriate input and output modalities in an HCI system?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4448
32,What are the different types of interaction components in HCI?,What is an interactive software system?,0.4439
33,How do physical devices interact with HCI systems?,What is an interactive computer system?,0.4438
34,How are user characteristics represented in an HCI ontology?,What does make up a complex user participation?,0.4437
35,How do physical devices interact with HCI systems?,How is a user input processed by an interactive computer system?,0.4424
36,How can multimodal systems be designed in HCI?,Why does a user intentionally interact with an interactive computer system?,0.4377
37,How are user characteristics represented in an HCI ontology?,What is a User?,0.4365
38,What role do input modalities play in HCI systems?,What is an interactive computer system?,0.4349
39,What are common challenges in developing adaptive HCI systems?,What is a complex interactive computer system?,0.4345
40,How can HCI systems be adapted for users with visual impairments?,How can a user interact in human–computer interactions?,0.4343
41,What are the primary components of an HCI system?,What is an interactive computer system?,0.4294
42,How can multimodal systems be designed in HCI?,How does a user receive an output from an interactive computer system?,0.4279
43,How are user characteristics represented in an HCI ontology?,How can a user interact in human–computer interactions?,0.4249
44,How do contextual factors influence the design of HCI systems?,What is a human–computer interaction?,0.4232
45,How do physical devices interact with HCI systems?,Why does a user intentionally interact with an interactive computer system?,0.4188
46,How do physical devices interact with HCI systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4106
47,How can HCI systems be adapted for users with visual impairments?,What does make up the user interface of an interactive computer system?,0.4092
48,How do contextual factors influence the design of HCI systems?,Why does a user intentionally interact with an interactive computer system?,0.4082
49,How do contextual factors influence the design of HCI systems?,What is an interactive computer system?,0.4068
50,How do physical devices interact with HCI systems?,How does a user receive an output from an interactive computer system?,0.4058
51,How do contextual factors influence the design of HCI systems?,How can a user interact in human–computer interactions?,0.4051
52,What are the criteria for selecting appropriate input and output modalities in an HCI system?,How is a user input processed by an interactive computer system?,0.4038
53,What is the relationship between user abilities and interface parameters in HCI?,What is a complex interactive computer system?,0.4033
54,What role do input modalities play in HCI systems?,How does a user receive an output from an interactive computer system?,0.4030
55,What are the different types of interaction components in HCI?,How is a user input processed by an interactive computer system?,0.4019
56,What is the relationship between user abilities and interface parameters in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4000
57,What role do input modalities play in HCI systems?,What is a human–computer interaction?,0.3961
58,What role do input modalities play in HCI systems?,How can a user interact in human–computer interactions?,0.3923
59,What are the different types of interaction components in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3915
60,What methods are used to evaluate the adaptability of HCI interfaces?,What does make up the user interface of an interactive computer system?,0.3915
61,What is the relationship between user abilities and interface parameters in HCI?,Why does a user intentionally interact with an interactive computer system?,0.3902
62,How does an HCI system adjust for users with auditory impairments?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3891
63,What is the relationship between user abilities and interface parameters in HCI?,What is an interactive computer system?,0.3885
64,What are common challenges in developing adaptive HCI systems?,What is an interactive computer system?,0.3880
65,What are the different types of interaction components in HCI?,Why does a user intentionally interact with an interactive computer system?,0.3869
66,What is the relationship between user abilities and interface parameters in HCI?,How is a user input processed by an interactive computer system?,0.3865
67,How can HCI systems be adapted for users with visual impairments?,What is a human–computer interaction?,0.3822
68,What are the different types of interaction components in HCI?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3817
69,What are the different types of interaction components in HCI?,What does make up a complex user participation?,0.3800
70,What role do input modalities play in HCI systems?,Why does a user intentionally interact with an interactive computer system?,0.3792
71,How are user characteristics represented in an HCI ontology?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3786
72,How can HCI systems be adapted for users with visual impairments?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3785
73,How are user characteristics represented in an HCI ontology?,What is a human–computer interaction?,0.3775
74,What are common challenges in developing adaptive HCI systems?,What is a human–computer interaction?,0.3774
75,What is the relationship between user abilities and interface parameters in HCI?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.3763
76,How does an HCI system adjust for users with auditory impairments?,How can a user interact in human–computer interactions?,0.3752
77,How do contextual factors influence the design of HCI systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.3731
78,What are the primary components of an HCI system?,What is a human–computer interaction?,0.3728
79,What are common challenges in developing adaptive HCI systems?,How can a user interact in human–computer interactions?,0.3725
80,How are user characteristics represented in an HCI ontology?,What is a complex interactive computer system?,0.3722
