,genCQ,expertCQ,cos_score
0,What are the core components of interaction in Human-Computer Interaction (HCI) systems?,What is a human–computer interaction?,0.7190
1,What are the core components of interaction in Human-Computer Interaction (HCI) systems?,What does make up the user interface of an interactive computer system?,0.6863
2,What are the core components of interaction in Human-Computer Interaction (HCI) systems?,How can a user interact in human–computer interactions?,0.6748
3,What are the core components of interaction in Human-Computer Interaction (HCI) systems?,What is a complex interactive computer system?,0.6609
4,What are the core components of interaction in Human-Computer Interaction (HCI) systems?,What is an interactive computer system?,0.6161
5,What are the core components of interaction in Human-Computer Interaction (HCI) systems?,What is an interactive software system?,0.5382
6,What are the core components of interaction in Human-Computer Interaction (HCI) systems?,Why does a user intentionally interact with an interactive computer system?,0.5382
7,What are the core components of interaction in Human-Computer Interaction (HCI) systems?,How is a user input processed by an interactive computer system?,0.5209
8,What are the core components of interaction in Human-Computer Interaction (HCI) systems?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.5112
9,What are the core components of interaction in Human-Computer Interaction (HCI) systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.5103
10,"What are the best practices for designing multimodal systems that incorporate various interaction modalities (e.g., speech, touch)?",How can a user interact in human–computer interactions?,0.4783
11,What types of physical and logical interaction resources are represented in an interaction ontology?,What does make up the user interface of an interactive computer system?,0.4703
12,What are the core components of interaction in Human-Computer Interaction (HCI) systems?,What does make up a complex user participation?,0.4651
13,How do context-aware and ontological modeling approaches enhance personalization and adaptation in HCI systems?,How can a user interact in human–computer interactions?,0.4647
14,What types of physical and logical interaction resources are represented in an interaction ontology?,What is a complex interactive computer system?,0.4632
15,What are the core components of interaction in Human-Computer Interaction (HCI) systems?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.4585
16,How are input and output modalities defined and differentiated in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4579
17,What are the key properties that connect user profiles to specific interaction modes and modalities?,What does make up the user interface of an interactive computer system?,0.4511
18,"What are the best practices for designing multimodal systems that incorporate various interaction modalities (e.g., speech, touch)?",What does make up the user interface of an interactive computer system?,0.4493
19,"Which sensory capabilities (e.g., vision, hearing, movement) are considered for adapting user interfaces?",What does make up the user interface of an interactive computer system?,0.4483
20,"What are the main challenges in creating adaptive user interfaces for diverse user groups, including those with disabilities?",What does make up a complex user participation?,0.4454
21,"What are the best practices for designing multimodal systems that incorporate various interaction modalities (e.g., speech, touch)?",What is a complex interactive computer system?,0.4429
22,What types of physical and logical interaction resources are represented in an interaction ontology?,What is a human–computer interaction?,0.4346
23,What types of physical and logical interaction resources are represented in an interaction ontology?,What is an interactive computer system?,0.4335
24,"What are the best practices for designing multimodal systems that incorporate various interaction modalities (e.g., speech, touch)?","Considering intentionality, how can a user interact with an interactive computer system?",0.4323
25,"In what ways can interface parameters (e.g., volume, text size) be adjusted based on user sensory capabilities?",What does make up the user interface of an interactive computer system?,0.4252
26,What are the core components of interaction in Human-Computer Interaction (HCI) systems?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4201
27,What are the core components of interaction in Human-Computer Interaction (HCI) systems?,How does a user receive an output from an interactive computer system?,0.4152
28,"Which sensory capabilities (e.g., vision, hearing, movement) are considered for adapting user interfaces?",How can a user interact in human–computer interactions?,0.4148
29,How do context-aware and ontological modeling approaches enhance personalization and adaptation in HCI systems?,What does make up the user interface of an interactive computer system?,0.4134
30,What types of physical and logical interaction resources are represented in an interaction ontology?,How can a user interact in human–computer interactions?,0.4127
31,"What are the main challenges in creating adaptive user interfaces for diverse user groups, including those with disabilities?",How can a user interact in human–computer interactions?,0.4122
32,"What are the best practices for designing multimodal systems that incorporate various interaction modalities (e.g., speech, touch)?",What is a human–computer interaction?,0.4104
33,How do context-aware and ontological modeling approaches enhance personalization and adaptation in HCI systems?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4101
34,"What are the main challenges in creating adaptive user interfaces for diverse user groups, including those with disabilities?","Considering the human–computer interaction, how can a user participation cause another user participation?",0.4091
35,What are the key properties that connect user profiles to specific interaction modes and modalities?,How can a user interact in human–computer interactions?,0.4044
36,"What are the best practices for designing multimodal systems that incorporate various interaction modalities (e.g., speech, touch)?",What is an interactive computer system?,0.4037
37,How do context-aware and ontological modeling approaches enhance personalization and adaptation in HCI systems?,What is a human–computer interaction?,0.3979
38,"What are the main challenges in creating adaptive user interfaces for diverse user groups, including those with disabilities?",What does make up the user interface of an interactive computer system?,0.3952
39,"How does the capacity level (e.g., Good, Moderate, Low, Severe) of a user's sensory abilities impact the choice of input and output modalities?",How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.3943
40,"Which sensory capabilities (e.g., vision, hearing, movement) are considered for adapting user interfaces?",What is a human–computer interaction?,0.3941
41,What types of physical and logical interaction resources are represented in an interaction ontology?,What is an interactive software system?,0.3939
42,How do context-aware and ontological modeling approaches enhance personalization and adaptation in HCI systems?,What is a complex interactive computer system?,0.3893
43,"How can rule-based reasoning (e.g., SWRL) be applied to adapt interfaces according to user characteristics?",How can a user interact in human–computer interactions?,0.3893
44,"How can rule-based reasoning (e.g., SWRL) be applied to adapt interfaces according to user characteristics?",What does make up the user interface of an interactive computer system?,0.3884
45,"How can rule-based reasoning (e.g., SWRL) be applied to adapt interfaces according to user characteristics?","Considering intentionality, how can a user interact with an interactive computer system?",0.3845
46,How do context-aware and ontological modeling approaches enhance personalization and adaptation in HCI systems?,What is an interactive software system?,0.3839
47,What are the key properties that connect user profiles to specific interaction modes and modalities?,What does make up a complex user participation?,0.3837
48,How are input and output modalities defined and differentiated in HCI?,How is a user input processed by an interactive computer system?,0.3836
49,"What methodologies (e.g., Methontology) and tools (e.g., Protégé) are commonly used in the development of HCI ontologies?",What is a human–computer interaction?,0.3800
50,How does ontological modeling enable semantic interoperability across different HCI systems and platforms?,What is an interactive software system?,0.3778
51,How do context-aware and ontological modeling approaches enhance personalization and adaptation in HCI systems?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.3774
52,How do context-aware and ontological modeling approaches enhance personalization and adaptation in HCI systems?,Why does a user intentionally interact with an interactive computer system?,0.3745
