,genCQ,expertCQ,cos_score
0,What empirical evidence examines the use of case studies in Requirements Engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6188
1,Who are the leading authors in empirical research in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.6110
2,How do empirical studies address requirements specification formats?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5891
3,What are the predominant themes in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5885
4,Who are the leading authors in empirical research in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5816
5,What are the most cited empirical studies in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5808
6,What role does empirical research play in developing new Requirements Engineering frameworks?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5781
7,How do empirical studies address requirements specification formats?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5649
8,What role does empirical research play in developing new Requirements Engineering frameworks?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5621
9,How has the focus of empirical research in Requirements Engineering evolved over time?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5575
10,What are the common methodologies used in empirical studies of Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5572
11,What are the common methodologies used in empirical studies of Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5515
12,What are the predominant themes in empirical research in Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5483
13,What types of data are typically collected in empirical studies of Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5465
14,What are the most common data sources for empirical research in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5452
15,How has the focus of empirical research in Requirements Engineering evolved over time?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5441
16,Which conferences and journals most frequently publish empirical research in Requirements Engineering?,How has the number of empirical methods used per publication evolved over time?,0.5419
17,What are the common methodologies used in empirical studies of Requirements Engineering?,How often are which empirical methods used?,0.5413
18,Which conferences and journals most frequently publish empirical research in Requirements Engineering?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5411
19,What are the predominant themes in empirical research in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5347
20,What are the success factors identified in empirical studies of Requirements Engineering projects?,How many empirical studies are by authors working for large software development companies?,0.5342
21,Which conferences and journals most frequently publish empirical research in Requirements Engineering?,How has the proportion of papers that do not have an empirical study evolved over time?,0.5306
22,What role does empirical research play in developing new Requirements Engineering frameworks?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5299
23,What are the most cited empirical studies in Requirements Engineering?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5284
24,Which Requirements Engineering tools are frequently evaluated in empirical studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5278
25,How do empirical studies address requirements specification formats?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5260
26,What are the predominant themes in empirical research in Requirements Engineering?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5239
27,Which conferences and journals most frequently publish empirical research in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5224
28,What are the common methodologies used in empirical studies of Requirements Engineering?,How many different empirical methods are used per publication?,0.5222
29,How is the effectiveness of Requirements Engineering techniques evaluated in empirical studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5221
30,How is the role of requirements engineers evaluated in empirical studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5207
31,What are the most cited empirical studies in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5188
32,What types of data are typically collected in empirical studies of Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5187
33,Which Requirements Engineering tools are frequently evaluated in empirical studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5187
34,How do empirical studies address the integration of Requirements Engineering with other software engineering processes?,How many empirical studies are by authors working for large software development companies?,0.5187
