,genCQ,expertCQ,cos_score
0,How does empirical research in Requirements Engineering address global software development?,How many empirical studies are by authors working for large software development companies?,0.6433
1,What methodologies are predominantly used in empirical Requirements Engineering studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6131
2,What theoretical frameworks underpin empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5965
3,What are the most common sources of requirements in empirical studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5912
4,What methodologies are predominantly used in empirical Requirements Engineering studies?,How often are which empirical methods used?,0.5888
5,What are the key themes in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5830
6,What are the most common sources of requirements in empirical studies?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5829
7,What methodologies are predominantly used in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5753
8,What methodologies are predominantly used in empirical Requirements Engineering studies?,How many different empirical methods are used per publication?,0.5722
9,How is the success of Requirements Engineering projects measured in empirical research?,How many empirical studies are by authors working for large software development companies?,0.5716
10,What are the most common sources of requirements in empirical studies?,How often are which empirical methods used?,0.5692
11,What are the most common sources of requirements in empirical studies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5632
12,What theoretical frameworks underpin empirical research in Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5625
13,How does empirical research in Requirements Engineering inform industry standards and guidelines?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5623
14,How has the focus of empirical research in Requirements Engineering evolved over time?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5575
15,What are the multidisciplinary aspects of empirical Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5561
16,How are emerging technologies affecting Requirements Engineering practices based on empirical data?,How many empirical studies are by authors working for large software development companies?,0.5545
17,How do empirical studies categorize non-functional requirements?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5512
18,What theoretical frameworks underpin empirical research in Requirements Engineering?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5511
19,How are empirical studies in Requirements Engineering contributing to academic curricula?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5507
20,What are the common requirements engineering artifacts based on empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5506
21,What are the most common sources of requirements in empirical studies?,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",0.5491
22,What methodologies are predominantly used in empirical Requirements Engineering studies?,How has the number of empirical methods used per publication evolved over time?,0.5473
23,What are the most common sources of requirements in empirical studies?,How has the proportion of empirical studies evolved over time?,0.5466
24,What are the most common sources of requirements in empirical studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5457
25,How do empirical studies categorize non-functional requirements?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5451
26,How has the focus of empirical research in Requirements Engineering evolved over time?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5441
27,What are the best practices for requirements specification identified in empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5433
28,What methodologies are predominantly used in empirical Requirements Engineering studies?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5416
29,What methodologies are predominantly used in empirical Requirements Engineering studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5415
30,What are the key themes in empirical research in Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5400
31,How do project sizes affect the Requirements Engineering process according to empirical studies?,How many empirical studies are by authors working for large software development companies?,0.5400
32,How does empirical research in Requirements Engineering inform industry standards and guidelines?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5391
33,What are the most common sources of requirements in empirical studies?,How many different empirical methods are used per publication?,0.5386
34,What methodologies are predominantly used in empirical Requirements Engineering studies?,How often are which empirical methods used over time?,0.5378
35,What methodologies are predominantly used in empirical Requirements Engineering studies?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5378
36,What are the most cited models in empirical Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5364
37,How does empirical research in Requirements Engineering address global software development?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5335
38,What are the most common sources of requirements in empirical studies?,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,0.5324
39,What theoretical frameworks underpin empirical research in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5316
40,Which institutions have contributed significantly to empirical research in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5310
41,What are the most cited models in empirical Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5293
42,What empirical methods are most suitable for studying Requirements Engineering practices?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5286
43,How are empirical studies in Requirements Engineering contributing to academic curricula?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5279
44,What are the key themes in empirical research in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5271
45,How are empirical studies in Requirements Engineering contributing to academic curricula?,How many empirical studies are by authors working for large software development companies?,0.5257
46,What are the most common sources of requirements in empirical studies?,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,0.5255
47,What are the multidisciplinary aspects of empirical Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5254
48,How do different requirement validation techniques compare based on empirical evidence?,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,0.5246
49,What are the common tools used for requirements management in empirical studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5237
50,What empirical methods are most suitable for studying Requirements Engineering practices?,How often are which empirical methods used?,0.5235
51,What methodologies are predominantly used in empirical Requirements Engineering studies?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5232
52,What are the common requirements engineering artifacts based on empirical research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5223
53,What are the most common sources of requirements in empirical studies?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5223
54,What empirical methods are most suitable for studying Requirements Engineering practices?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5201
55,What are the most common sources of requirements in empirical studies?,How often are which empirical methods used over time?,0.5197
56,What are the most common sources of requirements in empirical studies?,How many empirical studies are by authors working for large software development companies?,0.5181
