,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How has the geographical distribution of empirical research in Requirements Engineering changed over time?,0.5411
1,How often are which empirical methods used over time?,What are the primary methodologies used in empirical research in Requirements Engineering?,0.5256
2,Which sub-fields of SE and RE do the empirical studies cover over time?,Which conferences and journals publish the majority of empirical research in Requirements Engineering?,0.5319
3, How do the authors justify the lack of a proper study?,How do empirical studies address the issue of incomplete requirements?,0.5173
4,How has the proportion of papers that do not have an empirical study evolved over time?,What are the most cited empirical research papers in Requirements Engineering?,0.5519
5,How many empirical studies are by authors working for large software development companies?,How do empirical studies compare requirements engineering practices in different software development methodologies?,0.5934
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How do empirical studies in Requirements Engineering address technological advancements?,0.5373
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How has the geographical distribution of empirical research in Requirements Engineering changed over time?,0.441
8,How do the authors justify the selection and combination of empirical methods and design elements?,What are the primary methodologies used in empirical research in Requirements Engineering?,0.6151
9,How often are which empirical methods used?,What methods are used in empirical research to validate requirements?,0.5894
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the most cited empirical research papers in Requirements Engineering?,0.5312
11,How has the proportion of replications evolved over time?,How has the geographical distribution of empirical research in Requirements Engineering changed over time?,0.2619
12,How has the use of triangulation for research design evolved over time?,What are the empirical findings on the co-evolution of requirements and architecture?,0.4458
13,How often are those who conduct the studies also the authors of the papers?,Who are the most influential researchers in the field of Requirements Engineering?,0.4042
14,How do the authors justify preventing bias in the study results?,How do empirical studies address the issue of incomplete requirements?,0.341
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,What are the empirical findings on the co-evolution of requirements and architecture?,0.3673
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How do empirical studies in Requirements Engineering address technological advancements?,0.4221
17,How often are which statistical methods used?,What are the primary methodologies used in empirical research in Requirements Engineering?,0.4378
18,How has the use of statistical methods evolved over time?,How has the geographical distribution of empirical research in Requirements Engineering changed over time?,0.4205
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What empirical evidence exists for the effectiveness of various requirements analysis methods?,0.4526
20,How has the definition of the population evolved over time?,What are the empirical findings on the co-evolution of requirements and architecture?,0.2852
21,How has the use of power analysis and effect size estimation evolved over time?,What empirical evidence exists for the effectiveness of various requirements analysis methods?,0.344
22,How has the reporting of threats to validity evolved over time?,How do empirical studies evaluate the effectiveness of requirements validation techniques?,0.3808
23,What types of threats to validity do the authors report?,How do empirical studies evaluate the effectiveness of requirements validation techniques?,0.3901
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.3609
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,How has the geographical distribution of empirical research in Requirements Engineering changed over time?,0.5605
