,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How does empirical research in Requirements Engineering contribute to software development life cycles?,0.5079
1,How often are which empirical methods used over time?,What methodologies are most commonly used in empirical studies in Requirements Engineering?,0.5554
2,Which sub-fields of SE and RE do the empirical studies cover over time?,How is requirements reuse addressed in empirical research?,0.5134
3, How do the authors justify the lack of a proper study?,What are the identified best practices for requirement reviews in empirical research?,0.3256
4,How has the proportion of papers that do not have an empirical study evolved over time?,What are the most cited papers in empirical Requirements Engineering?,0.5218
5,How many empirical studies are by authors working for large software development companies?,How do empirical studies address the collaboration between requirements engineers and developers?,0.6173
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How does empirical research in Requirements Engineering contribute to software development life cycles?,0.5666
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How has the focus of Requirements Engineering research evolved over time?,0.4888
8,How do the authors justify the selection and combination of empirical methods and design elements?,What methodologies are most commonly used in empirical studies in Requirements Engineering?,0.5848
9,How often are which empirical methods used?,What methodologies are most commonly used in empirical studies in Requirements Engineering?,0.6012
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the most cited papers in empirical Requirements Engineering?,0.4903
11,How has the proportion of replications evolved over time?,How does empirical research in Requirements Engineering contribute to software development life cycles?,0.2507
12,How has the use of triangulation for research design evolved over time?,What empirical research has been conducted on the use of diagrams in Requirements Engineering?,0.4403
13,How often are those who conduct the studies also the authors of the papers?,What are the most cited papers in empirical Requirements Engineering?,0.3594
14,How do the authors justify preventing bias in the study results?,What are the ethical concerns identified in empirical Requirements Engineering research?,0.3081
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How has empirical research influenced Requirements Engineering education and training?,0.3757
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How has the focus of Requirements Engineering research evolved over time?,0.4323
17,How often are which statistical methods used?,What methodologies are most commonly used in empirical studies in Requirements Engineering?,0.503
18,How has the use of statistical methods evolved over time?,How has the focus of Requirements Engineering research evolved over time?,0.4111
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What are the common outcomes of empirical research on requirements validation techniques?,0.3498
20,How has the definition of the population evolved over time?,How has the focus of Requirements Engineering research evolved over time?,0.2103
21,How has the use of power analysis and effect size estimation evolved over time?,How do empirical studies evaluate the impact of Requirements Engineering on project scope?,0.3295
22,How has the reporting of threats to validity evolved over time?,What are the common outcomes of empirical research on requirements validation techniques?,0.3629
23,What types of threats to validity do the authors report?,What are the common outcomes of empirical research on requirements validation techniques?,0.393
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How has the focus of Requirements Engineering research evolved over time?,0.3762
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,What case studies exist that illustrate successful Requirements Engineering practices?,0.5385
26,How has the reporting of the subjects evolved over time?,How has the focus of Requirements Engineering research evolved over time?,0.4266
27,How has the reporting of the objects of study / treatments evolved over time?,How has the focus of Requirements Engineering research evolved over time?,0.4178
28,How has the reporting of the tasks evolved over time?,How has the focus of Requirements Engineering research evolved over time?,0.468
29,How has the reporting of the setting evolved over time?,How has the focus of Requirements Engineering research evolved over time?,0.3817
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,How do different industries apply empirical research findings in Requirements Engineering?,0.416
31,How has the the reporting of the population evolved over time?,How does empirical research in Requirements Engineering contribute to software development life cycles?,0.2499
32,How has the reporting of the context evolved over time?,How has the focus of Requirements Engineering research evolved over time?,0.4145
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,How do empirical studies evaluate the use of natural language processing in Requirements Engineering?,0.3275
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,How do empirical studies evaluate the use of natural language processing in Requirements Engineering?,0.3159
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,How do empirical studies evaluate the use of natural language processing in Requirements Engineering?,0.3555
36,Do the authors report the selected context of their study with specific characteristics?,What are the longitudinal studies on Requirements Engineering and their findings?,0.4708
37,Does the research design allow for efficient reuse of study (results) by other researchers?,How is requirements reuse addressed in empirical research?,0.5139
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",How has the focus of Requirements Engineering research evolved over time?,0.4326
39,How has the reporting of research questions and answers evolved over time?,How has the focus of Requirements Engineering research evolved over time?,0.5118
40,How has the use of language (academic vs. plain) in scientific publications evolved over time?,What are the main findings on requirements specification languages in empirical research?,0.3368
41,Do the authors use a well defined taxonomy for their research design?,Who are the leading authors in the field of Requirements Engineering empirical research?,0.4134
42,Do the authors use other channels to publish their results for making them available to industrial users?,What collaborations exist between academia and industry in Requirements Engineering research?,0.3662
43,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",What are the identified best practices for requirement reviews in empirical research?,0.5624
44,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",What are the identified best practices for requirement reviews in empirical research?,0.5308
45,Have the authors done a systematic review of related work?,Who are the leading authors in the field of Requirements Engineering empirical research?,0.3929
46,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",What are the identified best practices for requirement reviews in empirical research?,0.4704
47,How many publications are analyzed in (systematic literature) reviews?,What are the identified best practices for requirement reviews in empirical research?,0.4787
48,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",Who are the leading authors in the field of Requirements Engineering empirical research?,0.4203
49,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",What are the identified best practices for requirement reviews in empirical research?,0.4221
50,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",How has empirical research contributed to automated requirements engineering tools?,0.3048
51,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,How has empirical research contributed to automated requirements engineering tools?,0.3427
52,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,Which conferences and journals publish the most empirical research on Requirements Engineering?,0.4022
53,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,How is requirements satisfaction measured in empirical research?,0.4732
54,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,How do empirical studies evaluate the maintainability of requirement specifications?,0.4674
55,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,What are the common outcomes of empirical research on requirements validation techniques?,0.4632
56,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,How do empirical studies evaluate the maintainability of requirement specifications?,0.4732
57,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,How is requirements reuse addressed in empirical research?,0.5491
58,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,What are the key themes in empirical research within Requirements Engineering?,0.5821
59,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,What methodologies are most commonly used in empirical studies in Requirements Engineering?,0.5147
60,How many different empirical methods are used per publication?,What methodologies are most commonly used in empirical studies in Requirements Engineering?,0.5721
61,How has the number of empirical methods used per publication evolved over time?,What methodologies are most commonly used in empirical studies in Requirements Engineering?,0.5401
62,Which methods are used to synthesize evidence from data of different empirical methods?,What are the common tools and techniques for requirements verification used in empirical studies?,0.5407
63,How many studies incorporate theories?,Which institutions are producing the most research in Requirements Engineering?,0.3657
64,How has the incorporation of theories in studies evolved over time?,How has the focus of Requirements Engineering research evolved over time?,0.4272
65,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",Who are the leading authors in the field of Requirements Engineering empirical research?,0.4289
66,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",What empirical studies explore the integration of Requirements Engineering with other disciplines?,0.3238
67,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",How has the focus of Requirements Engineering research evolved over time?,0.3179
68,How many theories from the SE and RE are there?,Which conferences and journals publish the most empirical research on Requirements Engineering?,0.2837
69,How has the number of theories from SE and RE evolved over time?,How has the focus of Requirements Engineering research evolved over time?,0.346
70,"""On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])""",How is requirements reuse addressed in empirical research?,0.2648
71,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,What empirical research has been conducted on the use of diagrams in Requirements Engineering?,0.2936
72,How has the proportion of each of the three levels of sophistication for theories from SE and RE evolved over time?,How has the focus of Requirements Engineering research evolved over time?,0.3214
73,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",How has empirical research influenced the development of requirements engineering standards?,0.4377
74,How often are standards used to describe the theories incorporated?,How do empirical studies evaluate the maintainability of requirement specifications?,0.4461
75,How has the use of standards to describe the theories incorporated evolved over time?,How has empirical research influenced the development of requirements engineering standards?,0.489
76,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,Who are the leading authors in the field of Requirements Engineering empirical research?,0.3565
