,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How has the number of empirical studies in Requirements Engineering evolved over time?,0.5885
1,How often are which empirical methods used over time?,What statistical methods are prevalent in empirical Requirements Engineering research?,0.5456
2,Which sub-fields of SE and RE do the empirical studies cover over time?,"What is the distribution of empirical research across different domains (e.g., healthcare, finance) in Requirements Engineering?",0.556
3, How do the authors justify the lack of a proper study?,Who are the key authors contributing to empirical research in Requirements Engineering?,0.3531
4,How has the proportion of papers that do not have an empirical study evolved over time?,What are the most cited empirical research papers in Requirements Engineering?,0.5519
5,How many empirical studies are by authors working for large software development companies?,Who are the most prolific authors in empirical Requirements Engineering?,0.6223
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How has the number of empirical studies in Requirements Engineering evolved over time?,0.5664
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How has the number of empirical studies in Requirements Engineering evolved over time?,0.4116
8,How do the authors justify the selection and combination of empirical methods and design elements?,What are the common methodologies used in empirical Requirements Engineering research?,0.6007
9,How often are which empirical methods used?,What are the common methodologies used in empirical Requirements Engineering research?,0.5861
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the most cited empirical research papers in Requirements Engineering?,0.5312
11,How has the proportion of replications evolved over time?,How has the number of empirical studies in Requirements Engineering evolved over time?,0.2548
12,How has the use of triangulation for research design evolved over time?,How do research methodologies in empirical Requirements Engineering vary by geographic region?,0.3736
13,How often are those who conduct the studies also the authors of the papers?,Who are the most prolific authors in empirical Requirements Engineering?,0.4657
14,How do the authors justify preventing bias in the study results?,How do empirical Requirements Engineering studies handle ethical considerations?,0.3481
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How has the number of empirical studies in Requirements Engineering evolved over time?,0.3851
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How has the number of empirical studies in Requirements Engineering evolved over time?,0.3985
17,How often are which statistical methods used?,What statistical methods are prevalent in empirical Requirements Engineering research?,0.5595
18,How has the use of statistical methods evolved over time?,What statistical methods are prevalent in empirical Requirements Engineering research?,0.4729
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What statistical methods are prevalent in empirical Requirements Engineering research?,0.4219
20,How has the definition of the population evolved over time?,What are the demographic profiles of participants in empirical Requirements Engineering studies?,0.2386
21,How has the use of power analysis and effect size estimation evolved over time?,What are the typical sample sizes in empirical Requirements Engineering studies?,0.3806
22,How has the reporting of threats to validity evolved over time?,How do empirical studies evaluate requirements validation techniques?,0.3677
23,What types of threats to validity do the authors report?,How do empirical studies evaluate requirements validation techniques?,0.3944
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How has the number of empirical studies in Requirements Engineering evolved over time?,0.3644
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,How do case studies in empirical Requirements Engineering differ from experimental studies?,0.643
26,How has the reporting of the subjects evolved over time?,How has the number of empirical studies in Requirements Engineering evolved over time?,0.4203
27,How has the reporting of the objects of study / treatments evolved over time?,How has the number of empirical studies in Requirements Engineering evolved over time?,0.4377
28,How has the reporting of the tasks evolved over time?,How has the number of empirical studies in Requirements Engineering evolved over time?,0.4766
29,How has the reporting of the setting evolved over time?,How has the number of empirical studies in Requirements Engineering evolved over time?,0.3905
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,What are the key contributions of empirical Requirements Engineering research to industry practices?,0.4285
31,How has the the reporting of the population evolved over time?,What are the demographic profiles of participants in empirical Requirements Engineering studies?,0.2717
32,How has the reporting of the context evolved over time?,How has the number of empirical studies in Requirements Engineering evolved over time?,0.3899
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,Who are the most prolific authors in empirical Requirements Engineering?,0.3465
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,Who are the most prolific authors in empirical Requirements Engineering?,0.3415
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,Who are the most prolific authors in empirical Requirements Engineering?,0.3694
36,Do the authors report the selected context of their study with specific characteristics?,What are the different types of empirical studies conducted in Requirements Engineering?,0.4714
37,Does the research design allow for efficient reuse of study (results) by other researchers?,How do case studies in empirical Requirements Engineering differ from experimental studies?,0.3357
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",What types of data are commonly used in empirical Requirements Engineering research?,0.4385
39,How has the reporting of research questions and answers evolved over time?,How has the number of empirical studies in Requirements Engineering evolved over time?,0.4684
40,How has the use of language (academic vs. plain) in scientific publications evolved over time?,How has the number of empirical studies in Requirements Engineering evolved over time?,0.341
41,Do the authors use a well defined taxonomy for their research design?,What collaboration patterns exist among researchers in empirical Requirements Engineering?,0.4409
42,Do the authors use other channels to publish their results for making them available to industrial users?,Which journals and conferences frequently publish empirical Requirements Engineering research?,0.3682
43,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",What are the most common analysis techniques used in empirical Requirements Engineering research?,0.5176
44,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",What are the most cited empirical research papers in Requirements Engineering?,0.5072
45,Have the authors done a systematic review of related work?,Who are the key authors contributing to empirical research in Requirements Engineering?,0.4161
46,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",What methods are used to ensure the reliability of findings in empirical Requirements Engineering studies?,0.3683
47,How many publications are analyzed in (systematic literature) reviews?,What are the most cited empirical research papers in Requirements Engineering?,0.4752
48,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",Who are the key authors contributing to empirical research in Requirements Engineering?,0.4448
49,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",What are the most cited empirical research papers in Requirements Engineering?,0.4102
50,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",What are the most cited empirical research papers in Requirements Engineering?,0.32
