,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,"What types of empirical studies (e.g., experiments, surveys) are most prevalent in Requirements Engineering?",0.5444
1,How often are which empirical methods used over time?,"What types of empirical studies (e.g., experiments, surveys) are most prevalent in Requirements Engineering?",0.5459
2,Which sub-fields of SE and RE do the empirical studies cover over time?,"What types of empirical studies (e.g., experiments, surveys) are most prevalent in Requirements Engineering?",0.5845
3, How do the authors justify the lack of a proper study?,Which empirical studies highlight the importance of Requirement Engineering education and training?,0.33
4,How has the proportion of papers that do not have an empirical study evolved over time?,What are the most frequently cited papers in the domain of empirical Requirements Engineering?,0.5449
5,How many empirical studies are by authors working for large software development companies?,Who are the leading authors in the field of empirical research in Requirements Engineering?,0.5957
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How do empirical studies in academia differ from those in industry within Requirements Engineering?,0.5068
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How has the focus of empirical research in Requirements Engineering evolved over time?,0.4395
8,How do the authors justify the selection and combination of empirical methods and design elements?,Which methodologies are most commonly used in empirical studies within Requirements Engineering?,0.5836
9,How often are which empirical methods used?,Which methodologies are most commonly used in empirical studies within Requirements Engineering?,0.5929
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""","What types of empirical studies (e.g., experiments, surveys) are most prevalent in Requirements Engineering?",0.5486
11,How has the proportion of replications evolved over time?,Which conferences and journals publish the most empirical research in Requirements Engineering?,0.215
12,How has the use of triangulation for research design evolved over time?,Which methodologies are most commonly used in empirical studies within Requirements Engineering?,0.3725
13,How often are those who conduct the studies also the authors of the papers?,What are the most frequently cited papers in the domain of empirical Requirements Engineering?,0.3984
14,How do the authors justify preventing bias in the study results?,How do empirical studies address conflict resolution in Requirements Engineering?,0.3392
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,What types of empirical evidence are most compelling in Requirements Engineering research?,0.3811
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,What are the key trends in empirical research in Requirements Engineering over the past decade?,0.41
17,How often are which statistical methods used?,Which statistical methods are frequently employed in analyzing empirical data in Requirements Engineering?,0.5405
18,How has the use of statistical methods evolved over time?,Which statistical methods are frequently employed in analyzing empirical data in Requirements Engineering?,0.4232
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,Which statistical methods are frequently employed in analyzing empirical data in Requirements Engineering?,0.3741
20,How has the definition of the population evolved over time?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.1932
21,How has the use of power analysis and effect size estimation evolved over time?,What are the typical sample sizes used in empirical studies of Requirements Engineering?,0.3703
22,How has the reporting of threats to validity evolved over time?,What are the main methods for validating empirical research findings in Requirements Engineering?,0.3489
23,What types of threats to validity do the authors report?,What ethical considerations are frequently discussed in empirical Requirements Engineering research?,0.3638
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.3609
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,What role do case studies play in empirical Requirements Engineering research?,0.6623
26,How has the reporting of the subjects evolved over time?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.3853
27,How has the reporting of the objects of study / treatments evolved over time?,"What types of empirical studies (e.g., experiments, surveys) are most prevalent in Requirements Engineering?",0.4095
28,How has the reporting of the tasks evolved over time?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.4569
29,How has the reporting of the setting evolved over time?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.3695
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,How are requirements specification techniques evaluated in empirical studies?,0.4054
31,How has the the reporting of the population evolved over time?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.2379
32,How has the reporting of the context evolved over time?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.3959
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,Who are the leading authors in the field of empirical research in Requirements Engineering?,0.3227
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,Who are the leading authors in the field of empirical research in Requirements Engineering?,0.3099
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,Who are the leading authors in the field of empirical research in Requirements Engineering?,0.3453
36,Do the authors report the selected context of their study with specific characteristics?,How do empirical studies in academia differ from those in industry within Requirements Engineering?,0.4323
37,Does the research design allow for efficient reuse of study (results) by other researchers?,How is requirements reuse addressed in empirical studies within Requirements Engineering?,0.4523
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",How has the focus of empirical research in Requirements Engineering evolved over time?,0.421
39,How has the reporting of research questions and answers evolved over time?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.4736
40,How has the use of language (academic vs. plain) in scientific publications evolved over time?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.3183
41,Do the authors use a well defined taxonomy for their research design?,Which methodologies are most commonly used in empirical studies within Requirements Engineering?,0.4224
42,Do the authors use other channels to publish their results for making them available to industrial users?,Which conferences and journals publish the most empirical research in Requirements Engineering?,0.3108
43,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",What are the main methods for validating empirical research findings in Requirements Engineering?,0.5099
44,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",What types of empirical evidence are most compelling in Requirements Engineering research?,0.5238
45,Have the authors done a systematic review of related work?,Who are the leading authors in the field of empirical research in Requirements Engineering?,0.3947
46,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",What are the main methods for validating empirical research findings in Requirements Engineering?,0.4093
47,How many publications are analyzed in (systematic literature) reviews?,What are the most frequently cited papers in the domain of empirical Requirements Engineering?,0.455
48,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",Who are the leading authors in the field of empirical research in Requirements Engineering?,0.4137
49,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",What are the most frequently cited papers in the domain of empirical Requirements Engineering?,0.4135
50,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",What are the most frequently cited papers in the domain of empirical Requirements Engineering?,0.2987
51,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,Which conferences and journals publish the most empirical research in Requirements Engineering?,0.3474
52,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,Which conferences and journals publish the most empirical research in Requirements Engineering?,0.4155
53,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,How do different empirical studies define success in Requirements Engineering projects?,0.4901
54,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,How do different empirical studies define success in Requirements Engineering projects?,0.4828
55,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,What types of empirical evidence are most compelling in Requirements Engineering research?,0.5111
56,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,What types of empirical evidence are most compelling in Requirements Engineering research?,0.5341
57,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,How do empirical studies contribute to the theoretical foundations of Requirements Engineering?,0.5582
58,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,What are the main frameworks used in empirical Requirements Engineering research?,0.6085
59,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.5575
60,How many different empirical methods are used per publication?,Which methodologies are most commonly used in empirical studies within Requirements Engineering?,0.5697
61,How has the number of empirical methods used per publication evolved over time?,What are the most frequently cited papers in the domain of empirical Requirements Engineering?,0.5497
62,Which methods are used to synthesize evidence from data of different empirical methods?,What are the most common data collection techniques in empirical Requirements Engineering research?,0.5518
63,How many studies incorporate theories?,"What types of empirical studies (e.g., experiments, surveys) are most prevalent in Requirements Engineering?",0.3927
64,How has the incorporation of theories in studies evolved over time?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.3758
65,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",Who are the leading authors in the field of empirical research in Requirements Engineering?,0.4286
66,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",What are the typical sample sizes used in empirical studies of Requirements Engineering?,0.3039
67,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",How is requirements reuse addressed in empirical studies within Requirements Engineering?,0.3067
68,How many theories from the SE and RE are there?,What types of empirical evidence are most compelling in Requirements Engineering research?,0.3107
69,How has the number of theories from SE and RE evolved over time?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.3424
70,"""On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])""",What are the typical research questions posed in empirical Requirements Engineering studies?,0.2692
71,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,What are the typical sample sizes used in empirical studies of Requirements Engineering?,0.3252
72,How has the proportion of each of the three levels of sophistication for theories from SE and RE evolved over time?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.3187
73,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",How are requirements specification techniques evaluated in empirical studies?,0.4031
74,How often are standards used to describe the theories incorporated?,How are requirements specification techniques evaluated in empirical studies?,0.439
75,How has the use of standards to describe the theories incorporated evolved over time?,How are requirements specification techniques evaluated in empirical studies?,0.4118
76,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,What are the most frequently cited papers in the domain of empirical Requirements Engineering?,0.3648
