,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,What are the trends in citation rates for empirical research in Requirements Engineering?,0.5676
1,How often are which empirical methods used over time?,Which methodologies are most commonly used in empirical research in Requirements Engineering?,0.5427
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What types of requirements are most frequently studied in empirical research?,0.5745
3, How do the authors justify the lack of a proper study?,How do empirical studies in Requirements Engineering handle incomplete data?,0.3675
4,How has the proportion of papers that do not have an empirical study evolved over time?,What are the trends in the publication rate of empirical research in Requirements Engineering?,0.5768
5,How many empirical studies are by authors working for large software development companies?,Who are the leading researchers in empirical research in Requirements Engineering?,0.6054
6,How has the proportion of studies by authors working for large software development companies evolved over time?,What are the trends in citation rates for empirical research in Requirements Engineering?,0.5538
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How has the focus of empirical research in Requirements Engineering evolved over time?,0.4395
8,How do the authors justify the selection and combination of empirical methods and design elements?,Which methodologies are most commonly used in empirical research in Requirements Engineering?,0.5844
9,How often are which empirical methods used?,Which methodologies are most commonly used in empirical research in Requirements Engineering?,0.5939
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the most influential case studies in empirical research in Requirements Engineering?,0.5392
11,How has the proportion of replications evolved over time?,What are the trends in the publication rate of empirical research in Requirements Engineering?,0.306
12,How has the use of triangulation for research design evolved over time?,How has the geographical distribution of empirical research in Requirements Engineering changed?,0.4154
13,How often are those who conduct the studies also the authors of the papers?,What are the trends in citation rates for empirical research in Requirements Engineering?,0.3898
14,How do the authors justify preventing bias in the study results?,What are the ethical considerations in empirical research in Requirements Engineering?,0.3475
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,What methods are used to ensure the reproducibility of empirical research in Requirements Engineering?,0.3681
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,What is the impact of empirical research on the development of RE standards?,0.4428
17,How often are which statistical methods used?,What are the most common statistical techniques used in empirical research in Requirements Engineering?,0.5693
18,How has the use of statistical methods evolved over time?,What are the most common statistical techniques used in empirical research in Requirements Engineering?,0.4601
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What are the most common statistical techniques used in empirical research in Requirements Engineering?,0.3838
20,How has the definition of the population evolved over time?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.1932
21,How has the use of power analysis and effect size estimation evolved over time?,How is the impact of empirical research in Requirements Engineering measured?,0.3264
22,How has the reporting of threats to validity evolved over time?,How are empirical studies in Requirements Engineering validated?,0.3662
23,What types of threats to validity do the authors report?,What are the ethical considerations in empirical research in Requirements Engineering?,0.3865
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,Which theories are often tested in empirical research in Requirements Engineering?,0.4321
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,What are the most influential case studies in empirical research in Requirements Engineering?,0.6511
26,How has the reporting of the subjects evolved over time?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.3853
27,How has the reporting of the objects of study / treatments evolved over time?,What are the publication patterns in empirical research in Requirements Engineering?,0.3999
28,How has the reporting of the tasks evolved over time?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.4569
29,How has the reporting of the setting evolved over time?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.3695
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,What is the impact of empirical research on the development of RE standards?,0.5061
31,How has the the reporting of the population evolved over time?,How has the geographical distribution of empirical research in Requirements Engineering changed?,0.2739
32,How has the reporting of the context evolved over time?,How has the focus of empirical research in Requirements Engineering evolved over time?,0.3959
