,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How has the volume of empirical research in Requirements Engineering evolved over time?,0.5741
1,How often are which empirical methods used over time?,Which methodologies are commonly used in empirical studies in Requirements Engineering?,0.544
2,Which sub-fields of SE and RE do the empirical studies cover over time?,How do empirical studies categorize different types of requirements?,0.5424
3, How do the authors justify the lack of a proper study?,Who are the most influential authors in Requirement Engineering research?,0.3929
4,How has the proportion of papers that do not have an empirical study evolved over time?,How has the volume of empirical research in Requirements Engineering evolved over time?,0.5294
5,How many empirical studies are by authors working for large software development companies?,How has the volume of empirical research in Requirements Engineering evolved over time?,0.5633
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How has the volume of empirical research in Requirements Engineering evolved over time?,0.5576
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How has the volume of empirical research in Requirements Engineering evolved over time?,0.4479
8,How do the authors justify the selection and combination of empirical methods and design elements?,How effective are specific requirements analysis methods according to empirical research?,0.6022
9,How often are which empirical methods used?,Which methodologies are commonly used in empirical studies in Requirements Engineering?,0.5946
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",How has the volume of empirical research in Requirements Engineering evolved over time?,0.5211
11,How has the proportion of replications evolved over time?,How has the volume of empirical research in Requirements Engineering evolved over time?,0.2674
12,How has the use of triangulation for research design evolved over time?,How has the volume of empirical research in Requirements Engineering evolved over time?,0.3705
13,How often are those who conduct the studies also the authors of the papers?,Who are the most influential authors in Requirement Engineering research?,0.4431
14,How do the authors justify preventing bias in the study results?,How are the results of empirical Requirements Engineering studies validated?,0.3231
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How has the volume of empirical research in Requirements Engineering evolved over time?,0.3825
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How do different research methodologies compare in addressing Requirements Engineering issues?,0.4726
17,How often are which statistical methods used?,Which methodologies are commonly used in empirical studies in Requirements Engineering?,0.482
18,How has the use of statistical methods evolved over time?,How has the volume of empirical research in Requirements Engineering evolved over time?,0.4183
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,How effective are specific requirements analysis methods according to empirical research?,0.4347
20,How has the definition of the population evolved over time?,How has the volume of empirical research in Requirements Engineering evolved over time?,0.2
21,How has the use of power analysis and effect size estimation evolved over time?,What are the typical sizes of datasets analyzed in empirical Requirements Engineering studies?,0.3822
22,How has the reporting of threats to validity evolved over time?,Which empirical studies focus on risk management in Requirements Engineering?,0.3295
