,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How do empirical studies address the dynamics of evolving requirements?,0.5525
1,How often are which empirical methods used over time?,What are the most popular data collection methods in empirical Requirements Engineering research?,0.5308
2,Which sub-fields of SE and RE do the empirical studies cover over time?,Which case studies are frequently referenced in empirical research in Requirements Engineering?,0.5502
3, How do the authors justify the lack of a proper study?,How do empirical studies in Requirements Engineering handle incomplete data?,0.3675
4,How has the proportion of papers that do not have an empirical study evolved over time?,Which journals publish the most articles on empirical research in Requirements Engineering?,0.5474
5,How many empirical studies are by authors working for large software development companies?,What impact has empirical research in Requirements Engineering had on software development practices?,0.6108
6,How has the proportion of studies by authors working for large software development companies evolved over time?,What impact has empirical research in Requirements Engineering had on software development practices?,0.5374
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How do empirical studies address the dynamics of evolving requirements?,0.4826
8,How do the authors justify the selection and combination of empirical methods and design elements?,How do researchers validate findings in empirical Requirements Engineering studies?,0.5639
9,How often are which empirical methods used?,What are the most popular data collection methods in empirical Requirements Engineering research?,0.5578
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",Which case studies are frequently referenced in empirical research in Requirements Engineering?,0.5766
11,How has the proportion of replications evolved over time?,How do empirical studies address the dynamics of evolving requirements?,0.3019
12,How has the use of triangulation for research design evolved over time?,How are visualizations used in empirical Requirements Engineering studies?,0.4343
13,How often are those who conduct the studies also the authors of the papers?,Which researchers have contributed the most to the field of Requirements Engineering?,0.3889
14,How do the authors justify preventing bias in the study results?,How do researchers validate findings in empirical Requirements Engineering studies?,0.3618
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How do empirical studies address the dynamics of evolving requirements?,0.3896
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How have the tools and techniques used in Requirements Engineering evolved over time?,0.4408
17,How often are which statistical methods used?,What methodologies are most frequently used in empirical studies of Requirements Engineering?,0.49
18,How has the use of statistical methods evolved over time?,How have the tools and techniques used in Requirements Engineering evolved over time?,0.4306
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What are the limitations commonly reported in empirical Requirements Engineering studies?,0.3719
20,How has the definition of the population evolved over time?,How do empirical studies address the dynamics of evolving requirements?,0.3297
21,How has the use of power analysis and effect size estimation evolved over time?,What are the typical sample sizes in empirical Requirements Engineering studies?,0.3806
22,How has the reporting of threats to validity evolved over time?,How do researchers validate findings in empirical Requirements Engineering studies?,0.3701
23,What types of threats to validity do the authors report?,How do empirical studies in Requirements Engineering address ethical considerations?,0.396
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How does empirical research in Requirements Engineering contribute to the refinement of existing theories?,0.4251
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,Which case studies are frequently referenced in empirical research in Requirements Engineering?,0.6517
26,How has the reporting of the subjects evolved over time?,How have the tools and techniques used in Requirements Engineering evolved over time?,0.4042
27,How has the reporting of the objects of study / treatments evolved over time?,How has the focus of empirical research in Requirements Engineering changed over time?,0.4013
28,How has the reporting of the tasks evolved over time?,How have the tools and techniques used in Requirements Engineering evolved over time?,0.5007
29,How has the reporting of the setting evolved over time?,How are changes in Requirements Engineering practices documented in empirical studies?,0.4004
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,How do researchers validate findings in empirical Requirements Engineering studies?,0.451
31,How has the the reporting of the population evolved over time?,How do empirical studies address the dynamics of evolving requirements?,0.2971
32,How has the reporting of the context evolved over time?,How has the focus of empirical research in Requirements Engineering changed over time?,0.3902
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,How do cultural differences influence empirical research in Requirements Engineering?,0.3197
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,What are the most significant empirical findings regarding Requirement Prioritization?,0.2956
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,What are the most significant empirical findings regarding Requirement Prioritization?,0.3271
36,Do the authors report the selected context of their study with specific characteristics?,How do researchers validate findings in empirical Requirements Engineering studies?,0.4696
37,Does the research design allow for efficient reuse of study (results) by other researchers?,What collaborations exist between researchers in the field of Requirements Engineering?,0.3465
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",How do empirical studies address the dynamics of evolving requirements?,0.5159
39,How has the reporting of research questions and answers evolved over time?,How has the focus of empirical research in Requirements Engineering changed over time?,0.4745
40,How has the use of language (academic vs. plain) in scientific publications evolved over time?,Which empirical studies in Requirements Engineering have had the highest impact on academia?,0.325
41,Do the authors use a well defined taxonomy for their research design?,Which case studies are frequently referenced in empirical research in Requirements Engineering?,0.4381
42,Do the authors use other channels to publish their results for making them available to industrial users?,How do different industries apply empirical research findings in Requirements Engineering?,0.3313
43,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",Which case studies are frequently referenced in empirical research in Requirements Engineering?,0.5204
44,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",Which case studies are frequently referenced in empirical research in Requirements Engineering?,0.5488
45,Have the authors done a systematic review of related work?,Which case studies are frequently referenced in empirical research in Requirements Engineering?,0.3949
46,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",How do researchers validate findings in empirical Requirements Engineering studies?,0.4311
47,How many publications are analyzed in (systematic literature) reviews?,Which journals publish the most articles on empirical research in Requirements Engineering?,0.5145
48,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",How do researchers validate findings in empirical Requirements Engineering studies?,0.4308
49,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",What are the most cited papers in empirical Requirements Engineering research?,0.4104
50,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",What are the most cited papers in empirical Requirements Engineering research?,0.3192
51,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,Which journals publish the most articles on empirical research in Requirements Engineering?,0.3856
52,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,Which journals publish the most articles on empirical research in Requirements Engineering?,0.4588
53,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,How do researchers validate findings in empirical Requirements Engineering studies?,0.5235
54,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,How do researchers validate findings in empirical Requirements Engineering studies?,0.5071
55,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,How do researchers validate findings in empirical Requirements Engineering studies?,0.5213
56,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,How do researchers validate findings in empirical Requirements Engineering studies?,0.5205
57,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,What role does empirical research play in the development of Requirements Engineering tools?,0.5696
58,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,What are the common frameworks for analyzing data in empirical Requirements Engineering research?,0.5964
59,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,How does empirical research in Requirements Engineering contribute to the refinement of existing theories?,0.5428
60,How many different empirical methods are used per publication?,What are the most popular data collection methods in empirical Requirements Engineering research?,0.563
61,How has the number of empirical methods used per publication evolved over time?,Which journals publish the most articles on empirical research in Requirements Engineering?,0.5513
62,Which methods are used to synthesize evidence from data of different empirical methods?,What training methods for Requirements Engineering are supported by empirical data?,0.561
63,How many studies incorporate theories?,How does empirical research in Requirements Engineering contribute to the refinement of existing theories?,0.4273
64,How has the incorporation of theories in studies evolved over time?,How does empirical research in Requirements Engineering contribute to the refinement of existing theories?,0.4346
65,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",Which theoretical frameworks are most commonly employed in Requirements Engineering research?,0.4548
66,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",How does empirical research in Requirements Engineering contribute to the refinement of existing theories?,0.3724
67,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",How does empirical research in Requirements Engineering contribute to the refinement of existing theories?,0.4008
68,How many theories from the SE and RE are there?,How does empirical research in Requirements Engineering contribute to the refinement of existing theories?,0.4103
69,How has the number of theories from SE and RE evolved over time?,How does empirical research in Requirements Engineering contribute to the refinement of existing theories?,0.4008
70,"""On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])""",How does empirical research in Requirements Engineering contribute to the refinement of existing theories?,0.3418
71,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,How does empirical research in Requirements Engineering contribute to the refinement of existing theories?,0.3739
72,How has the proportion of each of the three levels of sophistication for theories from SE and RE evolved over time?,How do empirical studies address the dynamics of evolving requirements?,0.3765
73,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",What influence does empirical research have on Requirements Engineering standards and guidelines?,0.4418
74,How often are standards used to describe the theories incorporated?,How do empirical researches in Requirements Engineering contribute to standardization efforts?,0.4378
75,How has the use of standards to describe the theories incorporated evolved over time?,How do empirical researches in Requirements Engineering contribute to standardization efforts?,0.4782
76,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,Which case studies are frequently referenced in empirical research in Requirements Engineering?,0.4158
