,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main components of an adaptive interactive system?,0.6951
1,What is an interactive software system?,What are the main components of an adaptive interactive system?,0.645
2,What is a complex interactive computer system?,What are the main components of an adaptive interactive system?,0.6723
3,What does make up the user interface of an interactive computer system?,What are the main components of an adaptive interactive system?,0.704
4,What is a User?,What role does personalization play in the effectiveness of user interfaces for people with disabilities?,0.3598
5,How can a user interact in human–computer interactions?,What methods are used to capture and model user interactions in HCI systems?,0.6841
6,"Considering intentionality, how can a user interact with an interactive computer system?",What methods are used to capture and model user interactions in HCI systems?,0.6106
7,Why does a user intentionally interact with an interactive computer system?,What methods are used to capture and model user interactions in HCI systems?,0.5845
8,What does make up a complex user participation?,What methods are used to capture and model user interactions in HCI systems?,0.4436
9,What is a human–computer interaction?,What are the different modalities and modes used in human-computer interaction?,0.6162
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What methods are used to capture and model user interactions in HCI systems?,0.4657
11,How is a user input processed by an interactive computer system?,What are the main components of an adaptive interactive system?,0.5972
12,How does a user receive an output from an interactive computer system?,What methods are used to capture and model user interactions in HCI systems?,0.5447
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the main components of an adaptive interactive system?,0.5797
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What methods are used to capture and model user interactions in HCI systems?,0.4428
