,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key components of an interactive system in HCI?,0.752
1,What is an interactive software system?,What are the key components of an interactive system in HCI?,0.7082
2,What is a complex interactive computer system?,What are the key components of an interactive system in HCI?,0.7391
3,What does make up the user interface of an interactive computer system?,What are the key components of an interactive system in HCI?,0.7778
4,What is a User?,What are the main characteristics that define user interaction capabilities in HCI?,0.3535
5,How can a user interact in human–computer interactions?,What are the main characteristics that define user interaction capabilities in HCI?,0.6252
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the key components of an interactive system in HCI?,0.5931
7,Why does a user intentionally interact with an interactive computer system?,What are the key components of an interactive system in HCI?,0.6021
8,What does make up a complex user participation?,What are the main characteristics that define user interaction capabilities in HCI?,0.5266
9,What is a human–computer interaction?,What are the key components of an interactive system in HCI?,0.6225
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the main characteristics that define user interaction capabilities in HCI?,0.4837
11,How is a user input processed by an interactive computer system?,What are the key components of an interactive system in HCI?,0.6397
12,How does a user receive an output from an interactive computer system?,What are the key components of an interactive system in HCI?,0.5502
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the key components of an interactive system in HCI?,0.6132
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How can the effectiveness of user interfaces be evaluated in HCI systems?,0.5234
