,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components of an interactive system as defined in the HCI domain?,0.6946
1,What is an interactive software system?,What are the core components of an interactive system as defined in the HCI domain?,0.6448
2,What is a complex interactive computer system?,What are the core components of an interactive system as defined in the HCI domain?,0.7038
3,What does make up the user interface of an interactive computer system?,What are the core components of an interactive system as defined in the HCI domain?,0.7219
4,What is a User?,How can user profiles be modeled in ontology for adaptive HCI applications?,0.3497
5,How can a user interact in human–computer interactions?,What types of data can be integrated into HCI ontologies for better user interaction modeling?,0.5111
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the core components of an interactive system as defined in the HCI domain?,0.5235
7,Why does a user intentionally interact with an interactive computer system?,What are the core components of an interactive system as defined in the HCI domain?,0.5488
8,What does make up a complex user participation?,What are the core components of an interactive system as defined in the HCI domain?,0.4307
9,What is a human–computer interaction?,What are the core components of an interactive system as defined in the HCI domain?,0.5841
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How is user adaptability represented in an ontology-based HCI system?,0.4016
11,How is a user input processed by an interactive computer system?,What are the core components of an interactive system as defined in the HCI domain?,0.5649
12,How does a user receive an output from an interactive computer system?,What are the core components of an interactive system as defined in the HCI domain?,0.4968
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the core components of an interactive system as defined in the HCI domain?,0.5601
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core components of an interactive system as defined in the HCI domain?,0.3924
