,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary modes of interaction in human-computer interaction systems?,0.6739
1,What is an interactive software system?,What are the primary modes of interaction in human-computer interaction systems?,0.6092
2,What is a complex interactive computer system?,What are the primary modes of interaction in human-computer interaction systems?,0.705
3,What does make up the user interface of an interactive computer system?,What are the primary modes of interaction in human-computer interaction systems?,0.7149
4,What is a User?,How can ontologies be used to model user characteristics and interaction resources?,0.3849
5,How can a user interact in human–computer interactions?,What are the primary modes of interaction in human-computer interaction systems?,0.7038
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can user preferences and context information improve the adaptability of interactive systems?,0.6249
7,Why does a user intentionally interact with an interactive computer system?,How can user preferences and context information improve the adaptability of interactive systems?,0.622
8,What does make up a complex user participation?,What are the primary modes of interaction in human-computer interaction systems?,0.4982
9,What is a human–computer interaction?,What are the primary modes of interaction in human-computer interaction systems?,0.7085
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user preferences and context information improve the adaptability of interactive systems?,0.457
11,How is a user input processed by an interactive computer system?,How do input and output modalities differ in the context of human-computer interaction?,0.6146
12,How does a user receive an output from an interactive computer system?,How do input and output modalities differ in the context of human-computer interaction?,0.5574
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do input and output modalities differ in the context of human-computer interaction?,0.6716
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What approaches can be used to measure user interaction performance with adaptive systems?,0.4889
