,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How can user modeling enhance the personalization of interactive systems?,0.5518
1,What is an interactive software system?,How can user modeling enhance the personalization of interactive systems?,0.555
2,What is a complex interactive computer system?,What are the different types of interaction modalities used in HCI systems?,0.5677
3,What does make up the user interface of an interactive computer system?,How can user modeling enhance the personalization of interactive systems?,0.6191
4,What is a User?,What types of user profiles are relevant for tailoring HCI systems?,0.4028
5,How can a user interact in human–computer interactions?,How can user modeling enhance the personalization of interactive systems?,0.5899
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can user modeling enhance the personalization of interactive systems?,0.5505
7,Why does a user intentionally interact with an interactive computer system?,How can user modeling enhance the personalization of interactive systems?,0.5771
8,What does make up a complex user participation?,How can user modeling enhance the personalization of interactive systems?,0.4815
9,What is a human–computer interaction?,What are the different types of interaction modalities used in HCI systems?,0.519
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user modeling enhance the personalization of interactive systems?,0.5295
11,How is a user input processed by an interactive computer system?,How do the properties of an input or output modality affect user interaction?,0.5403
12,How does a user receive an output from an interactive computer system?,How do the properties of an input or output modality affect user interaction?,0.4668
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do the properties of an input or output modality affect user interaction?,0.5825
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How can user modeling enhance the personalization of interactive systems?,0.4085
