,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key components of an adaptive interactive system in HCI?,0.65
1,What is an interactive software system?,What are the key components of an adaptive interactive system in HCI?,0.6102
2,What is a complex interactive computer system?,What are the key components of an adaptive interactive system in HCI?,0.6478
3,What does make up the user interface of an interactive computer system?,What are the key components of an adaptive interactive system in HCI?,0.6696
4,What is a User?,How do adaptive systems utilize a user model for personalizing interactions?,0.3793
5,How can a user interact in human–computer interactions?,How do modalities influence interaction between humans and computers?,0.6984
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do modalities influence interaction between humans and computers?,0.5376
7,Why does a user intentionally interact with an interactive computer system?,How do modalities influence interaction between humans and computers?,0.5469
8,What does make up a complex user participation?,What are the challenges in creating multimodal interfaces for diverse user groups?,0.4475
9,What is a human–computer interaction?,How do modalities influence interaction between humans and computers?,0.6482
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do modalities influence interaction between humans and computers?,0.5428
11,How is a user input processed by an interactive computer system?,How does the interaction model differentiate between input and output interaction components?,0.5624
12,How does a user receive an output from an interactive computer system?,How does the interaction model differentiate between input and output interaction components?,0.4867
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How does the interaction model differentiate between input and output interaction components?,0.6168
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How do modalities influence interaction between humans and computers?,0.456
