,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary modes of interaction between humans and computers identified in HCI?,0.6084
1,What is an interactive software system?,What are the core components and entities of an ontology for adaptive interactive systems?,0.5571
2,What is a complex interactive computer system?,What are the primary modes of interaction between humans and computers identified in HCI?,0.6357
3,What does make up the user interface of an interactive computer system?,What are the primary modes of interaction between humans and computers identified in HCI?,0.6558
4,What is a User?,How can user profiles be represented and utilized in an ontology for personalized user interfaces?,0.462
5,How can a user interact in human–computer interactions?,What are the primary modes of interaction between humans and computers identified in HCI?,0.736
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary modes of interaction between humans and computers identified in HCI?,0.5648
7,Why does a user intentionally interact with an interactive computer system?,What are the primary modes of interaction between humans and computers identified in HCI?,0.5722
8,What does make up a complex user participation?,"How can physical, sensory, and cognitive abilities of users influence the choice of interaction modalities?",0.4722
9,What is a human–computer interaction?,What are the primary modes of interaction between humans and computers identified in HCI?,0.7595
10,"Considering the human–computer interaction, how can a user participation cause another user participation?","How can physical, sensory, and cognitive abilities of users influence the choice of interaction modalities?",0.5388
11,How is a user input processed by an interactive computer system?,What are the primary modes of interaction between humans and computers identified in HCI?,0.5287
12,How does a user receive an output from an interactive computer system?,What are the primary modes of interaction between humans and computers identified in HCI?,0.4747
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the primary modes of interaction between humans and computers identified in HCI?,0.5237
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary modes of interaction between humans and computers identified in HCI?,0.4697
