,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key components and concepts involved in a human-computer interaction (HCI) ontology?,0.5232
1,What is an interactive software system?,How can multimodal interaction systems be effectively modeled using ontologies?,0.4909
2,What is a complex interactive computer system?,What are the key components and concepts involved in a human-computer interaction (HCI) ontology?,0.5692
3,What does make up the user interface of an interactive computer system?,What are the key components and concepts involved in a human-computer interaction (HCI) ontology?,0.5552
4,What is a User?,How can user characteristics be modeled in an HCI ontology?,0.4378
5,How can a user interact in human–computer interactions?,What are the key components and concepts involved in a human-computer interaction (HCI) ontology?,0.5906
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can multimodal interaction systems be effectively modeled using ontologies?,0.487
7,Why does a user intentionally interact with an interactive computer system?,How can multimodal interaction systems be effectively modeled using ontologies?,0.4343
8,What does make up a complex user participation?,What are the key components and concepts involved in a human-computer interaction (HCI) ontology?,0.431
9,What is a human–computer interaction?,What are the key components and concepts involved in a human-computer interaction (HCI) ontology?,0.654
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do physical and sensory user abilities influence the adaptation of user interfaces?,0.397
11,How is a user input processed by an interactive computer system?,How can multimodal interaction systems be effectively modeled using ontologies?,0.4529
12,How does a user receive an output from an interactive computer system?,How can input and output modalities be defined and utilized in an HCI system?,0.4529
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How can input and output modalities be defined and utilized in an HCI system?,0.5128
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the key components and concepts involved in a human-computer interaction (HCI) ontology?,0.4208
