,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How can ontologies represent complex relationships in interactive systems?,0.5593
1,What is an interactive software system?,How can ontologies represent complex relationships in interactive systems?,0.5647
2,What is a complex interactive computer system?,How can ontologies represent complex relationships in interactive systems?,0.6135
3,What does make up the user interface of an interactive computer system?,How do input and output modalities differ in interactive systems?,0.5888
4,What is a User?,What role do user skills and education levels play in interface adaptation?,0.2945
5,How can a user interact in human–computer interactions?,How does multimodal interaction improve user experience in adaptive systems?,0.5436
6,"Considering intentionality, how can a user interact with an interactive computer system?",How does multimodal interaction improve user experience in adaptive systems?,0.4759
7,Why does a user intentionally interact with an interactive computer system?,How does multimodal interaction improve user experience in adaptive systems?,0.4902
8,What does make up a complex user participation?,What are the components of an interaction model in HCI?,0.4177
9,What is a human–computer interaction?,What are the components of an interaction model in HCI?,0.5572
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How does multimodal interaction improve user experience in adaptive systems?,0.4209
11,How is a user input processed by an interactive computer system?,How do input and output modalities differ in interactive systems?,0.6575
12,How does a user receive an output from an interactive computer system?,How do input and output modalities differ in interactive systems?,0.606
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do input and output modalities differ in interactive systems?,0.7067
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How does multimodal interaction improve user experience in adaptive systems?,0.3978
