,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How is user input captured and processed within interactive systems?,0.7428
1,What is an interactive software system?,How is user input captured and processed within interactive systems?,0.7082
2,What is a complex interactive computer system?,How is user input captured and processed within interactive systems?,0.6444
3,What does make up the user interface of an interactive computer system?,How is user input captured and processed within interactive systems?,0.7409
4,What is a User?,How can user profiles be represented in an ontology for HCI?,0.4118
5,How can a user interact in human–computer interactions?,What are the primary interaction modalities employed in Human-Computer Interaction (HCI)?,0.6815
6,"Considering intentionality, how can a user interact with an interactive computer system?",How is user input captured and processed within interactive systems?,0.7024
7,Why does a user intentionally interact with an interactive computer system?,How is user input captured and processed within interactive systems?,0.7105
8,What does make up a complex user participation?,What reasoning mechanisms are applied to infer user needs from interaction data?,0.4818
9,What is a human–computer interaction?,What are the primary interaction modalities employed in Human-Computer Interaction (HCI)?,0.7114
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What role does user feedback play in the adaptation of interactive systems?,0.5169
11,How is a user input processed by an interactive computer system?,How is user input captured and processed within interactive systems?,0.9437
12,How does a user receive an output from an interactive computer system?,How is user input captured and processed within interactive systems?,0.8125
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How is user input captured and processed within interactive systems?,0.9205
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How is user input captured and processed within interactive systems?,0.4622
