,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the methods to evaluate the adaptability and effectiveness of an interactive system?,0.6761
1,What is an interactive software system?,What are the methods to evaluate the adaptability and effectiveness of an interactive system?,0.6494
2,What is a complex interactive computer system?,What are the methods to evaluate the adaptability and effectiveness of an interactive system?,0.6391
3,What does make up the user interface of an interactive computer system?,What are the methods to evaluate the adaptability and effectiveness of an interactive system?,0.6877
4,What is a User?,How do input and output modalities differ in their interaction with users and systems?,0.2729
5,How can a user interact in human–computer interactions?,What are the methods to evaluate the adaptability and effectiveness of an interactive system?,0.5255
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the methods to evaluate the adaptability and effectiveness of an interactive system?,0.5836
7,Why does a user intentionally interact with an interactive computer system?,What are the methods to evaluate the adaptability and effectiveness of an interactive system?,0.5404
8,What does make up a complex user participation?,What are the main components of an ontology-based interaction model?,0.3753
9,What is a human–computer interaction?,What are the methods to evaluate the adaptability and effectiveness of an interactive system?,0.4873
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user characteristics influence interface adaptation in HCI systems?,0.4458
11,How is a user input processed by an interactive computer system?,How do input and output modalities differ in their interaction with users and systems?,0.5818
12,How does a user receive an output from an interactive computer system?,How do input and output modalities differ in their interaction with users and systems?,0.5684
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do input and output modalities differ in their interaction with users and systems?,0.6552
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the methods to evaluate the adaptability and effectiveness of an interactive system?,0.5183
