,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main components of an interactive system?,0.8284
1,What is an interactive software system?,What are the main components of an interactive system?,0.7709
2,What is a complex interactive computer system?,What are the main components of an interactive system?,0.7848
3,What does make up the user interface of an interactive computer system?,What are the main components of an interactive system?,0.8334
4,What is a User?,How are user profiles modeled in the HCI ontology?,0.4285
5,How can a user interact in human–computer interactions?,What are the main components of an interactive system?,0.5905
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main components of an interactive system?,0.6391
7,Why does a user intentionally interact with an interactive computer system?,What are the main components of an interactive system?,0.6426
8,What does make up a complex user participation?,What are the main components of an interactive system?,0.4762
9,What is a human–computer interaction?,What are the main components of an interactive system?,0.6036
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the main components of an interactive system?,0.3909
11,How is a user input processed by an interactive computer system?,What are the main components of an interactive system?,0.6858
12,How does a user receive an output from an interactive computer system?,What are the main components of an interactive system?,0.6022
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the main components of an interactive system?,0.6639
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the main components of an interactive system?,0.4062
