,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core concepts and relationships in the Human-Computer Interaction domain?,0.5542
1,What is an interactive software system?,What are the core concepts and relationships in the Human-Computer Interaction domain?,0.4826
2,What is a complex interactive computer system?,What are the core concepts and relationships in the Human-Computer Interaction domain?,0.6115
3,What does make up the user interface of an interactive computer system?,Which user characteristics are important for adapting user interfaces?,0.5957
4,What is a User?,Which user characteristics are important for adapting user interfaces?,0.3828
5,How can a user interact in human–computer interactions?,What are the core concepts and relationships in the Human-Computer Interaction domain?,0.6379
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do physical and sensory disabilities affect user interaction with computer systems?,0.534
7,Why does a user intentionally interact with an interactive computer system?,How do physical and sensory disabilities affect user interaction with computer systems?,0.5297
8,What does make up a complex user participation?,What are the core concepts and relationships in the Human-Computer Interaction domain?,0.4661
9,What is a human–computer interaction?,What are the core concepts and relationships in the Human-Computer Interaction domain?,0.6901
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do physical and sensory disabilities affect user interaction with computer systems?,0.4342
11,How is a user input processed by an interactive computer system?,How do multimodal interaction systems incorporate different types of input and output?,0.6295
12,How does a user receive an output from an interactive computer system?,How do multimodal interaction systems incorporate different types of input and output?,0.5668
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do multimodal interaction systems incorporate different types of input and output?,0.6506
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core concepts and relationships in the Human-Computer Interaction domain?,0.4748
