,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components involved in human-computer interaction?,0.6194
1,What is an interactive software system?,What are the benefits of using a semantic representation for interactive systems?,0.5714
2,What is a complex interactive computer system?,What are the primary components involved in human-computer interaction?,0.638
3,What does make up the user interface of an interactive computer system?,What are the primary components involved in human-computer interaction?,0.6724
4,What is a User?,How can user characteristics influence the adaptation of user interfaces?,0.3452
5,How can a user interact in human–computer interactions?,What are the primary components involved in human-computer interaction?,0.7153
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary components involved in human-computer interaction?,0.5414
7,Why does a user intentionally interact with an interactive computer system?,How can multimodal interfaces be designed to better support user interactions?,0.5366
8,What does make up a complex user participation?,What are the primary components involved in human-computer interaction?,0.4809
9,What is a human–computer interaction?,What are the primary components involved in human-computer interaction?,0.753
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the primary components involved in human-computer interaction?,0.4868
11,How is a user input processed by an interactive computer system?,What are the key differences between input interaction and output interaction in HCI?,0.5695
12,How does a user receive an output from an interactive computer system?,What are the key differences between input interaction and output interaction in HCI?,0.5207
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the key differences between input interaction and output interaction in HCI?,0.6161
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary components involved in human-computer interaction?,0.467
