,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the fundamental components of an interactive system in the context of HCI?,0.7566
1,What is an interactive software system?,What are the fundamental components of an interactive system in the context of HCI?,0.7047
2,What is a complex interactive computer system?,What are the fundamental components of an interactive system in the context of HCI?,0.7549
3,What does make up the user interface of an interactive computer system?,What are the fundamental components of an interactive system in the context of HCI?,0.7786
4,What is a User?,How can user characteristics influence the adaptation of user interfaces?,0.3452
5,How can a user interact in human–computer interactions?,How do sensory and motor abilities of users impact their interaction with computer systems?,0.6733
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the fundamental components of an interactive system in the context of HCI?,0.5902
7,Why does a user intentionally interact with an interactive computer system?,What are the fundamental components of an interactive system in the context of HCI?,0.6108
8,What does make up a complex user participation?,What are the fundamental components of an interactive system in the context of HCI?,0.4508
9,What is a human–computer interaction?,What are the fundamental components of an interactive system in the context of HCI?,0.6517
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do sensory and motor abilities of users impact their interaction with computer systems?,0.4918
11,How is a user input processed by an interactive computer system?,What are the fundamental components of an interactive system in the context of HCI?,0.6385
12,How does a user receive an output from an interactive computer system?,What are the fundamental components of an interactive system in the context of HCI?,0.5563
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the fundamental components of an interactive system in the context of HCI?,0.6311
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How do sensory and motor abilities of users impact their interaction with computer systems?,0.4486
