,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the competencies required for a user to interact with a system?,0.5995
1,What is an interactive software system?,What are the competencies required for a user to interact with a system?,0.5614
2,What is a complex interactive computer system?,What are the competencies required for a user to interact with a system?,0.5567
3,What does make up the user interface of an interactive computer system?,What are the competencies required for a user to interact with a system?,0.6346
4,What is a User?,What are the competencies required for a user to interact with a system?,0.4262
5,How can a user interact in human–computer interactions?,What are the competencies required for a user to interact with a system?,0.6172
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the competencies required for a user to interact with a system?,0.5687
7,Why does a user intentionally interact with an interactive computer system?,What are the competencies required for a user to interact with a system?,0.5758
8,What does make up a complex user participation?,What role does the environment play in HCI user modeling?,0.4717
9,What is a human–computer interaction?,What are the competencies required for a user to interact with a system?,0.5223
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the competencies required for a user to interact with a system?,0.4548
11,How is a user input processed by an interactive computer system?,What are the competencies required for a user to interact with a system?,0.5143
12,How does a user receive an output from an interactive computer system?,What are the competencies required for a user to interact with a system?,0.4881
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the competencies required for a user to interact with a system?,0.5216
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the competencies required for a user to interact with a system?,0.4688
