,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components of an interactive system in HCI?,0.7244
1,What is an interactive software system?,What are the core components of an interactive system in HCI?,0.6682
2,What is a complex interactive computer system?,What are the core components of an interactive system in HCI?,0.7261
3,What does make up the user interface of an interactive computer system?,What are the core components of an interactive system in HCI?,0.7599
4,What is a User?,What adaptation rules are applied to create a personalized user interface based on user characteristics?,0.3585
5,How can a user interact in human–computer interactions?,What types of modalities are used for user interaction in HCI?,0.5863
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the core components of an interactive system in HCI?,0.5546
7,Why does a user intentionally interact with an interactive computer system?,What are the core components of an interactive system in HCI?,0.5698
8,What does make up a complex user participation?,What types of modalities are used for user interaction in HCI?,0.4466
9,What is a human–computer interaction?,What are the core components of an interactive system in HCI?,0.6049
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What types of modalities are used for user interaction in HCI?,0.402
11,How is a user input processed by an interactive computer system?,How is user input captured and processed in an HCI system?,0.763
12,How does a user receive an output from an interactive computer system?,How is user input captured and processed in an HCI system?,0.6862
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How is user input captured and processed in an HCI system?,0.7625
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core components of an interactive system in HCI?,0.4055
