,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the critical components in a Human-Computer Interaction (HCI) system?,0.6228
1,What is an interactive software system?,What are the various types of user interactions in an HCI system?,0.5683
2,What is a complex interactive computer system?,What are the critical components in a Human-Computer Interaction (HCI) system?,0.659
3,What does make up the user interface of an interactive computer system?,What are the various types of user interactions in an HCI system?,0.6695
4,What is a User?,How is user data managed and utilized in adaptive HCI systems?,0.3783
5,How can a user interact in human–computer interactions?,What are the various types of user interactions in an HCI system?,0.6986
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the various types of user interactions in an HCI system?,0.5694
7,Why does a user intentionally interact with an interactive computer system?,What are the various types of user interactions in an HCI system?,0.59
8,What does make up a complex user participation?,What are the various types of user interactions in an HCI system?,0.5051
9,What is a human–computer interaction?,What are the critical components in a Human-Computer Interaction (HCI) system?,0.678
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the various types of user interactions in an HCI system?,0.47
11,How is a user input processed by an interactive computer system?,What are the various types of user interactions in an HCI system?,0.5547
12,How does a user receive an output from an interactive computer system?,What are the various types of user interactions in an HCI system?,0.5132
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the various types of user interactions in an HCI system?,0.5441
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the critical components in a Human-Computer Interaction (HCI) system?,0.4689
