,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the design patterns for adaptations in interactive systems?,0.6136
1,What is an interactive software system?,What are the design patterns for adaptations in interactive systems?,0.6017
2,What is a complex interactive computer system?,What are the core interaction modalities used in Human-Computer Interaction systems?,0.6308
3,What does make up the user interface of an interactive computer system?,What are the core interaction modalities used in Human-Computer Interaction systems?,0.6669
4,What is a User?,How can user profiles be modeled to adapt user interfaces in HCI?,0.3444
5,How can a user interact in human–computer interactions?,What are the core interaction modalities used in Human-Computer Interaction systems?,0.6435
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the design patterns for adaptations in interactive systems?,0.5394
7,Why does a user intentionally interact with an interactive computer system?,What are the core interaction modalities used in Human-Computer Interaction systems?,0.5303
8,What does make up a complex user participation?,What are the core interaction modalities used in Human-Computer Interaction systems?,0.442
9,What is a human–computer interaction?,What are the core interaction modalities used in Human-Computer Interaction systems?,0.66
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the core interaction modalities used in Human-Computer Interaction systems?,0.4015
11,How is a user input processed by an interactive computer system?,What are the core interaction modalities used in Human-Computer Interaction systems?,0.507
12,How does a user receive an output from an interactive computer system?,What are the different types of input and output modes available in HCI systems?,0.4774
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How are multimodal systems characterized in terms of input and output modalities?,0.5397
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core interaction modalities used in Human-Computer Interaction systems?,0.4327
