,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the distinct input and output modalities in an interactive system?,0.5853
1,What is an interactive software system?,What are the distinct input and output modalities in an interactive system?,0.5271
2,What is a complex interactive computer system?,What types of interactions are classified in HCI systems?,0.5756
3,What does make up the user interface of an interactive computer system?,What are the distinct input and output modalities in an interactive system?,0.6124
4,What is a User?,How are user profiles represented in HCI ontology?,0.43
5,How can a user interact in human–computer interactions?,What types of interactions are classified in HCI systems?,0.5204
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the distinct input and output modalities in an interactive system?,0.4419
7,Why does a user intentionally interact with an interactive computer system?,What are the distinct input and output modalities in an interactive system?,0.4411
8,What does make up a complex user participation?,What criteria are used to evaluate user capabilities in HCI?,0.4231
9,What is a human–computer interaction?,What types of interactions are classified in HCI systems?,0.5314
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do different sensory modalities influence user interaction modes?,0.3832
11,How is a user input processed by an interactive computer system?,What are the distinct input and output modalities in an interactive system?,0.6878
12,How does a user receive an output from an interactive computer system?,What are the distinct input and output modalities in an interactive system?,0.6308
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the distinct input and output modalities in an interactive system?,0.7347
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What criteria are used to evaluate user capabilities in HCI?,0.4898
