,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core entities in Human-Computer Interaction ontology?,0.4961
1,What is an interactive software system?,What are the core entities in Human-Computer Interaction ontology?,0.4538
2,What is a complex interactive computer system?,What are the main properties used to describe interaction components in HCI?,0.5301
3,What does make up the user interface of an interactive computer system?,What are the main properties used to describe interaction components in HCI?,0.5769
4,What is a User?,How is the concept of user profile represented in the HCI ontology?,0.4726
5,How can a user interact in human–computer interactions?,What are the main properties used to describe interaction components in HCI?,0.5265
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the methods used for capturing user behavior in HCI ontology?,0.4851
7,Why does a user intentionally interact with an interactive computer system?,What are the methods used for capturing user behavior in HCI ontology?,0.4063
8,What does make up a complex user participation?,What are the methods used for capturing user behavior in HCI ontology?,0.4207
9,What is a human–computer interaction?,What are the core entities in Human-Computer Interaction ontology?,0.5918
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the methods used for capturing user behavior in HCI ontology?,0.3964
11,How is a user input processed by an interactive computer system?,How does the HCI ontology model input and output modes?,0.4043
12,How does a user receive an output from an interactive computer system?,How does the HCI ontology model input and output modes?,0.4076
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How does the HCI ontology model input and output modes?,0.4543
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the methods used for capturing user behavior in HCI ontology?,0.3967
