,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key components of a framework for adapting interactive systems to user behavior?,0.6216
1,What is an interactive software system?,What are the key components of a framework for adapting interactive systems to user behavior?,0.6209
2,What is a complex interactive computer system?,What are the main concepts involved in human-computer interaction (HCI)?,0.6622
3,What does make up the user interface of an interactive computer system?,What are the key components of a framework for adapting interactive systems to user behavior?,0.6556
4,What is a User?,How can user profiles be characterized in the context of HCI?,0.4665
5,How can a user interact in human–computer interactions?,What are the main concepts involved in human-computer interaction (HCI)?,0.6854
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the key components of a framework for adapting interactive systems to user behavior?,0.5887
7,Why does a user intentionally interact with an interactive computer system?,What are the key components of a framework for adapting interactive systems to user behavior?,0.5691
8,What does make up a complex user participation?,What are the main concepts involved in human-computer interaction (HCI)?,0.4981
9,What is a human–computer interaction?,What are the main concepts involved in human-computer interaction (HCI)?,0.78
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the main concepts involved in human-computer interaction (HCI)?,0.4514
11,How is a user input processed by an interactive computer system?,What are the key components of a framework for adapting interactive systems to user behavior?,0.5238
12,How does a user receive an output from an interactive computer system?,What kinds of adaptations can be made based on the user-system interaction data?,0.4408
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How does the interaction ontology describe input and output modalities?,0.5245
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the main concepts involved in human-computer interaction (HCI)?,0.487
