,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the essential modalities utilized in Human-Computer Interaction (HCI)?,0.5498
1,What is an interactive software system?,How can ontologies support multimodal interaction systems?,0.503
2,What is a complex interactive computer system?,What are the essential modalities utilized in Human-Computer Interaction (HCI)?,0.5975
3,What does make up the user interface of an interactive computer system?,What are the essential modalities utilized in Human-Computer Interaction (HCI)?,0.6168
4,What is a User?,How can user profiles be represented in an HCI ontology?,0.405
5,How can a user interact in human–computer interactions?,What are the essential modalities utilized in Human-Computer Interaction (HCI)?,0.6537
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the essential modalities utilized in Human-Computer Interaction (HCI)?,0.4871
7,Why does a user intentionally interact with an interactive computer system?,What are the essential modalities utilized in Human-Computer Interaction (HCI)?,0.4909
8,What does make up a complex user participation?,What are the relationships between user characteristics and interaction modalities in HCI?,0.4879
9,What is a human–computer interaction?,What are the essential modalities utilized in Human-Computer Interaction (HCI)?,0.6976
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the relationships between user characteristics and interaction modalities in HCI?,0.4746
11,How is a user input processed by an interactive computer system?,What are the essential modalities utilized in Human-Computer Interaction (HCI)?,0.4567
12,How does a user receive an output from an interactive computer system?,What are the relationships between user characteristics and interaction modalities in HCI?,0.3676
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the essential modalities utilized in Human-Computer Interaction (HCI)?,0.4405
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the essential modalities utilized in Human-Computer Interaction (HCI)?,0.457
