,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components of an adaptive interactive system ontology?,0.6103
1,What is an interactive software system?,What are the primary components of an adaptive interactive system ontology?,0.5996
2,What is a complex interactive computer system?,What are the key modalities involved in human-computer interaction (HCI)?,0.6107
3,What does make up the user interface of an interactive computer system?,What are the key modalities involved in human-computer interaction (HCI)?,0.6243
4,What is a User?,How can ontologies be used to model user profiles and context-aware adaptations in HCI?,0.3059
5,How can a user interact in human–computer interactions?,What are the key modalities involved in human-computer interaction (HCI)?,0.6923
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the key modalities involved in human-computer interaction (HCI)?,0.5098
7,Why does a user intentionally interact with an interactive computer system?,What are the key modalities involved in human-computer interaction (HCI)?,0.5193
8,What does make up a complex user participation?,What are the key modalities involved in human-computer interaction (HCI)?,0.4873
9,What is a human–computer interaction?,What are the key modalities involved in human-computer interaction (HCI)?,0.7478
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the key modalities involved in human-computer interaction (HCI)?,0.4894
11,How is a user input processed by an interactive computer system?,How can different user interactions (input and output) be categorized and modeled?,0.5633
12,How does a user receive an output from an interactive computer system?,How can different user interactions (input and output) be categorized and modeled?,0.5017
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How can different user interactions (input and output) be categorized and modeled?,0.5956
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the key modalities involved in human-computer interaction (HCI)?,0.4903
