,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components of an interactive system in HCI?,0.7244
1,What is an interactive software system?,What are the core components of an interactive system in HCI?,0.6682
2,What is a complex interactive computer system?,What are the core components of an interactive system in HCI?,0.7261
3,What does make up the user interface of an interactive computer system?,What are the core components of an interactive system in HCI?,0.7599
4,What is a User?,How can user profiles be incorporated into an interactive system for adaptive interfaces?,0.4128
5,How can a user interact in human–computer interactions?,What is the definition of Human-Computer Interaction (HCI)?,0.6398
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can ontological models be used to enhance user experience in interactive systems?,0.5664
7,Why does a user intentionally interact with an interactive computer system?,How can user preferences influence the design of adaptive interactive systems?,0.5756
8,What does make up a complex user participation?,What is the definition of Human-Computer Interaction (HCI)?,0.4445
9,What is a human–computer interaction?,What is the definition of Human-Computer Interaction (HCI)?,0.8431
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user preferences influence the design of adaptive interactive systems?,0.4363
11,How is a user input processed by an interactive computer system?,What are the core components of an interactive system in HCI?,0.6026
12,How does a user receive an output from an interactive computer system?,What are the core components of an interactive system in HCI?,0.5158
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the core components of an interactive system in HCI?,0.585
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What is the definition of Human-Computer Interaction (HCI)?,0.4912
