,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How is the reasoning process used to adapt user interfaces in Human-Computer Interaction?,0.5694
1,What is an interactive software system?,How is the reasoning process used to adapt user interfaces in Human-Computer Interaction?,0.5403
2,What is a complex interactive computer system?,What are the components of the interaction model in the Human-Computer Interaction ontology?,0.5822
3,What does make up the user interface of an interactive computer system?,How is the reasoning process used to adapt user interfaces in Human-Computer Interaction?,0.6626
4,What is a User?,How is user profile information integrated into the ontology to support adaptive applications?,0.3987
5,How can a user interact in human–computer interactions?,How is the reasoning process used to adapt user interfaces in Human-Computer Interaction?,0.6932
6,"Considering intentionality, how can a user interact with an interactive computer system?",How is the reasoning process used to adapt user interfaces in Human-Computer Interaction?,0.608
7,Why does a user intentionally interact with an interactive computer system?,How can user context influence the adaptive behavior of interactive systems?,0.6363
8,What does make up a complex user participation?,How is the reasoning process used to adapt user interfaces in Human-Computer Interaction?,0.4377
9,What is a human–computer interaction?,What are the components of the interaction model in the Human-Computer Interaction ontology?,0.6402
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How is the reasoning process used to adapt user interfaces in Human-Computer Interaction?,0.5045
11,How is a user input processed by an interactive computer system?,How is the reasoning process used to adapt user interfaces in Human-Computer Interaction?,0.6029
12,How does a user receive an output from an interactive computer system?,What types of input and output modalities are defined in the Human-Computer Interaction ontology?,0.483
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of input and output modalities are defined in the Human-Computer Interaction ontology?,0.5698
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How is the reasoning process used to adapt user interfaces in Human-Computer Interaction?,0.4923
