,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the fundamental concepts in Human-Computer Interaction?,0.6502
1,What is an interactive software system?,What are the fundamental concepts in Human-Computer Interaction?,0.5807
2,What is a complex interactive computer system?,What are the fundamental concepts in Human-Computer Interaction?,0.6906
3,What does make up the user interface of an interactive computer system?,What are the fundamental concepts in Human-Computer Interaction?,0.6807
4,What is a User?,How can user characteristics be modeled in an HCI ontology?,0.4378
5,How can a user interact in human–computer interactions?,What are the fundamental concepts in Human-Computer Interaction?,0.7363
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the fundamental concepts in Human-Computer Interaction?,0.5419
7,Why does a user intentionally interact with an interactive computer system?,What are the fundamental concepts in Human-Computer Interaction?,0.5269
8,What does make up a complex user participation?,What are the fundamental concepts in Human-Computer Interaction?,0.4629
9,What is a human–computer interaction?,What are the fundamental concepts in Human-Computer Interaction?,0.7915
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the fundamental concepts in Human-Computer Interaction?,0.4415
11,How is a user input processed by an interactive computer system?,What are the fundamental concepts in Human-Computer Interaction?,0.5573
12,How does a user receive an output from an interactive computer system?,What are the fundamental concepts in Human-Computer Interaction?,0.459
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the fundamental concepts in Human-Computer Interaction?,0.5569
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the fundamental concepts in Human-Computer Interaction?,0.5225
