,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the fundamental components of human-computer interaction (HCI)?,0.6097
1,What is an interactive software system?,What are the fundamental components of human-computer interaction (HCI)?,0.5353
2,What is a complex interactive computer system?,What are the fundamental components of human-computer interaction (HCI)?,0.6589
3,What does make up the user interface of an interactive computer system?,What are the fundamental components of human-computer interaction (HCI)?,0.6671
4,What is a User?,How are user characteristics defined and used within an HCI ontology?,0.466
5,How can a user interact in human–computer interactions?,What are the fundamental components of human-computer interaction (HCI)?,0.6765
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the fundamental components of human-computer interaction (HCI)?,0.4999
7,Why does a user intentionally interact with an interactive computer system?,What are the fundamental components of human-computer interaction (HCI)?,0.5138
8,What does make up a complex user participation?,What are the fundamental components of human-computer interaction (HCI)?,0.4734
9,What is a human–computer interaction?,What are the fundamental components of human-computer interaction (HCI)?,0.7752
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the fundamental components of human-computer interaction (HCI)?,0.4335
11,How is a user input processed by an interactive computer system?,What are the fundamental components of human-computer interaction (HCI)?,0.5157
12,How does a user receive an output from an interactive computer system?,What types of input and output modalities exist in HCI systems?,0.4551
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of input and output modalities exist in HCI systems?,0.5099
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,"What methods are used to measure user capabilities such as visual, auditory, and motor skills in HCI?",0.5158
