,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the essential components of an interactive system within the HCI domain?,0.7009
1,What is an interactive software system?,How is the semantic representation of an interactive system structured in HCI?,0.6588
2,What is a complex interactive computer system?,What are the essential components of an interactive system within the HCI domain?,0.7067
3,What does make up the user interface of an interactive computer system?,What are the essential components of an interactive system within the HCI domain?,0.7238
4,What is a User?,What methodologies are used to adapt user interfaces based on the ontological modeling of user characteristics?,0.4306
5,How can a user interact in human–computer interactions?,What are the essential components of an interactive system within the HCI domain?,0.5624
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the essential components of an interactive system within the HCI domain?,0.5692
7,Why does a user intentionally interact with an interactive computer system?,What are the essential components of an interactive system within the HCI domain?,0.5811
8,What does make up a complex user participation?,"What are the different levels of user capacity, and how do they influence the interaction modalities?",0.5196
9,What is a human–computer interaction?,What are the essential components of an interactive system within the HCI domain?,0.6045
10,"Considering the human–computer interaction, how can a user participation cause another user participation?","What are the different levels of user capacity, and how do they influence the interaction modalities?",0.4439
11,How is a user input processed by an interactive computer system?,How is the semantic representation of an interactive system structured in HCI?,0.6069
12,How does a user receive an output from an interactive computer system?,How is the semantic representation of an interactive system structured in HCI?,0.5097
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How is the semantic representation of an interactive system structured in HCI?,0.5865
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How is the semantic representation of an interactive system structured in HCI?,0.4085
