,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components of an ontology-based adaptive interactive system?,0.5806
1,What is an interactive software system?,What are the core components of an ontology-based adaptive interactive system?,0.5625
2,What is a complex interactive computer system?,What are the core components of an ontology-based adaptive interactive system?,0.5591
3,What does make up the user interface of an interactive computer system?,What are the core components of an ontology-based adaptive interactive system?,0.572
4,What is a User?,How can user profiles be represented in an ontology to support adaptive interfaces in HCI?,0.3467
5,How can a user interact in human–computer interactions?,What are the key sensory and motor characteristics of users relevant to HCI systems?,0.5303
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the core components of an ontology-based adaptive interactive system?,0.4476
7,Why does a user intentionally interact with an interactive computer system?,What are the key sensory and motor characteristics of users relevant to HCI systems?,0.4118
8,What does make up a complex user participation?,How are user preferences and behaviors modeled within an HCI ontology?,0.3689
9,What is a human–computer interaction?,What are the primary input and output modalities used in Human-Computer Interaction (HCI)?,0.565
10,"Considering the human–computer interaction, how can a user participation cause another user participation?","How do different user abilities (e.g., visual, auditory, motor) influence interface adaptation?",0.3591
11,How is a user input processed by an interactive computer system?,What are the primary input and output modalities used in Human-Computer Interaction (HCI)?,0.5759
12,How does a user receive an output from an interactive computer system?,What are the primary input and output modalities used in Human-Computer Interaction (HCI)?,0.5174
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the primary input and output modalities used in Human-Computer Interaction (HCI)?,0.6231
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary input and output modalities used in Human-Computer Interaction (HCI)?,0.4064
