,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key components of an interactive system in HCI?,0.752
1,What is an interactive software system?,What are the key components of an interactive system in HCI?,0.7082
2,What is a complex interactive computer system?,What are the key components of an interactive system in HCI?,0.7391
3,What does make up the user interface of an interactive computer system?,What are the key components of an interactive system in HCI?,0.7778
4,What is a User?,What role does user profiling play in adapting user interfaces?,0.3646
5,How can a user interact in human–computer interactions?,What are the main types of interaction modalities used in Human-Computer Interaction?,0.7143
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the key components of an interactive system in HCI?,0.5931
7,Why does a user intentionally interact with an interactive computer system?,What are the key components of an interactive system in HCI?,0.6021
8,What does make up a complex user participation?,What are the main types of interaction modalities used in Human-Computer Interaction?,0.4783
9,What is a human–computer interaction?,What are the main types of interaction modalities used in Human-Computer Interaction?,0.715
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can sensory and motor abilities of users affect their interaction with a system?,0.4594
11,How is a user input processed by an interactive computer system?,How do input and output modalities differ in an interactive system?,0.6773
12,How does a user receive an output from an interactive computer system?,How do input and output modalities differ in an interactive system?,0.6217
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do input and output modalities differ in an interactive system?,0.721
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the key components of an interactive system in HCI?,0.4195
