,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How are context and user environment integrated into the adaptation of interactive systems?,0.5881
1,What is an interactive software system?,How are context and user environment integrated into the adaptation of interactive systems?,0.6119
2,What is a complex interactive computer system?,What are the core entities involved in human-computer interaction in the context of adaptive systems?,0.591
3,What does make up the user interface of an interactive computer system?,How are context and user environment integrated into the adaptation of interactive systems?,0.6463
4,What is a User?,What are the main properties and classes used to describe a user's interaction with a system in the ontology?,0.3685
5,How can a user interact in human–computer interactions?,How are context and user environment integrated into the adaptation of interactive systems?,0.6056
6,"Considering intentionality, how can a user interact with an interactive computer system?",How are context and user environment integrated into the adaptation of interactive systems?,0.6102
7,Why does a user intentionally interact with an interactive computer system?,How are context and user environment integrated into the adaptation of interactive systems?,0.5928
8,What does make up a complex user participation?,What are the main properties and classes used to describe a user's interaction with a system in the ontology?,0.4258
9,What is a human–computer interaction?,What are the core entities involved in human-computer interaction in the context of adaptive systems?,0.6323
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How are context and user environment integrated into the adaptation of interactive systems?,0.4627
11,How is a user input processed by an interactive computer system?,How are context and user environment integrated into the adaptation of interactive systems?,0.5495
12,How does a user receive an output from an interactive computer system?,How are context and user environment integrated into the adaptation of interactive systems?,0.4425
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How are context and user environment integrated into the adaptation of interactive systems?,0.5202
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core entities involved in human-computer interaction in the context of adaptive systems?,0.4551
