,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the fundamental components of input interaction in an interactive system?,0.7249
1,What is an interactive software system?,What are the fundamental components of input interaction in an interactive system?,0.6588
2,What is a complex interactive computer system?,What are the fundamental components of input interaction in an interactive system?,0.6862
3,What does make up the user interface of an interactive computer system?,What are the fundamental components of input interaction in an interactive system?,0.7603
4,What is a User?,How can user profiles be used to adapt an interface for individuals with disabilities?,0.4091
5,How can a user interact in human–computer interactions?,What are the primary modes of interaction in human-computer interaction?,0.7156
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the fundamental components of input interaction in an interactive system?,0.6049
7,Why does a user intentionally interact with an interactive computer system?,What are the fundamental components of input interaction in an interactive system?,0.6321
8,What does make up a complex user participation?,What are the primary modes of interaction in human-computer interaction?,0.4904
9,What is a human–computer interaction?,What are the primary modes of interaction in human-computer interaction?,0.7173
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How does multimodal interaction enhance human-computer interaction in smart environments?,0.4702
11,How is a user input processed by an interactive computer system?,What are the fundamental components of input interaction in an interactive system?,0.7809
12,How does a user receive an output from an interactive computer system?,What are the fundamental components of output interaction in an interactive system?,0.7166
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the fundamental components of input interaction in an interactive system?,0.767
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the fundamental components of output interaction in an interactive system?,0.4753
