,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components of an interactive system in the context of HCI?,0.7195
1,What is an interactive software system?,What are the core components of an interactive system in the context of HCI?,0.6656
2,What is a complex interactive computer system?,What are the core components of an interactive system in the context of HCI?,0.7201
3,What does make up the user interface of an interactive computer system?,What are the core components of an interactive system in the context of HCI?,0.7519
4,What is a User?,What user characteristics are considered when designing adaptive user interfaces?,0.4304
5,How can a user interact in human–computer interactions?,How is user interaction data collected and utilized for reasoning in adaptive HCI systems?,0.614
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the core components of an interactive system in the context of HCI?,0.561
7,Why does a user intentionally interact with an interactive computer system?,What are the core components of an interactive system in the context of HCI?,0.5811
8,What does make up a complex user participation?,What user characteristics are considered when designing adaptive user interfaces?,0.4381
9,What is a human–computer interaction?,What are the core components of an interactive system in the context of HCI?,0.6139
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How is user interaction data collected and utilized for reasoning in adaptive HCI systems?,0.4523
11,How is a user input processed by an interactive computer system?,What are the core components of an interactive system in the context of HCI?,0.5965
12,How does a user receive an output from an interactive computer system?,What are the core components of an interactive system in the context of HCI?,0.518
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the core components of an interactive system in the context of HCI?,0.5843
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How is user interaction data collected and utilized for reasoning in adaptive HCI systems?,0.4124
