,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.7451
1,What is an interactive software system?,What are the core components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.6785
2,What is a complex interactive computer system?,What are the core components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.746
3,What does make up the user interface of an interactive computer system?,What are the core components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.7831
4,What is a User?,Which factors influence the adaptability of a user interface based on user characteristics?,0.3493
5,How can a user interact in human–computer interactions?,What are the core components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.6409
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the core components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.5846
7,Why does a user intentionally interact with an interactive computer system?,What are the core components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.6055
8,What does make up a complex user participation?,What are the core components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.4597
9,What is a human–computer interaction?,What are the core components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.7164
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the core components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.4058
11,How is a user input processed by an interactive computer system?,What are the core components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.624
12,How does a user receive an output from an interactive computer system?,How do input modalities differ from output modalities in an interactive system?,0.5213
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do input modalities differ from output modalities in an interactive system?,0.6305
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core components of an interactive system in the context of Human-Computer Interaction (HCI)?,0.4731
